Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,3,3,3,3,3,3.0,0.0
Operating_assets_Ratio,4,4,6,5,4,4,4.6,0.8944271909999159
Sales_growth_rate,5,5,4,4,6,4,4.8,0.8366600265340756
P_to_B,6,6,7,6,5,6,6.0,0.7071067811865476
ROE,7,7,5,7,7,7,6.6,0.8944271909999159
EPS,8,8,8,8,8,8,8.0,0.0
Cash_to_total_assets_ratio,9,12,9,9,13,9,10.4,1.9493588689617927
DPS,10,11,10,11,10,10,10.4,0.5477225575051662
Net_profit_margin,11,9,11,10,12,11,10.6,1.1401754250991378
Operating_profit_margin,12,10,12,13,11,12,11.6,1.1401754250991378
Profit_margin_before_interest_and_taxes,15,14,13,12,16,12,14.0,1.5811388300841898
DuPont_Ratio,13,13,14,15,17,13,14.4,1.6733200530681511
Stock_market_value,14,15,15,14,14,14,14.4,0.5477225575051662
Operating_cash_flow_to_sales,40,38,35,37,15,15,33.0,10.222524150130436
Gross_profit_margin,16,16,19,16,18,16,17.0,1.4142135623730951
Debt_to_equity_ratio,19,23,16,22,28,16,21.6,4.505552130427524
Net_profit_to_sale,17,17,20,17,20,17,18.2,1.6431676725154984
Equity_Ratio,20,22,17,21,27,17,21.4,3.646916505762094
Operating_profit_to_sale,18,18,21,18,22,18,19.4,1.9493588689617927
Average_payment_period,22,27,18,26,35,18,25.6,6.348228099241551
Net_profit_to_Gross_profit,21,19,22,19,23,19,20.8,1.7888543819998317
Current_assets_ratio,23,20,27,31,26,20,25.4,4.159326868617084
Liquidity_ratios,35,34,33,20,31,20,30.6,6.107372593840988
Net_working_capital,25,21,26,23,24,21,23.8,1.9235384061671346
Fixed_asset_turnover,24,25,24,24,29,24,25.2,2.16794833886788
Profit_margin_growth_rate,28,24,23,25,25,25,25.0,1.8708286933869707
Total_income_growth,26,26,25,28,19,26,24.8,3.420526275297414
Sale_to_current_assets,27,30,28,27,33,27,29.0,2.5495097567963922
EPS_growth,29,31,29,32,21,29,28.4,4.33589667773576
Current_ratio,30,28,30,35,30,30,30.6,2.6076809620810595
P_to_S,33,32,32,33,9,32,27.8,10.52140675005011
Capital,41,33,36,34,37,33,36.2,3.1144823004794873
Quick_Ratio,34,29,31,30,34,34,31.6,2.3021728866442674
Return_ratio_without_risk,31,36,34,39,36,36,35.2,2.9495762407505253
Working_capital_return,36,35,39,36,39,36,37.0,1.8708286933869707
Cost_to_sales_ratio,37,37,37,40,32,37,36.6,2.8809720581775866
P_to_E,38,45,41,38,38,38,40.0,3.082207001484488
Total_asset_turnover,39,39,38,41,42,39,39.8,1.6431676725154982
Debt_to_total_assets_ratio,32,40,40,29,41,40,36.4,5.504543577809154
Net_return_on_working_capital,42,41,42,42,40,42,41.4,0.8944271909999159
Longterm_debt_to_equity_ratio,43,44,44,45,43,43,43.8,0.8366600265340756
Current_debt_to_total_debt_Ratio,45,43,45,43,44,43,44.0,1.0
Cash_flow_returns_to_sales,44,42,43,44,45,44,43.6,1.1401754250991378
