Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,4,2,2,2,3,2,2.6,0.8944271909999159
ROI,2,3,3,3,2,3,2.6,0.5477225575051661
ROA,3,4,6,5,4,4,4.4,1.1401754250991378
P_to_B,5,6,4,4,5,4,4.8,0.8366600265340756
Operating_assets_Ratio,6,5,7,6,6,6,6.0,0.7071067811865476
ROE,7,7,5,7,7,7,6.6,0.8944271909999159
Cash_to_total_assets_ratio,8,8,8,9,9,8,8.4,0.5477225575051662
Net_profit_margin,9,9,9,11,10,9,9.6,0.8944271909999159
EPS,10,10,10,8,14,10,10.4,2.1908902300206643
DuPont_Ratio,18,11,11,17,21,11,15.6,4.449719092257398
Operating_profit_margin,12,12,13,12,11,12,12.0,0.7071067811865476
Profit_margin_before_interest_and_taxes,11,13,12,13,15,13,12.8,1.4832396974191326
Operating_cash_flow_to_sales,35,38,41,36,13,13,32.6,11.193748255164577
EPS_growth,16,20,14,15,23,14,17.6,3.7815340802378077
Gross_profit_margin,14,19,18,23,16,14,18.0,3.391164991562634
Sale_to_current_assets,25,22,16,14,27,14,20.8,5.630275304103699
DPS,13,15,15,10,20,15,14.6,3.646916505762094
Total_income_growth,15,23,17,16,24,15,19.0,4.183300132670378
Debt_to_equity_ratio,19,16,22,32,25,16,22.8,6.1400325732035
Equity_Ratio,20,18,23,33,26,18,24.0,5.873670062235365
Return_ratio_without_risk,22,34,19,21,36,19,26.4,7.956129712366435
Fixed_asset_turnover,17,21,20,20,29,20,21.4,4.505552130427524
Profit_margin_growth_rate,21,28,21,18,28,21,23.2,4.54972526643093
Stock_market_value,26,24,24,19,12,24,21.0,5.656854249492381
Current_assets_ratio,24,29,31,26,34,24,28.8,3.96232255123179
Net_profit_to_sale,27,25,25,22,17,25,23.2,3.8987177379235853
Net_profit_to_Gross_profit,28,26,26,24,19,26,24.6,3.4351128074635335
Operating_profit_to_sale,29,27,27,25,18,27,25.2,4.266145801540309
P_to_E,23,32,28,28,33,28,28.8,3.96232255123179
P_to_S,30,33,29,29,8,29,25.8,10.084641788382967
Net_working_capital,32,30,30,27,22,30,28.2,3.8987177379235853
Debt_to_total_assets_ratio,31,31,42,30,30,30,32.8,5.167204273105526
Capital,40,37,32,35,31,31,35.0,3.6742346141747673
Cost_to_sales_ratio,39,42,40,31,32,31,36.8,4.969909455915671
Liquidity_ratios,34,17,34,37,38,34,32.0,8.573214099741124
Working_capital_return,33,35,38,34,35,35,35.0,1.8708286933869707
Current_debt_to_total_debt_Ratio,36,41,44,39,45,36,41.0,3.6742346141747673
Quick_Ratio,37,36,37,42,40,37,38.4,2.5099800796022267
Average_payment_period,38,14,35,38,37,38,32.4,10.358571330062848
Total_asset_turnover,41,39,36,41,39,39,39.2,2.04939015319192
Net_return_on_working_capital,43,44,39,40,41,39,41.4,2.0736441353327724
Longterm_debt_to_equity_ratio,44,43,43,45,42,43,43.4,1.1401754250991378
Current_ratio,42,40,33,44,44,44,40.6,4.560701700396552
Cash_flow_returns_to_sales,45,45,45,43,43,45,44.2,1.0954451150103321
