Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,2,2,2.2,0.44721359549995787
ROA,3,4,3,3,4,3,3.4,0.5477225575051661
P_to_B,4,5,4,4,5,4,4.4,0.5477225575051661
Operating_assets_Ratio,5,7,6,5,7,5,6.0,1.0
Sales_growth_rate,6,2,5,6,6,6,5.0,1.7320508075688772
ROE,7,6,7,7,3,7,6.0,1.7320508075688772
Cash_to_total_assets_ratio,8,9,8,8,9,8,8.4,0.5477225575051661
P_to_S,28,8,33,31,32,8,26.4,10.4546640309481
Operating_profit_margin,9,12,12,9,13,9,11.0,1.8708286933869707
Operating_cash_flow_to_sales,31,10,40,32,35,10,29.6,11.502173707608488
Net_profit_margin,10,11,10,11,11,11,10.6,0.5477225575051662
EPS,13,13,9,10,8,13,10.6,2.3021728866442674
Profit_margin_before_interest_and_taxes,11,14,15,12,14,14,13.2,1.6431676725154982
DPS,14,19,19,14,10,14,15.2,3.8340579025361627
Gross_profit_margin,12,15,17,13,15,15,14.4,1.9493588689617927
DuPont_Ratio,15,16,13,16,12,16,14.4,1.816590212458495
Stock_market_value,16,20,11,15,16,16,15.6,3.2093613071762426
Net_profit_to_sale,17,21,14,17,19,17,17.6,2.6076809620810595
Debt_to_equity_ratio,21,17,24,27,17,17,21.2,4.381780460041329
Net_profit_to_Gross_profit,20,25,18,18,20,18,20.2,2.8635642126552705
Fixed_asset_turnover,18,27,21,20,22,18,21.6,3.361547262794322
Equity_Ratio,22,18,23,28,18,18,21.8,4.147288270665544
Operating_profit_to_sale,19,24,16,19,21,19,19.8,2.949576240750525
Net_working_capital,23,28,20,21,24,20,23.2,3.1144823004794873
Sale_to_current_assets,24,31,26,22,23,22,25.2,3.5637059362410923
Current_assets_ratio,27,32,28,24,25,24,27.2,3.1144823004794873
Liquidity_ratios,29,30,31,25,26,25,28.2,2.588435821108957
Total_income_growth,35,26,25,29,30,25,29.0,3.9370039370059056
Return_ratio_without_risk,25,33,27,26,36,25,29.4,4.827007354458868
Current_ratio,41,38,35,36,28,28,35.6,4.827007354458868
Profit_margin_growth_rate,26,29,22,23,29,29,25.8,3.271085446759225
P_to_E,38,42,29,40,39,29,37.6,5.029910535983717
Cost_to_sales_ratio,30,23,45,30,40,30,33.6,8.792041856133308
Quick_Ratio,42,41,39,37,31,31,38.0,4.358898943540674
EPS_growth,40,22,30,33,33,33,31.6,6.50384501660364
Cash_flow_returns_to_sales,33,40,42,39,44,33,39.6,4.159326868617084
Working_capital_return,32,34,36,34,38,34,34.8,2.2803508501982757
Debt_to_total_assets_ratio,37,35,41,35,34,35,36.4,2.7928480087537886
Average_payment_period,36,36,37,38,27,36,34.8,4.43846820423443
Capital,34,37,32,41,37,37,36.2,3.420526275297414
Total_asset_turnover,39,39,38,43,41,39,40.0,2.0
Longterm_debt_to_equity_ratio,45,44,43,42,42,42,43.2,1.3038404810405297
Net_return_on_working_capital,43,43,34,44,43,43,41.4,4.159326868617084
Current_debt_to_total_debt_Ratio,44,45,44,45,45,45,44.6,0.5477225575051661
