Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,2,1,1,2,1,1.4,0.5477225575051661
P_to_B,7,1,5,4,1,1,3.6,2.6076809620810595
Net_working_capital,2,12,11,9,8,2,8.4,3.9115214431215892
Net_profit_to_Gross_profit,4,6,8,3,3,3,4.8,2.16794833886788
Operating_profit_to_sale,3,8,7,5,4,3,5.4,2.073644135332772
Current_ratio,12,4,9,8,11,4,8.8,3.1144823004794873
Net_profit_to_sale,5,7,6,2,5,5,5.0,1.8708286933869707
Capital,6,5,4,6,6,6,5.4,0.8944271909999159
Stock_market_value,9,11,10,7,7,7,8.8,1.7888543819998317
Operating_cash_flow_to_sales,8,24,18,28,21,8,19.8,7.563068160475615
Equity_Ratio,10,9,2,10,9,9,8.0,3.391164991562634
Debt_to_equity_ratio,11,10,3,11,10,10,9.0,3.391164991562634
Quick_Ratio,13,3,12,12,12,12,10.4,4.159326868617084
Current_assets_ratio,16,18,13,22,14,13,16.6,3.5777087639996634
Longterm_debt_to_equity_ratio,18,21,15,13,23,13,18.0,4.123105625617661
Return_from_market,38,17,34,25,13,13,25.4,10.691117808723277
Liquidity_ratios,15,14,17,14,19,14,15.8,2.16794833886788
Average_payment_period,21,23,38,32,15,15,25.8,9.148770409186143
Fixed_asset_turnover,24,33,31,15,27,15,26.0,7.0710678118654755
Profit_margin_before_interest_and_taxes,20,15,28,29,42,15,26.8,10.2810505299799
ROA,19,20,21,16,25,16,20.2,3.271085446759225
Net_profit_margin,17,13,16,17,34,17,19.4,8.324662155306964
P_to_E,33,26,39,27,17,17,28.4,8.234075540095562
Profit_margin_growth_rate,14,16,25,18,18,18,18.2,4.147288270665545
Cost_to_sales_ratio,23,19,14,19,16,19,18.2,3.420526275297414
Sale_to_current_assets,30,42,19,20,20,20,26.2,9.909591313469996
Sales_growth_rate,45,30,20,24,32,20,30.2,9.549869109050658
Net_return_on_working_capital,34,22,27,23,22,22,25.6,5.128352561983234
ROE,22,27,24,31,29,22,26.6,3.646916505762094
Operating_assets_Ratio,44,31,45,33,24,24,35.4,8.96102672688794
Gross_profit_margin,25,38,37,34,28,25,32.4,5.683308895353129
P_to_S,29,28,32,26,26,26,28.2,2.4899799195977463
Cash_flow_returns_to_sales,26,43,33,36,31,26,33.8,6.300793600809345
EPS,32,37,26,42,36,26,34.6,5.9833101206606365
Operating_profit_margin,31,29,40,45,39,29,36.8,6.648308055437864
Total_asset_turnover,27,25,35,30,30,30,29.4,3.7815340802378077
Return_ratio_without_risk,39,34,43,37,38,34,38.2,3.271085446759225
ROI,35,32,30,21,35,35,30.6,5.770615218501404
Total_income_growth,42,35,41,39,40,35,39.4,2.7018512172212596
DPS,36,36,22,38,37,36,33.8,6.648308055437864
Cash_to_total_assets_ratio,40,39,36,41,45,36,40.2,3.2710854467592254
Current_debt_to_total_debt_Ratio,37,45,42,40,41,37,41.0,2.9154759474226504
Debt_to_total_assets_ratio,41,41,29,35,44,41,38.0,6.0
Working_capital_return,28,44,23,43,43,43,36.2,9.934787365615833
EPS_growth,43,40,44,44,33,44,40.8,4.658325879540846
