Scaling,Alg,Acc Cv,Acc Te,Sp,Se,MCC,F1,AUC-ROC,AUPR
MinMax,HGB,"(np.float64(61.64), 25)","(np.float64(59.98), 33)","(np.float64(94.96), 1)","(np.float64(56.28), 24)","(np.float64(24.32), 33)","(np.float64(63.43), 26)","(np.float64(66.94), 33)","(np.float64(77.6), 33)"
MinMax,LR,"(np.float64(57.31), 33)","(np.float64(49.96), 33)","(np.float64(98.88), 1)","(np.float64(28.38), 33)","(np.float64(18.51), 29)","(np.float64(41.08), 33)","(np.float64(67.04), 23)","(np.float64(76.61), 23)"
MinMax,RF,"(np.float64(61.54), 28)","(np.float64(66.58), 33)","(np.float64(62.42), 1)","(np.float64(85.02), 20)","(np.float64(24.81), 33)","(np.float64(76.02), 20)","(np.float64(65.48), 33)","(np.float64(75.33), 31)"
MinMax,SVM,"(np.float64(57.69), 24)","(np.float64(49.16), 25)","(np.float64(100.0), 1)","(np.float64(28.02), 32)","(np.float64(17.14), 20)","(np.float64(40.19), 32)","(np.float64(65.5), 21)","(np.float64(75.89), 28)"
