Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,2,1,1,1,1.2,0.4472135954999579
Net_profit_to_sale,6,3,1,2,5,1,3.4,2.073644135332772
P_to_B,4,2,5,3,2,2,3.2,1.3038404810405297
Capital,11,4,8,4,9,4,7.2,3.1144823004794877
Quick_Ratio,9,13,6,7,4,4,7.8,3.420526275297414
Net_profit_to_Gross_profit,8,5,3,5,6,5,5.4,1.816590212458495
Operating_profit_to_sale,10,6,4,6,7,6,6.6,2.1908902300206643
Longterm_debt_to_equity_ratio,7,15,18,16,22,7,15.6,5.504543577809154
Current_ratio,5,9,7,9,3,9,6.6,2.6076809620810595
Stock_market_value,13,8,10,10,11,10,10.4,1.816590212458495
Operating_cash_flow_to_sales,28,37,32,31,10,10,27.6,10.358571330062848
Equity_Ratio,2,10,11,11,15,11,9.8,4.764451699828638
Net_working_capital,12,7,9,8,12,12,9.6,2.3021728866442674
Debt_to_equity_ratio,3,11,12,12,16,12,10.8,4.764451699828638
Liquidity_ratios,16,14,16,13,14,14,14.6,1.3416407864998738
P_to_E,14,17,15,18,21,14,17.0,2.7386127875258306
Cost_to_sales_ratio,15,12,14,15,8,15,12.8,2.949576240750525
ROE,24,16,19,23,27,16,21.8,4.324349662087931
Net_profit_margin,17,24,17,14,13,17,17.0,4.301162633521313
Profit_margin_before_interest_and_taxes,27,34,24,20,17,17,24.4,6.58027355054484
ROA,20,38,28,17,19,17,24.4,8.677557259966655
Fixed_asset_turnover,26,23,35,19,18,18,24.2,6.833739825307955
Current_assets_ratio,22,19,20,26,42,19,25.8,9.444575162494075
Profit_margin_growth_rate,19,20,13,24,20,20,19.2,3.96232255123179
Sale_to_current_assets,25,21,36,21,40,21,28.6,8.848728722251575
Net_return_on_working_capital,35,27,22,25,24,22,26.6,5.029910535983716
Cash_flow_returns_to_sales,33,30,27,22,28,22,28.0,4.06201920231798
Current_debt_to_total_debt_Ratio,43,22,37,40,29,22,34.2,8.5848704125339
Sales_growth_rate,23,32,30,28,23,23,27.2,4.08656334834051
Return_from_market,18,25,34,32,25,25,26.8,6.3796551630946325
Return_ratio_without_risk,34,41,26,37,38,26,35.2,5.718391382198319
Debt_to_total_assets_ratio,45,35,31,27,44,27,36.4,7.92464510246358
EPS,44,28,40,45,43,28,40.0,6.96419413859206
Total_asset_turnover,21,29,25,29,26,29,26.0,3.3166247903554
Gross_profit_margin,29,26,23,30,30,30,27.6,3.0495901363953815
P_to_S,30,31,29,33,31,31,30.8,1.4832396974191326
Cash_to_total_assets_ratio,31,45,39,43,33,31,38.2,6.099180272790763
Average_payment_period,32,33,33,36,32,32,33.2,1.6431676725154982
ROI,39,44,45,34,34,34,39.2,5.263078946776307
Working_capital_return,41,36,21,35,35,35,33.6,7.46993975879324
Operating_profit_margin,40,43,44,41,36,36,40.8,3.1144823004794873
Operating_assets_Ratio,38,40,43,42,37,37,40.0,2.5495097567963922
Total_income_growth,37,42,38,44,45,37,41.2,3.5637059362410923
EPS_growth,36,39,42,38,39,39,38.8,2.1679483388678804
DPS,42,18,41,39,41,41,36.2,10.232301793829187
