Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,4,1,6,1,2.6,2.3021728866442674
DuPont_Ratio,2,2,1,2,1,2,1.6,0.5477225575051661
Quick_Ratio,3,4,2,8,10,2,5.4,3.4351128074635335
Current_ratio,4,3,3,7,5,3,4.4,1.6733200530681511
Operating_profit_to_sale,7,8,6,5,3,3,5.8,1.9235384061671346
Operating_cash_flow_to_sales,23,5,18,21,16,5,16.6,7.021395872616783
Net_profit_to_sale,6,6,5,3,4,6,4.8,1.3038404810405297
Net_profit_to_Gross_profit,8,7,7,4,2,7,5.6,2.5099800796022267
Capital,5,9,10,6,9,9,7.8,2.16794833886788
Net_working_capital,9,10,11,9,7,9,9.2,1.4832396974191326
Stock_market_value,10,11,12,10,8,10,10.2,1.4832396974191326
Fixed_asset_turnover,11,27,16,32,26,11,22.4,8.61974477580398
Return_from_market,12,12,25,19,33,12,20.2,8.983317872590282
Equity_Ratio,13,13,8,11,12,13,11.4,2.073644135332772
Liquidity_ratios,15,30,13,22,13,13,18.6,7.3688533707762165
Debt_to_equity_ratio,14,14,9,12,11,14,12.0,2.1213203435596424
Net_profit_margin,19,16,14,14,21,14,16.8,3.1144823004794873
Current_assets_ratio,41,22,24,15,14,14,23.2,10.848963084092414
Longterm_debt_to_equity_ratio,21,15,15,13,15,15,15.8,3.03315017762062
Profit_margin_before_interest_and_taxes,29,21,19,16,39,16,24.8,9.284395510748128
ROE,18,17,17,26,17,17,19.0,3.9370039370059056
Operating_assets_Ratio,17,18,45,31,40,17,30.2,12.637246535539298
ROA,27,23,26,18,18,18,22.4,4.277849927241488
Net_return_on_working_capital,20,20,20,30,22,20,22.4,4.33589667773576
Sales_growth_rate,30,26,23,35,20,20,26.8,5.890670590009257
P_to_E,36,34,37,20,42,20,33.8,8.258329128825032
Total_asset_turnover,40,25,22,29,27,22,28.6,6.87749954561976
Gross_profit_margin,22,38,40,36,30,22,33.2,7.293833011524187
ROI,42,37,43,23,31,23,35.2,8.318653737234168
Cost_to_sales_ratio,16,24,21,17,24,24,20.4,3.7815340802378072
Average_payment_period,33,28,32,24,36,24,30.6,4.669047011971501
Current_debt_to_total_debt_Ratio,25,42,39,25,23,25,30.8,8.955445270895245
Sale_to_current_assets,32,35,31,40,25,25,32.6,5.504543577809153
DPS,26,33,30,45,35,26,33.8,7.12039324756716
Cash_flow_returns_to_sales,24,31,27,27,28,27,27.4,2.5099800796022267
P_to_S,28,19,33,28,34,28,28.4,5.941380311005179
EPS,31,29,36,44,37,29,35.4,5.856620185738529
Debt_to_total_assets_ratio,43,36,44,38,29,29,38.0,6.041522986797286
Profit_margin_growth_rate,34,40,34,33,32,34,34.6,3.1304951684997055
EPS_growth,35,44,38,37,41,35,39.0,3.5355339059327378
Total_income_growth,37,45,42,41,44,37,41.8,3.1144823004794873
Cash_to_total_assets_ratio,38,43,35,43,38,38,39.4,3.507135583350036
Return_ratio_without_risk,39,41,28,39,19,39,33.2,9.444575162494075
Operating_profit_margin,44,39,41,42,43,39,41.8,1.9235384061671343
Working_capital_return,45,32,29,34,45,45,37.0,7.516648189186454
