Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,1,1,1,1,1.0,0.0
Net_profit_to_Gross_profit,5,4,2,2,3,2,3.2,1.3038404810405297
Operating_profit_to_sale,3,7,3,4,5,3,4.4,1.6733200530681511
Quick_Ratio,18,3,19,15,24,3,15.8,7.854934754662192
Net_profit_to_sale,4,5,4,3,2,4,3.6,1.140175425099138
Capital,2,9,5,5,6,5,5.4,2.5099800796022267
Operating_cash_flow_to_sales,6,6,10,13,4,6,7.8,3.63318042491699
DuPont_Ratio,8,2,7,6,7,7,6.0,2.345207879911715
Net_working_capital,7,11,6,7,10,7,8.2,2.16794833886788
Stock_market_value,9,10,8,8,11,8,9.2,1.3038404810405297
Equity_Ratio,10,12,17,11,8,8,11.6,3.361547262794322
Debt_to_equity_ratio,11,13,18,12,9,9,12.6,3.361547262794322
Sale_to_current_assets,25,22,9,10,13,9,15.8,7.259476565152615
Longterm_debt_to_equity_ratio,23,20,24,9,19,9,19.0,5.958187643906492
P_to_S,24,17,11,20,12,11,16.8,5.449770637375485
Fixed_asset_turnover,13,15,16,21,28,13,18.6,6.024948132556827
Current_ratio,14,8,15,14,18,14,13.8,3.63318042491699
Liquidity_ratios,31,14,23,30,43,14,28.2,10.709808588392232
Current_assets_ratio,35,42,29,36,14,14,31.2,10.66302021005306
P_to_E,34,21,33,27,15,15,26.0,8.06225774829855
Gross_profit_margin,16,25,14,19,16,16,18.0,4.301162633521313
Cost_to_sales_ratio,12,19,13,17,17,17,15.6,2.9664793948382653
Cash_flow_returns_to_sales,17,18,12,18,26,18,18.2,5.019960159204453
EPS,19,37,30,28,25,19,27.8,6.6105975524153635
ROE,21,29,20,29,20,20,23.8,4.764451699828638
Profit_margin_growth_rate,15,27,21,16,21,21,20.0,4.795831523312719
Return_from_market,20,16,22,23,22,22,20.6,2.7928480087537886
DPS,22,33,31,25,29,22,28.0,4.47213595499958
Current_debt_to_total_debt_Ratio,29,23,36,22,42,22,30.4,8.561541917201597
Net_return_on_working_capital,26,26,25,26,31,26,26.8,2.3874672772626644
Operating_assets_Ratio,37,30,26,38,35,26,33.2,5.06951674225463
Operating_profit_margin,27,35,27,24,23,27,27.2,4.711687595755898
Total_asset_turnover,28,31,28,31,40,28,31.6,4.929503017546495
Net_profit_margin,30,24,40,32,30,30,31.2,5.761944116355173
Average_payment_period,36,28,32,35,32,32,32.6,3.1304951684997055
ROA,42,32,41,37,34,32,37.2,4.324349662087931
ROI,32,41,42,44,45,32,40.8,5.167204273105526
EPS_growth,43,40,35,34,38,34,38.0,3.6742346141747673
Profit_margin_before_interest_and_taxes,40,34,38,42,41,34,39.0,3.1622776601683795
Sales_growth_rate,38,36,44,41,37,36,39.2,3.271085446759225
Total_income_growth,39,38,39,33,36,39,37.0,2.5495097567963922
Cash_to_total_assets_ratio,33,39,34,43,39,39,37.6,4.09878030638384
Debt_to_total_assets_ratio,41,43,43,45,27,43,39.8,7.293833011524188
Return_ratio_without_risk,45,44,37,40,44,44,42.0,3.391164991562634
Working_capital_return,44,45,45,39,33,45,41.2,5.215361924162119
