Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,5,2,3,2,3.0,1.224744871391589
ROE,3,2,4,5,7,2,4.2,1.9235384061671346
Operating_assets_Ratio,6,5,3,3,4,3,4.2,1.3038404810405297
ROA,4,6,7,4,6,4,5.4,1.3416407864998738
Sales_growth_rate,5,4,2,6,5,5,4.4,1.51657508881031
P_to_B,7,7,6,7,2,7,5.8,2.16794833886788
Cash_to_total_assets_ratio,9,8,9,8,9,9,8.6,0.5477225575051662
Net_profit_margin,8,9,11,9,11,9,9.6,1.3416407864998738
EPS,11,11,10,10,8,10,10.0,1.224744871391589
Profit_margin_before_interest_and_taxes,10,10,17,14,18,10,13.8,3.7682887362833544
Operating_profit_margin,12,14,18,11,29,11,16.8,7.328028384224504
Current_assets_ratio,13,23,15,12,12,12,15.0,4.636809247747852
EPS_growth,30,12,36,38,34,12,30.0,10.488088481701515
Stock_market_value,19,21,28,22,13,13,20.6,5.412947441089743
Current_ratio,27,28,13,20,22,13,22.0,6.041522986797286
Total_income_growth,26,13,34,37,30,13,28.0,9.354143466934854
DuPont_Ratio,14,15,14,13,15,14,14.2,0.8366600265340756
DPS,15,17,19,15,10,15,15.2,3.3466401061363023
Sale_to_current_assets,24,18,22,23,16,16,20.6,3.4351128074635335
Gross_profit_margin,16,19,23,16,37,16,22.2,8.757853618324527
Return_ratio_without_risk,31,16,29,21,27,16,24.8,6.180614856144977
Fixed_asset_turnover,17,29,16,17,14,17,18.6,5.941380311005179
Net_working_capital,25,30,33,29,17,17,26.8,6.180614856144977
Debt_to_equity_ratio,21,24,25,18,23,18,22.2,2.7748873851023212
Net_profit_to_sale,18,22,27,24,20,18,22.2,3.492849839314596
Quick_Ratio,34,32,20,28,33,20,29.4,5.727128425310542
Liquidity_ratios,29,34,21,26,21,21,26.2,5.540758070878027
Equity_Ratio,20,25,24,19,24,24,22.4,2.701851217221259
Net_profit_to_Gross_profit,22,26,32,25,25,25,26.0,3.6742346141747673
Operating_profit_to_sale,23,27,31,27,26,27,26.8,2.8635642126552705
Profit_margin_growth_rate,28,20,26,31,31,31,27.2,4.54972526643093
P_to_S,32,31,8,30,32,32,26.6,10.430723848324238
Working_capital_return,36,33,35,33,28,33,33.0,3.082207001484488
Operating_cash_flow_to_sales,35,39,12,34,35,35,31.0,10.793516572461451
Debt_to_total_assets_ratio,38,35,41,39,40,35,38.6,2.302172886644268
Average_payment_period,39,36,30,35,36,36,35.2,3.271085446759225
Capital,37,37,39,36,44,37,38.6,3.2093613071762426
P_to_E,33,38,38,32,19,38,32.0,7.7781745930520225
Total_asset_turnover,40,40,40,40,38,40,39.6,0.8944271909999159
Net_return_on_working_capital,41,41,42,41,39,41,40.8,1.0954451150103321
Cost_to_sales_ratio,43,43,37,43,42,43,41.6,2.6076809620810595
Longterm_debt_to_equity_ratio,42,45,44,44,43,44,43.6,1.140175425099138
Current_debt_to_total_debt_Ratio,44,44,45,42,45,44,44.0,1.224744871391589
Cash_flow_returns_to_sales,45,42,43,45,41,45,43.2,1.7888543819998317
