Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,2,4,1,1,1.8,1.3038404810405297
P_to_B,6,3,1,1,2,1,2.6,2.073644135332772
Equity_Ratio,3,7,4,2,3,3,3.8,1.9235384061671348
Debt_to_equity_ratio,4,8,3,3,4,3,4.4,2.073644135332772
Capital,5,4,9,8,7,4,6.6,2.073644135332772
Net_profit_to_sale,7,2,5,5,5,5,4.8,1.788854381999832
Net_profit_to_Gross_profit,9,5,6,6,6,6,6.4,1.51657508881031
Operating_profit_to_sale,8,6,8,7,8,8,7.4,0.8944271909999159
Longterm_debt_to_equity_ratio,11,9,7,9,9,9,9.0,1.4142135623730951
Current_ratio,2,12,10,18,10,10,10.4,5.727128425310541
Net_working_capital,13,10,12,10,11,10,11.2,1.3038404810405297
Stock_market_value,15,11,14,11,12,11,12.6,1.816590212458495
Cost_to_sales_ratio,16,23,22,12,14,12,17.4,4.878524367060187
Operating_cash_flow_to_sales,12,24,37,33,25,12,26.2,9.628083921528727
Quick_Ratio,10,13,11,19,13,13,13.2,3.492849839314596
Liquidity_ratios,17,16,13,28,15,13,17.8,5.890670590009257
Current_assets_ratio,19,20,38,13,31,13,24.2,10.084641788382967
Sales_growth_rate,36,14,26,23,20,14,23.8,8.136338242723197
Net_profit_margin,14,19,32,40,18,14,24.6,10.945318634009702
Fixed_asset_turnover,31,15,16,15,17,15,18.8,6.870225614927067
P_to_E,34,27,15,38,30,15,28.8,8.757853618324527
Sale_to_current_assets,40,17,24,16,21,16,23.6,9.710818709048173
Profit_margin_growth_rate,25,28,17,17,22,17,21.8,4.868264577855235
DPS,28,18,18,21,16,18,20.2,4.711687595755899
Profit_margin_before_interest_and_taxes,18,31,41,36,33,18,31.8,8.5848704125339
ROE,29,26,21,20,19,19,23.0,4.301162633521313
Cash_flow_returns_to_sales,23,32,20,25,38,20,27.6,7.3006848993775915
ROA,20,21,39,34,24,20,27.6,8.44393273303382
Cash_to_total_assets_ratio,21,38,45,41,34,21,35.8,9.20326029187483
Net_return_on_working_capital,26,29,25,22,27,22,25.8,2.588435821108957
Return_ratio_without_risk,22,22,31,31,44,22,30.0,9.027735042633894
Gross_profit_margin,45,37,23,24,40,23,33.8,9.833615815151617
ROI,24,35,42,45,37,24,36.6,8.08084154033477
EPS,39,36,27,26,26,26,30.8,6.220932405998316
P_to_S,38,30,29,27,32,27,31.2,4.207136793592526
Current_debt_to_total_debt_Ratio,30,41,44,35,28,28,35.6,6.87749954561976
Total_asset_turnover,35,25,28,29,29,29,29.2,3.63318042491699
Operating_profit_margin,32,40,35,37,36,32,36.0,2.9154759474226504
Return_from_market,33,33,33,14,23,33,27.2,8.555699854482974
Average_payment_period,37,34,34,30,35,34,34.0,2.5495097567963922
Debt_to_total_assets_ratio,41,44,19,42,42,42,37.6,10.454664030948102
Operating_assets_Ratio,42,42,36,32,39,42,38.2,4.266145801540309
EPS_growth,43,39,43,39,43,43,41.4,2.1908902300206647
Total_income_growth,44,43,40,43,41,43,42.2,1.6431676725154982
Working_capital_return,27,45,30,44,45,45,38.2,8.927485648266257
