Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,6,2,3,1,1,2.6,2.073644135332772
P_to_B,7,10,1,1,2,1,4.2,4.08656334834051
Net_profit_to_Gross_profit,2,2,4,4,3,2,3.0,1.0
Operating_cash_flow_to_sales,23,42,37,2,18,2,24.4,15.915401345866211
Operating_profit_to_sale,3,3,5,5,4,3,4.0,1.0
Equity_Ratio,5,14,20,13,10,5,12.4,5.504543577809154
Net_profit_to_sale,4,1,6,6,5,6,4.4,2.073644135332772
Debt_to_equity_ratio,6,15,19,14,11,6,13.0,4.847679857416329
Capital,8,7,3,7,6,7,6.2,1.9235384061671346
Current_ratio,11,9,13,20,7,7,12.0,5.0
Sale_to_current_assets,16,12,7,39,41,7,23.0,15.858751527153705
Net_working_capital,9,4,8,9,8,8,7.6,2.073644135332772
Quick_Ratio,12,8,14,22,13,8,13.8,5.118593556827891
Fixed_asset_turnover,13,11,9,24,17,9,14.8,5.932958789676531
Stock_market_value,10,5,12,10,9,10,9.2,2.588435821108957
Return_from_market,15,16,11,17,24,11,16.6,4.722287581247038
Cash_flow_returns_to_sales,20,29,27,12,22,12,22.0,6.670832032063167
Liquidity_ratios,14,13,10,8,14,14,11.8,2.6832815729997477
Return_ratio_without_risk,39,21,15,15,35,15,25.0,11.313708498984761
ROE,19,25,16,16,26,16,20.4,4.8270073544588685
Net_profit_margin,27,32,43,35,16,16,30.6,10.014988766843427
Cost_to_sales_ratio,21,27,17,25,33,17,24.6,6.06630035524124
Gross_profit_margin,34,17,18,29,39,17,27.4,9.710818709048171
ROA,18,18,42,33,15,18,25.2,11.734564329364767
Longterm_debt_to_equity_ratio,17,19,23,19,12,19,18.0,4.0
P_to_E,38,35,24,26,19,19,28.4,7.893034904268446
Total_asset_turnover,26,28,31,36,20,20,28.2,5.932958789676531
Debt_to_total_assets_ratio,40,20,28,30,38,20,31.2,8.07465169527454
ROI,31,24,44,41,21,21,32.2,10.134100848126586
EPS,35,36,22,40,37,22,34.0,6.96419413859206
Cash_to_total_assets_ratio,44,22,34,45,36,22,36.2,9.284395510748128
Sales_growth_rate,24,31,40,23,32,23,30.0,6.892024376045111
Operating_profit_margin,41,23,25,34,42,23,33.0,8.803408430829505
Profit_margin_before_interest_and_taxes,37,44,32,38,25,25,35.2,7.12039324756716
Profit_margin_growth_rate,22,26,26,11,23,26,21.6,6.188699378706321
Net_return_on_working_capital,25,41,35,27,27,27,31.0,6.782329983125268
P_to_S,28,30,30,21,28,28,27.4,3.714835124201342
Average_payment_period,30,34,36,28,29,28,31.4,3.4351128074635335
Current_assets_ratio,29,33,29,18,31,29,28.0,5.830951894845301
Total_income_growth,42,40,39,31,45,31,39.4,5.224940191045253
Operating_assets_Ratio,45,39,38,32,44,32,39.6,5.224940191045253
Working_capital_return,43,38,33,44,34,33,38.4,5.029910535983717
Current_debt_to_total_debt_Ratio,33,45,41,42,43,33,40.8,4.604345773288536
DPS,32,37,21,37,30,37,31.4,6.580273550544841
EPS_growth,36,43,45,43,40,43,41.4,3.507135583350036
