Features,1,2,3,4,5,Mode,Mean,Std
Capital,1,1,3,1,1,1,1.4,0.8944271909999159
DuPont_Ratio,4,6,1,2,8,1,4.2,2.863564212655271
P_to_B,2,7,2,7,2,2,4.0,2.7386127875258306
Operating_cash_flow_to_sales,32,2,29,21,34,2,23.6,13.049904214207857
Net_profit_to_Gross_profit,6,3,5,3,3,3,4.0,1.4142135623730951
Operating_profit_to_sale,7,4,4,4,4,4,4.6,1.3416407864998738
Net_profit_to_sale,3,5,8,5,5,5,5.2,1.7888543819998317
Net_working_capital,5,8,9,6,6,6,6.8,1.6431676725154984
Equity_Ratio,13,16,6,11,24,6,14.0,6.670832032063167
Quick_Ratio,10,15,12,13,7,7,11.4,3.0495901363953815
Debt_to_equity_ratio,14,17,7,12,25,7,15.0,6.670832032063167
Stock_market_value,8,9,17,8,10,8,10.4,3.7815340802378077
Current_ratio,9,13,10,9,9,9,10.0,1.7320508075688772
Cost_to_sales_ratio,12,10,24,10,16,10,14.4,5.8991524815010505
Sale_to_current_assets,11,23,11,15,12,11,14.4,5.079370039680118
Cash_flow_returns_to_sales,22,11,13,17,18,11,16.2,4.324349662087931
Fixed_asset_turnover,18,26,25,24,11,11,20.8,6.300793600809346
Gross_profit_margin,21,12,14,18,15,12,16.0,3.5355339059327378
Longterm_debt_to_equity_ratio,17,21,20,19,13,13,18.0,3.1622776601683795
ROE,24,14,18,14,27,14,19.4,5.89915248150105
Profit_margin_growth_rate,20,18,19,39,14,14,22.0,9.772410142846033
Liquidity_ratios,15,20,15,26,20,15,19.2,4.54972526643093
Sales_growth_rate,16,34,23,16,17,16,21.2,7.726577508832744
Current_assets_ratio,25,30,16,22,23,16,23.2,5.06951674225463
Return_from_market,19,40,27,20,19,19,25.0,9.027735042633894
Current_debt_to_total_debt_Ratio,36,19,35,32,31,19,30.6,6.8044103344816005
DPS,43,28,22,27,33,22,30.6,7.956129712366435
Net_profit_margin,27,32,34,44,22,22,31.8,8.258329128825032
Net_return_on_working_capital,23,22,37,23,21,23,25.2,6.648308055437864
Operating_profit_margin,44,24,26,35,30,24,31.8,8.012490249604053
EPS,41,25,21,25,36,25,29.6,8.473488065725945
Operating_assets_Ratio,33,38,28,29,26,26,30.8,4.764451699828639
ROA,26,45,41,38,32,26,36.4,7.503332592921629
P_to_S,28,33,30,28,28,28,29.4,2.1908902300206643
P_to_E,31,36,32,45,29,29,34.6,6.348228099241551
Working_capital_return,30,37,43,41,39,30,38.0,5.0
Average_payment_period,35,31,33,31,35,31,33.0,2.0
ROI,45,35,31,37,44,31,38.4,5.9833101206606365
Profit_margin_before_interest_and_taxes,42,43,45,34,40,34,40.8,4.207136793592526
Total_income_growth,38,41,38,42,38,38,39.4,1.949358868961793
Debt_to_total_assets_ratio,34,39,39,33,37,39,36.4,2.792848008753788
Total_asset_turnover,29,42,40,40,45,40,39.2,6.058052492344384
Return_ratio_without_risk,37,29,42,30,42,42,36.0,6.284902544988268
Cash_to_total_assets_ratio,40,27,36,43,43,43,37.8,6.685805860178712
EPS_growth,39,44,44,36,41,44,40.8,3.420526275297414
