Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,2,3,1,1.6,0.8944271909999159
DuPont_Ratio,8,9,7,3,1,1,5.6,3.4351128074635335
P_to_B,4,2,2,1,2,2,2.2,1.0954451150103321
Capital,2,8,6,7,4,2,5.4,2.4083189157584592
Operating_assets_Ratio,3,4,3,8,7,3,5.0,2.345207879911715
Operating_cash_flow_to_sales,25,3,20,24,30,3,20.4,10.358571330062848
Net_profit_to_sale,7,6,8,4,5,4,6.0,1.5811388300841898
Operating_profit_to_sale,5,5,9,5,6,5,6.0,1.7320508075688772
Current_ratio,13,17,5,12,9,5,11.2,4.494441010848846
Net_profit_to_Gross_profit,6,7,10,6,8,6,7.4,1.6733200530681511
Net_working_capital,9,11,13,9,13,9,11.0,2.0
Stock_market_value,10,12,11,10,12,10,11.0,1.0
Equity_Ratio,11,20,24,13,10,10,15.6,6.107372593840988
P_to_S,26,10,30,23,32,10,24.2,8.67179335547152
Current_assets_ratio,18,13,12,11,26,11,16.0,6.2048368229954285
Debt_to_equity_ratio,12,21,25,14,11,11,16.6,6.107372593840989
Average_payment_period,24,22,14,20,27,14,21.4,4.878524367060187
Return_ratio_without_risk,14,14,18,44,20,14,22.0,12.569805089976535
Cost_to_sales_ratio,15,15,22,18,18,15,17.6,2.8809720581775866
Longterm_debt_to_equity_ratio,22,27,26,15,25,15,23.0,4.847679857416329
Quick_Ratio,16,25,4,16,14,16,15.0,7.483314773547883
Liquidity_ratios,21,26,16,19,22,16,20.8,3.7013511046643495
Working_capital_return,17,16,17,17,23,17,18.0,2.8284271247461903
Gross_profit_margin,28,18,44,25,33,18,29.6,9.710818709048173
Profit_margin_growth_rate,20,24,19,29,21,19,22.6,4.03732584763727
Net_return_on_working_capital,19,19,21,31,28,19,23.6,5.5497747702046425
Operating_profit_margin,41,30,38,39,19,19,33.4,9.071934744033381
Sale_to_current_assets,35,33,39,22,43,22,34.4,7.92464510246358
ROE,23,23,23,21,37,23,25.4,6.54217089351845
Profit_margin_before_interest_and_taxes,38,44,27,37,24,24,34.0,8.276472678623424
P_to_E,42,34,41,26,29,26,34.4,7.092249290598858
Total_asset_turnover,27,31,29,28,34,27,29.8,2.7748873851023212
Fixed_asset_turnover,33,29,34,27,38,27,32.2,4.324349662087931
Debt_to_total_assets_ratio,36,28,45,35,41,28,37.0,6.442049363362563
Cash_to_total_assets_ratio,45,40,28,43,36,28,38.4,6.730527468185536
Cash_flow_returns_to_sales,29,41,42,45,44,29,40.2,6.457553716385176
DPS,30,39,37,41,40,30,37.4,4.393176527297759
EPS_growth,40,45,32,30,42,30,37.8,6.496152707564685
Total_income_growth,44,43,31,40,45,31,40.6,5.683308895353129
Sales_growth_rate,43,32,40,32,31,32,35.6,5.504543577809153
ROA,34,38,33,34,15,34,30.8,9.038805230781334
EPS,31,35,35,33,39,35,34.6,2.9664793948382653
Current_debt_to_total_debt_Ratio,32,36,36,36,35,36,35.0,1.7320508075688772
Net_profit_margin,37,37,15,38,16,37,28.6,11.970797801316335
ROI,39,42,43,42,17,42,36.6,11.058933040759403
