Features,1,2,3,4,5,Mode,Mean,Std
ROI,1,1,1,1,1,1,1.0,0.0
ROA,2,2,3,2,2,2,2.2,0.4472135954999579
Return_from_market,5,3,2,3,3,3,3.2,1.0954451150103321
Sales_growth_rate,3,4,4,4,4,4,3.8,0.44721359549995787
ROE,4,5,5,5,5,5,4.8,0.44721359549995787
P_to_B,6,6,6,7,6,6,6.2,0.4472135954999579
Cash_to_total_assets_ratio,8,7,7,9,8,7,7.8,0.8366600265340756
Net_profit_margin,7,9,8,10,7,7,8.2,1.3038404810405297
EPS,9,8,9,6,11,9,8.6,1.816590212458495
Sale_to_current_assets,14,10,11,12,13,10,12.0,1.5811388300841898
Operating_profit_margin,11,12,13,11,9,11,11.2,1.4832396974191326
DuPont_Ratio,12,11,24,13,14,11,14.8,5.263078946776307
Profit_margin_before_interest_and_taxes,15,14,12,14,10,14,13.0,2.0
Average_payment_period,21,20,14,16,17,14,17.6,2.8809720581775866
Operating_assets_Ratio,17,15,10,15,15,15,14.4,2.6076809620810595
DPS,16,13,16,8,16,16,13.8,3.492849839314596
Fixed_asset_turnover,19,16,23,17,27,16,20.4,4.560701700396552
Gross_profit_margin,18,17,25,18,12,18,18.0,4.636809247747852
Debt_to_equity_ratio,23,18,29,20,18,18,21.6,4.61519230368573
Liquidity_ratios,22,21,28,19,20,19,22.0,3.5355339059327378
Equity_Ratio,24,19,30,21,19,19,22.6,4.61519230368573
EPS_growth,38,28,20,33,29,20,29.6,6.6558245169174945
Profit_margin_growth_rate,30,22,27,26,22,22,25.4,3.4351128074635335
Debt_to_total_assets_ratio,25,31,26,22,38,22,28.4,6.268971207462991
Net_profit_to_sale,26,23,17,23,23,23,22.4,3.2863353450309964
Total_income_growth,33,24,15,28,24,24,24.8,6.610597552415364
Net_profit_to_Gross_profit,27,25,18,24,25,25,23.8,3.420526275297414
Operating_profit_to_sale,28,26,21,25,26,26,25.2,2.588435821108957
Stock_market_value,29,27,19,27,28,27,26.0,4.0
Cash_flow_returns_to_sales,39,29,35,29,36,29,33.6,4.449719092257398
Net_working_capital,32,30,22,31,30,30,29.0,4.0
Current_ratio,31,33,40,37,31,31,34.4,3.974921382870358
Operating_cash_flow_to_sales,10,37,34,32,32,32,29.0,10.816653826391969
P_to_S,13,32,33,36,33,33,29.4,9.289779329994873
Cost_to_sales_ratio,20,34,32,30,34,34,30.0,5.830951894845301
Capital,35,38,31,34,35,35,34.6,2.5099800796022267
Current_assets_ratio,40,35,36,38,37,35,37.2,1.9235384061671343
Working_capital_return,36,36,37,35,21,36,33.0,6.745368781616021
Net_return_on_working_capital,37,40,43,39,41,37,40.0,2.23606797749979
Quick_Ratio,34,39,44,40,39,39,39.2,3.5637059362410923
Longterm_debt_to_equity_ratio,42,41,39,44,40,39,41.2,1.9235384061671343
Total_asset_turnover,41,42,42,41,44,41,42.0,1.224744871391589
P_to_E,45,43,38,43,42,43,42.2,2.5884358211089573
Current_debt_to_total_debt_Ratio,44,45,41,45,43,45,43.6,1.6733200530681511
Return_ratio_without_risk,43,44,45,42,45,45,43.8,1.3038404810405297
