Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
P_to_B,2,3,3,2,2,2,2.4,0.5477225575051661
Sales_growth_rate,3,2,4,3,3,3,3.0,0.7071067811865476
ROI,4,5,5,6,4,4,4.8,0.8366600265340756
Operating_assets_Ratio,5,4,7,4,6,4,5.2,1.3038404810405297
ROA,6,6,6,5,5,6,5.6,0.5477225575051662
ROE,7,8,2,8,7,7,6.4,2.5099800796022267
P_to_S,8,7,8,7,8,8,7.6,0.5477225575051662
Return_ratio_without_risk,10,9,10,9,13,9,10.2,1.6431676725154984
EPS,9,10,9,10,10,10,9.6,0.5477225575051662
DPS,13,12,11,11,14,11,12.2,1.3038404810405297
Cash_to_total_assets_ratio,11,14,12,13,16,11,13.2,1.9235384061671346
Net_profit_margin,12,16,14,15,11,11,13.6,2.073644135332772
Profit_margin_before_interest_and_taxes,15,17,18,16,12,12,15.6,2.3021728866442674
Gross_profit_margin,16,13,17,18,15,13,15.8,1.9235384061671346
Operating_profit_margin,14,11,13,14,9,14,12.2,2.16794833886788
Current_assets_ratio,18,15,15,12,19,15,15.8,2.7748873851023217
Stock_market_value,17,20,21,21,17,17,19.2,2.04939015319192
Operating_cash_flow_to_sales,19,18,16,17,18,18,17.6,1.140175425099138
DuPont_Ratio,23,27,22,19,26,19,23.4,3.209361307176242
Total_income_growth,24,21,19,20,20,20,20.8,1.9235384061671343
Net_profit_to_Gross_profit,20,26,31,33,25,20,27.0,5.1478150704935
Net_profit_to_sale,21,24,26,28,22,21,24.2,2.8635642126552705
Fixed_asset_turnover,28,23,24,22,29,22,25.2,3.1144823004794873
Operating_profit_to_sale,22,25,27,30,24,22,25.6,3.049590136395381
Net_working_capital,27,22,30,31,28,22,27.6,3.507135583350036
EPS_growth,25,19,20,25,23,25,22.4,2.7928480087537886
Profit_margin_growth_rate,26,28,23,26,21,26,24.8,2.7748873851023212
Quick_Ratio,38,30,36,27,37,27,33.6,4.8270073544588685
Cost_to_sales_ratio,32,45,33,35,27,27,34.4,6.618156843109719
P_to_E,29,29,25,32,33,29,29.6,3.1304951684997055
Debt_to_equity_ratio,30,37,28,23,30,30,29.6,5.029910535983716
Equity_Ratio,31,38,29,24,31,31,30.6,5.029910535983716
Debt_to_total_assets_ratio,43,31,42,38,40,31,38.8,4.764451699828639
Sale_to_current_assets,33,36,32,37,35,32,34.6,2.0736441353327724
Average_payment_period,34,40,34,34,32,34,34.8,3.0331501776206204
Working_capital_return,36,35,35,36,34,35,35.2,0.8366600265340756
Total_asset_turnover,37,39,37,39,36,37,37.6,1.3416407864998738
Capital,35,41,38,40,38,38,38.4,2.302172886644268
Net_return_on_working_capital,39,42,39,41,39,39,40.0,1.4142135623730951
Current_ratio,40,32,40,29,41,40,36.4,5.504543577809154
Liquidity_ratios,42,43,43,44,42,42,42.8,0.8366600265340756
Current_debt_to_total_debt_Ratio,44,33,41,43,44,44,41.0,4.636809247747852
Cash_flow_returns_to_sales,45,44,44,42,43,44,43.6,1.140175425099138
Longterm_debt_to_equity_ratio,41,34,45,45,45,45,42.0,4.795831523312719
