Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,3,3,2,2,2,2,2.4,0.5477225575051661
Sales_growth_rate,6,2,4,3,4,4,3.8,1.4832396974191329
Operating_assets_Ratio,4,4,3,6,6,4,4.6,1.3416407864998738
ROA,5,5,5,4,3,5,4.4,0.8944271909999159
P_to_B,7,6,6,5,5,5,5.8,0.8366600265340756
ROE,2,7,7,7,7,7,6.0,2.23606797749979
Return_ratio_without_risk,8,11,9,8,8,8,8.8,1.30384048104053
Cash_to_total_assets_ratio,9,10,8,13,9,9,9.8,1.9235384061671343
Net_profit_margin,12,12,10,9,10,10,10.6,1.3416407864998738
EPS,11,9,12,10,11,11,10.6,1.1401754250991378
Profit_margin_before_interest_and_taxes,13,15,11,11,12,11,12.4,1.6733200530681511
Operating_profit_margin,10,13,14,12,13,13,12.4,1.51657508881031
DuPont_Ratio,17,14,13,19,16,13,15.8,2.3874672772626644
Gross_profit_margin,14,17,19,16,15,14,16.2,1.9235384061671346
Total_income_growth,22,21,15,24,18,15,20.0,3.5355339059327378
Current_assets_ratio,15,23,24,22,20,15,20.8,3.5637059362410923
DPS,16,16,18,15,14,16,15.8,1.4832396974191326
Equity_Ratio,18,20,17,26,27,17,21.6,4.61519230368573
EPS_growth,24,22,20,27,17,17,22.0,3.8078865529319543
Net_profit_to_sale,21,28,25,17,22,17,22.6,4.159326868617084
Net_working_capital,26,32,31,18,29,18,27.2,5.630275304103699
Debt_to_equity_ratio,19,19,16,25,26,19,21.0,4.301162633521313
Net_profit_to_Gross_profit,23,30,26,20,25,20,24.8,3.7013511046643495
Profit_margin_growth_rate,31,29,22,23,21,21,25.2,4.494441010848846
Operating_profit_to_sale,25,31,27,21,24,21,25.6,3.714835124201342
P_to_E,38,36,21,32,31,21,31.6,6.580273550544841
Stock_market_value,20,26,23,14,23,23,21.2,4.54972526643093
Current_ratio,32,24,34,31,37,24,31.6,4.827007354458868
Operating_cash_flow_to_sales,39,25,40,35,32,25,34.2,6.058052492344383
Fixed_asset_turnover,27,33,32,28,28,28,29.6,2.701851217221259
Working_capital_return,28,37,35,34,33,28,33.4,3.361547262794322
Sale_to_current_assets,29,34,30,29,19,29,28.2,5.540758070878027
P_to_S,30,8,28,30,30,30,25.2,9.654014708917737
Quick_Ratio,33,27,33,33,36,33,32.4,3.286335345030997
Capital,35,35,37,37,34,35,35.6,1.3416407864998738
Average_payment_period,36,18,36,36,35,36,32.2,7.949842765740716
Debt_to_total_assets_ratio,42,43,29,38,38,38,38.0,5.522680508593631
Total_asset_turnover,37,39,38,39,41,39,38.8,1.4832396974191324
Cost_to_sales_ratio,40,40,39,40,40,40,39.8,0.4472135954999579
Net_return_on_working_capital,41,41,41,42,42,41,41.4,0.5477225575051661
Liquidity_ratios,43,38,42,43,45,43,42.2,2.5884358211089573
Current_debt_to_total_debt_Ratio,34,42,44,45,44,44,41.8,4.494441010848846
Longterm_debt_to_equity_ratio,44,44,43,41,39,44,42.2,2.16794833886788
Cash_flow_returns_to_sales,45,45,45,44,43,45,44.4,0.8944271909999159
