Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,3,1,1,1,1,1.4,0.8944271909999161
P_to_B,3,1,4,2,5,1,3.0,1.5811388300841898
Quick_Ratio,2,12,8,7,17,2,9.2,5.630275304103699
Profit_margin_growth_rate,18,2,13,17,14,2,12.8,6.379655163094632
Operating_cash_flow_to_sales,27,34,18,19,2,2,20.0,11.979148550710939
Capital,5,7,2,3,3,3,4.0,2.0
Net_profit_to_sale,6,4,3,4,4,4,4.2,1.0954451150103321
Operating_profit_to_sale,7,5,5,5,6,5,5.6,0.8944271909999159
Net_profit_to_Gross_profit,8,6,6,6,7,6,6.6,0.8944271909999159
Liquidity_ratios,16,8,14,13,12,8,12.6,2.9664793948382653
Equity_Ratio,12,23,10,9,9,9,12.6,5.9413803110051795
Net_profit_margin,9,43,15,14,18,9,19.8,13.367871932360812
Cash_flow_returns_to_sales,40,9,41,36,25,9,30.2,13.442470011125186
Net_working_capital,10,10,11,8,11,10,10.0,1.224744871391589
Debt_to_equity_ratio,13,24,9,10,10,10,13.2,6.220932405998316
Stock_market_value,11,13,12,11,8,11,11.0,1.8708286933869707
DPS,25,17,16,15,13,13,17.2,4.604345773288536
Longterm_debt_to_equity_ratio,14,21,25,16,20,14,19.2,4.324349662087931
Gross_profit_margin,45,14,43,44,41,14,37.4,13.164345787011218
Current_ratio,4,15,7,12,15,15,10.6,4.929503017546495
Profit_margin_before_interest_and_taxes,15,38,19,20,24,15,23.2,8.87130204648675
EPS,32,16,22,28,16,16,22.8,7.155417527999327
ROA,19,45,17,31,29,17,28.2,11.189280584559492
ROE,30,19,29,18,21,18,23.4,5.683308895353129
Operating_profit_margin,31,18,33,34,45,18,32.2,9.628083921528727
Current_assets_ratio,20,35,21,25,19,19,24.0,6.557438524302
Net_return_on_working_capital,26,20,27,24,32,20,25.8,4.381780460041329
Current_debt_to_total_debt_Ratio,39,37,36,21,22,21,31.0,8.74642784226795
Working_capital_return,21,42,45,32,43,21,36.6,10.064790112068906
Sales_growth_rate,22,22,20,26,40,22,26.0,8.12403840463596
Fixed_asset_turnover,35,11,30,23,23,23,24.4,9.044335243676011
P_to_E,23,29,28,27,31,23,27.6,2.9664793948382653
Return_from_market,24,33,24,29,35,24,29.0,5.049752469181039
Total_income_growth,43,25,26,38,28,25,32.0,8.031189202104505
Cost_to_sales_ratio,17,27,23,22,27,27,23.2,4.147288270665544
Total_asset_turnover,36,30,34,30,26,30,31.2,3.8987177379235853
EPS_growth,44,31,35,43,30,30,36.6,6.58027355054484
Debt_to_total_assets_ratio,42,44,31,41,38,31,39.2,5.06951674225463
Average_payment_period,37,32,38,35,36,32,35.6,2.302172886644268
Return_ratio_without_risk,41,39,32,42,34,32,37.6,4.39317652729776
P_to_S,34,28,37,33,33,33,33.0,3.24037034920393
ROI,33,36,39,45,44,33,39.4,5.128352561983234
Cash_to_total_assets_ratio,28,41,44,39,39,39,38.2,6.058052492344383
Sale_to_current_assets,29,26,40,40,37,40,34.4,6.50384501660364
Operating_assets_Ratio,38,40,42,37,42,42,39.8,2.2803508501982757
