Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,5,2,1,1,8,1,3.4,3.049590136395381
Current_ratio,13,1,11,14,10,1,9.8,5.167204273105526
Operating_profit_to_sale,2,6,4,2,2,2,3.2,1.7888543819998317
Net_profit_to_Gross_profit,3,5,3,3,1,3,3.0,1.4142135623730951
Quick_Ratio,15,3,13,17,9,3,11.4,5.549774770204643
Net_working_capital,4,10,2,4,4,4,4.8,3.0331501776206204
Net_profit_to_sale,1,7,5,5,3,5,4.2,2.280350850198276
DuPont_Ratio,6,4,6,8,5,6,5.8,1.4832396974191326
Capital,8,8,7,6,7,7,7.2,0.8366600265340756
Gross_profit_margin,18,9,8,7,12,7,10.8,4.43846820423443
Stock_market_value,7,18,9,9,6,9,9.8,4.764451699828639
Liquidity_ratios,9,17,14,11,13,9,12.8,3.03315017762062
Operating_profit_margin,30,11,12,10,16,10,15.8,8.258329128825032
Sale_to_current_assets,35,12,10,22,11,10,18.0,10.653637876331258
Operating_cash_flow_to_sales,10,39,31,40,34,10,30.8,12.194260945215172
Equity_Ratio,11,15,16,19,14,11,15.0,2.9154759474226504
Debt_to_equity_ratio,12,14,17,20,15,12,15.6,3.0495901363953815
Cash_flow_returns_to_sales,26,13,21,12,25,12,19.4,6.58027355054484
Cost_to_sales_ratio,22,26,19,13,21,13,20.2,4.764451699828638
Current_debt_to_total_debt_Ratio,14,33,39,32,27,14,29.0,9.40744386111339
Return_from_market,21,22,18,15,23,15,19.8,3.271085446759225
Fixed_asset_turnover,28,19,15,27,17,15,21.2,5.93295878967653
ROE,24,16,20,23,18,16,20.2,3.3466401061363023
Profit_margin_growth_rate,16,20,24,34,39,16,26.6,9.633275663033837
EPS,45,27,30,16,33,16,30.2,10.47377677822093
Longterm_debt_to_equity_ratio,17,23,22,21,20,17,20.6,2.302172886644268
DPS,41,24,33,18,28,18,28.8,8.757853618324527
ROA,19,45,40,43,22,19,33.8,12.31665539016173
Net_profit_margin,20,44,43,33,41,20,36.2,10.03493896344168
Net_return_on_working_capital,23,21,23,26,36,23,25.8,5.974947698515862
EPS_growth,34,28,29,25,24,24,28.0,3.9370039370059056
P_to_S,25,30,28,31,26,25,28.0,2.5495097567963922
Total_asset_turnover,31,25,32,37,29,25,30.8,4.3817804600413295
ROI,27,35,45,39,30,27,35.2,7.155417527999327
Current_assets_ratio,43,36,27,41,38,27,37.0,6.2048368229954285
Sales_growth_rate,36,29,41,29,19,29,30.8,8.318653737234168
Debt_to_total_assets_ratio,37,42,44,38,31,31,38.4,5.029910535983716
P_to_E,42,31,35,45,44,31,39.4,6.107372593840989
Profit_margin_before_interest_and_taxes,32,32,36,24,43,32,33.4,6.913754406977442
Average_payment_period,33,34,34,36,32,34,33.8,1.4832396974191326
Operating_assets_Ratio,39,41,25,35,35,35,35.0,6.164414002968976
Total_income_growth,44,37,37,28,37,37,36.6,5.683308895353129
Cash_to_total_assets_ratio,38,38,38,42,40,38,39.2,1.7888543819998317
Working_capital_return,40,40,26,44,45,40,39.0,7.615773105863909
Return_ratio_without_risk,29,43,42,30,42,42,37.2,7.049822692805827
