Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,3,1,1,1,1.4,0.8944271909999159
P_to_B,3,6,1,5,2,1,3.4,2.073644135332772
Current_ratio,4,2,2,7,3,2,3.6,2.073644135332772
Capital,2,7,9,6,8,2,6.4,2.701851217221259
Net_profit_to_sale,7,3,7,3,4,3,4.8,2.04939015319192
Operating_profit_to_sale,6,5,8,4,7,4,6.0,1.5811388300841898
Net_profit_to_Gross_profit,5,4,6,2,5,5,4.4,1.51657508881031
Quick_Ratio,9,8,5,10,6,5,7.6,2.073644135332772
Net_working_capital,8,9,10,8,10,8,9.0,1.0
Stock_market_value,12,10,13,9,9,9,10.6,1.816590212458495
Equity_Ratio,11,11,11,12,13,11,11.6,0.8944271909999159
Sale_to_current_assets,13,18,22,11,15,11,15.8,4.324349662087931
Debt_to_equity_ratio,10,12,12,13,12,12,11.8,1.0954451150103321
Sales_growth_rate,14,13,41,16,19,13,20.6,11.631852818876277
Net_profit_margin,28,15,24,38,14,14,23.8,9.909591313469996
Gross_profit_margin,21,41,17,14,33,14,25.2,11.41052146047673
P_to_S,31,30,14,28,32,14,27.0,7.416198487095663
ROA,40,14,30,35,18,14,27.4,11.081516141756055
Cost_to_sales_ratio,18,16,19,15,17,15,17.0,1.5811388300841898
Return_from_market,26,34,15,31,21,15,25.4,7.635443667528429
DPS,15,35,27,23,36,15,27.2,8.729261137118078
P_to_E,22,17,16,18,20,16,18.6,2.4083189157584592
Liquidity_ratios,32,24,18,26,16,16,23.2,6.418722614352485
ROE,16,40,21,19,27,16,24.6,9.50263121456368
Fixed_asset_turnover,27,20,36,17,23,17,24.6,7.3688533707762165
EPS,17,43,31,30,45,17,33.2,11.32254388377453
Current_assets_ratio,19,31,23,34,22,19,25.8,6.3796551630946325
Longterm_debt_to_equity_ratio,20,19,20,20,11,20,18.0,3.9370039370059056
Cash_flow_returns_to_sales,34,44,29,21,31,21,31.8,8.348652585896719
ROI,43,21,42,37,30,21,34.6,9.181503144910424
Profit_margin_before_interest_and_taxes,44,23,37,32,28,23,32.8,8.105553651663778
Net_return_on_working_capital,24,25,33,22,24,24,25.6,4.277849927241488
Operating_profit_margin,37,29,25,24,42,24,31.4,7.829431652425353
Operating_cash_flow_to_sales,25,33,4,25,26,25,22.6,10.922453936730518
Current_debt_to_total_debt_Ratio,45,39,26,27,25,25,32.4,9.044335243676011
Profit_margin_growth_rate,41,26,34,36,37,26,34.8,5.540758070878028
Cash_to_total_assets_ratio,42,27,38,43,40,27,38.0,6.442049363362563
Total_asset_turnover,23,28,28,29,29,28,27.4,2.509980079602227
Average_payment_period,35,32,45,33,34,32,35.8,5.263078946776307
Debt_to_total_assets_ratio,36,42,32,40,43,32,38.6,4.560701700396551
EPS_growth,33,37,40,41,39,33,38.0,3.1622776601683795
Operating_assets_Ratio,39,45,35,45,35,35,39.8,5.019960159204453
Total_income_growth,38,36,44,42,38,38,39.6,3.2863353450309964
Return_ratio_without_risk,29,38,39,39,41,39,37.2,4.711687595755899
Working_capital_return,30,22,43,44,44,44,36.6,10.089598604503552
