Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,1,1,6,1,2.0,2.23606797749979
Capital,2,8,5,6,1,1,4.4,2.8809720581775866
Net_profit_to_Gross_profit,5,3,2,3,2,2,3.0,1.224744871391589
P_to_B,10,2,6,2,9,2,5.8,3.7682887362833544
Net_profit_to_sale,3,4,3,4,4,4,3.6,0.5477225575051661
Operating_profit_to_sale,4,5,4,5,3,4,4.2,0.8366600265340756
Quick_Ratio,6,7,14,11,13,6,10.2,3.5637059362410923
Current_ratio,7,6,10,7,11,7,8.2,2.16794833886788
Stock_market_value,8,11,7,10,7,7,8.6,1.816590212458495
Net_working_capital,9,10,8,8,5,8,8.0,1.8708286933869707
Operating_cash_flow_to_sales,25,20,18,24,8,8,19.0,6.782329983125268
Liquidity_ratios,13,9,9,9,10,9,10.0,1.7320508075688772
Average_payment_period,20,19,11,15,32,11,19.4,7.893034904268446
Equity_Ratio,15,12,12,12,15,12,13.2,1.6431676725154984
Cost_to_sales_ratio,14,21,15,25,12,12,17.4,5.412947441089743
Fixed_asset_turnover,12,23,17,20,19,12,18.2,4.08656334834051
Debt_to_equity_ratio,16,13,13,13,16,13,14.2,1.6431676725154984
Profit_margin_growth_rate,21,15,25,14,14,14,17.8,4.969909455915671
Longterm_debt_to_equity_ratio,22,14,19,23,20,14,19.6,3.507135583350036
Net_profit_margin,11,16,26,16,18,16,17.4,5.458937625582472
Current_assets_ratio,27,24,16,30,28,16,25.0,5.477225575051661
ROA,19,17,23,18,17,17,18.8,2.4899799195977463
Sales_growth_rate,17,28,24,19,25,17,22.6,4.505552130427524
P_to_E,31,27,37,17,39,17,30.2,8.78635305459552
Profit_margin_before_interest_and_taxes,18,18,32,22,21,18,22.2,5.761944116355173
Net_return_on_working_capital,23,30,21,21,22,21,23.4,3.7815340802378072
Total_income_growth,40,22,45,27,23,22,31.4,10.454664030948102
ROI,24,26,35,29,24,24,27.6,4.61519230368573
Total_asset_turnover,32,25,27,26,29,25,27.8,2.7748873851023212
Sale_to_current_assets,26,42,22,42,26,26,31.6,9.633275663033837
EPS_growth,44,29,39,35,27,27,34.8,7.014271166700072
P_to_S,34,32,28,28,31,28,30.6,2.6076809620810595
DPS,28,38,34,37,42,28,35.8,5.215361924162119
Return_ratio_without_risk,30,34,29,38,37,29,33.6,4.03732584763727
EPS,37,41,30,39,40,30,37.4,4.393176527297759
Operating_profit_margin,33,31,36,31,44,31,35.0,5.431390245600108
ROE,29,37,20,33,33,33,30.4,6.465291950097845
Cash_flow_returns_to_sales,43,33,33,36,35,33,36.0,4.123105625617661
Debt_to_total_assets_ratio,35,36,31,34,34,34,34.0,1.8708286933869707
Current_debt_to_total_debt_Ratio,36,44,42,45,36,36,40.6,4.33589667773576
Gross_profit_margin,39,45,38,44,38,38,40.8,3.420526275297414
Cash_to_total_assets_ratio,38,39,44,40,45,38,41.2,3.1144823004794877
Return_from_market,45,40,40,41,41,40,41.4,2.0736441353327724
Working_capital_return,41,35,41,32,30,41,35.8,5.06951674225463
Operating_assets_Ratio,42,43,43,43,43,43,42.8,0.4472135954999579
