Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,2,2,1,1,1,1,1.4,0.5477225575051661
DuPont_Ratio,1,1,2,2,2,2,1.6,0.5477225575051661
Net_profit_to_Gross_profit,4,3,6,5,3,3,4.2,1.3038404810405297
Equity_Ratio,5,4,3,14,8,3,6.8,4.43846820423443
Operating_cash_flow_to_sales,22,38,31,3,29,3,24.6,13.352902306240393
Net_profit_to_sale,8,5,5,4,4,4,5.2,1.6431676725154984
Debt_to_equity_ratio,6,6,4,15,7,6,7.6,4.277849927241488
Operating_profit_to_sale,7,7,7,6,5,7,6.4,0.8944271909999159
Capital,3,8,8,8,6,8,6.6,2.1908902300206643
Net_working_capital,9,9,9,10,9,9,9.2,0.4472135954999579
Stock_market_value,10,10,11,11,10,10,10.4,0.5477225575051662
Current_ratio,11,11,10,7,12,11,10.2,1.9235384061671343
Quick_Ratio,12,12,12,9,16,12,12.2,2.4899799195977463
Return_from_market,13,13,15,13,18,13,14.4,2.1908902300206643
Cost_to_sales_ratio,19,14,13,16,13,13,15.0,2.5495097567963922
Liquidity_ratios,21,16,20,19,14,14,18.0,2.9154759474226504
Profit_margin_growth_rate,20,15,14,21,31,14,20.2,6.760177512462229
Net_profit_margin,29,45,16,22,26,16,27.6,10.876580344942981
Longterm_debt_to_equity_ratio,18,17,18,17,19,17,17.8,0.8366600265340756
Fixed_asset_turnover,27,23,17,25,20,17,22.4,3.9749213828703582
Current_assets_ratio,15,18,23,18,17,18,18.2,2.949576240750525
Sale_to_current_assets,16,19,19,29,11,19,18.8,6.572670690061994
P_to_E,14,20,21,20,15,20,18.0,3.24037034920393
ROE,17,21,24,26,21,21,21.8,3.420526275297414
ROA,33,25,27,35,22,22,28.4,5.458937625582472
Gross_profit_margin,23,24,34,23,25,23,25.8,4.658325879540847
Operating_assets_Ratio,28,36,39,31,23,23,31.4,6.348228099241551
Net_return_on_working_capital,25,34,28,24,24,24,27.0,4.242640687119285
DPS,24,33,29,36,32,24,30.8,4.54972526643093
Cash_to_total_assets_ratio,37,41,25,44,38,25,37.0,7.245688373094719
Sales_growth_rate,36,26,38,41,28,26,33.8,6.496152707564685
Profit_margin_before_interest_and_taxes,42,40,26,27,39,26,34.8,7.661592523751182
Return_ratio_without_risk,39,27,32,28,37,27,32.6,5.319774431308154
Total_asset_turnover,31,29,37,34,30,29,32.2,3.271085446759225
P_to_S,30,28,30,12,27,30,25.4,7.602631123499285
Current_debt_to_total_debt_Ratio,40,30,41,33,42,30,37.2,5.357238094391549
EPS_growth,38,31,44,43,40,31,39.2,5.167204273105526
Average_payment_period,32,32,36,30,36,32,33.2,2.6832815729997477
ROI,45,35,33,42,33,33,37.6,5.5497747702046425
Cash_flow_returns_to_sales,35,37,40,39,34,34,37.0,2.5495097567963922
Operating_profit_margin,34,42,45,38,41,34,40.0,4.183300132670378
EPS,26,39,35,37,35,35,34.4,4.979959839195493
Total_income_growth,44,43,42,40,43,43,42.4,1.51657508881031
Working_capital_return,43,44,22,32,44,44,37.0,9.797958971132712
Debt_to_total_assets_ratio,41,22,43,45,45,45,39.2,9.757048734120374
