Algorithm,Number_of_Features,cross_validation_accuracy_mean,cross_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,mcc_mean,mcc_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,aupr_mean,aupr_std,best_param_fold_1,best_param_fold_2,best_param_fold_3,best_param_fold_4,best_param_fold_5
LR,1,51.01,0.96,38.78,4.53,96.27,5.74,4.5,5.98,1.52,4.05,7.71,9.89,57.91,2.94,68.37,2.61,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 0.001}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,2,53.5,1.7,42.49,6.47,93.99,4.83,12.09,4.01,10.48,8.53,20.76,6.29,62.73,2.94,73.52,2.03,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,3,54.42,0.84,43.64,5.57,93.21,4.4,14.23,3.53,11.51,8.81,24.03,5.51,63.88,3.28,74.35,2.99,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,4,54.29,0.79,43.25,5.77,93.74,5.06,13.4,2.83,11.72,9.5,22.88,4.48,64.13,3.38,74.39,2.94,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 1}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,5,54.44,0.81,44.05,5.72,93.7,4.68,14.57,3.63,12.9,9.13,24.59,5.63,64.21,3.24,74.48,2.97,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,6,54.39,1.04,43.56,5.03,93.48,4.44,13.88,3.52,11.63,7.56,23.51,5.35,64.22,3.05,74.26,3.14,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,7,54.25,1.01,43.46,5.06,93.48,4.44,13.71,3.79,11.35,7.8,23.23,5.81,64.3,3.15,74.31,3.08,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,8,54.29,1.0,43.46,5.06,93.48,4.44,13.71,3.79,11.35,7.8,23.23,5.81,64.28,3.12,74.28,3.15,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,9,54.39,1.34,43.67,5.15,93.49,4.62,14.09,3.83,11.8,8.34,23.8,5.91,64.13,2.83,74.22,3.27,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
LR,10,54.29,1.29,43.58,4.94,93.6,3.91,13.96,3.17,11.77,7.64,23.67,4.94,64.07,2.91,74.19,3.21,"{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3705673758865249), np.int64(1): np.float64(0.7871690427698574)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3815331010452963), np.int64(1): np.float64(0.7835968379446641)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.3189655172413792), np.int64(1): np.float64(0.8052631578947368)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.4253731343283582), np.int64(1): np.float64(0.7701612903225806)}, 'C': 10}","{'random_state': 7, 'class_weight': {np.int64(-1): np.float64(1.280327868852459), np.int64(1): np.float64(0.8203781512605042)}, 'C': 10}"
