Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,2,1,1,3,6,1,2.6,2.073644135332772
P_to_B,1,7,2,2,1,1,2.6,2.5099800796022267
Current_ratio,18,2,6,11,9,2,9.2,5.974947698515862
Quick_Ratio,20,3,9,13,10,3,11.0,6.2048368229954285
Operating_cash_flow_to_sales,3,29,37,35,22,3,25.2,13.718600511714014
Net_profit_to_sale,4,4,3,4,2,4,3.4,0.8944271909999159
Net_profit_to_Gross_profit,5,5,4,5,3,5,4.4,0.8944271909999159
Operating_profit_to_sale,6,6,5,7,4,6,5.6,1.140175425099138
Net_working_capital,10,9,7,6,7,7,7.8,1.6431676725154984
Capital,9,8,8,1,5,8,6.2,3.271085446759225
Stock_market_value,11,10,11,8,8,8,9.6,1.51657508881031
Longterm_debt_to_equity_ratio,8,17,18,21,16,8,16.0,4.847679857416329
Sale_to_current_assets,14,11,10,12,38,10,17.0,11.832159566199232
ROE,17,22,20,26,11,11,19.2,5.630275304103699
Equity_Ratio,12,12,14,9,14,12,12.2,2.04939015319192
Profit_margin_growth_rate,22,19,25,14,12,12,18.4,5.412947441089743
Debt_to_equity_ratio,13,13,15,10,15,13,13.2,2.04939015319192
Liquidity_ratios,21,14,13,15,17,13,16.0,3.1622776601683795
Cost_to_sales_ratio,7,16,16,16,13,16,13.6,3.9115214431215892
Fixed_asset_turnover,25,15,17,17,30,17,20.8,6.418722614352484
Gross_profit_margin,16,26,12,18,18,18,18.0,5.0990195135927845
Sales_growth_rate,42,18,22,30,24,18,27.2,9.338094023943002
Current_assets_ratio,15,20,44,19,19,19,23.4,11.674759098157015
Cash_flow_returns_to_sales,37,21,19,23,25,19,25.0,7.0710678118654755
P_to_S,19,27,29,31,28,19,26.8,4.604345773288536
Current_debt_to_total_debt_Ratio,31,37,39,42,20,20,33.8,8.700574693662482
P_to_E,35,36,38,20,41,20,34.0,8.154753215150045
Net_return_on_working_capital,26,31,23,25,21,21,25.2,3.7682887362833544
ROA,36,23,21,24,43,21,29.4,9.607288899580361
Return_from_market,23,28,28,22,23,23,24.8,2.949576240750525
Net_profit_margin,32,24,33,34,37,24,32.0,4.847679857416329
EPS,24,44,41,29,26,24,32.8,9.093954035511725
Return_ratio_without_risk,29,25,27,36,44,25,32.2,7.791020472312982
EPS_growth,39,42,26,43,40,26,38.0,6.892024376045111
Operating_profit_margin,27,43,31,28,39,27,33.6,7.05691150575094
DPS,33,45,42,27,31,27,35.6,7.602631123499285
Operating_assets_Ratio,28,39,43,33,32,28,35.0,5.958187643906492
Total_asset_turnover,30,30,32,32,29,30,30.6,1.3416407864998738
Total_income_growth,44,41,30,37,34,30,37.2,5.540758070878027
Working_capital_return,38,32,34,41,35,32,36.0,3.5355339059327378
Average_payment_period,34,33,35,39,33,33,34.8,2.4899799195977463
ROI,43,34,36,40,36,36,37.8,3.63318042491699
Profit_margin_before_interest_and_taxes,41,38,45,44,42,38,42.0,2.7386127875258306
Cash_to_total_assets_ratio,40,40,24,45,27,40,35.2,9.148770409186143
Debt_to_total_assets_ratio,45,35,40,38,45,45,40.6,4.39317652729776
