Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,3,1,1,1,1,1.4,0.8944271909999161
Capital,2,1,3,5,15,1,5.2,5.674504383644443
DuPont_Ratio,3,2,2,2,3,2,2.4,0.5477225575051661
Operating_cash_flow_to_sales,31,17,19,27,2,2,19.2,11.18928058455949
Quick_Ratio,17,11,4,3,16,3,10.2,6.534523701081816
Net_profit_to_Gross_profit,4,4,9,7,6,4,6.0,2.1213203435596424
Current_ratio,11,7,5,4,13,4,8.0,3.872983346207417
Gross_profit_margin,12,25,22,20,4,4,16.6,8.532291603080617
Operating_profit_to_sale,5,5,8,8,5,5,6.2,1.6431676725154984
Net_profit_to_sale,6,6,10,6,9,6,7.4,1.9493588689617927
Net_working_capital,7,8,20,11,14,7,12.0,5.244044240850758
Operating_profit_margin,19,39,29,35,7,7,25.8,12.93058390019569
Profit_margin_growth_rate,23,15,33,19,8,8,19.6,9.316651759081694
Equity_Ratio,8,9,6,9,11,9,8.6,1.816590212458495
Debt_to_equity_ratio,9,10,7,10,10,10,9.2,1.3038404810405297
Liquidity_ratios,16,23,11,15,12,11,15.4,4.722287581247038
Return_from_market,14,20,12,13,25,12,16.8,5.540758070878027
Longterm_debt_to_equity_ratio,20,12,21,16,22,12,18.2,4.147288270665544
Stock_market_value,13,13,16,12,24,13,15.6,4.9295030175464944
DPS,36,29,13,42,32,13,30.4,10.876580344942981
Net_profit_margin,44,18,24,14,38,14,27.6,12.915107432770352
EPS,35,37,14,45,30,14,32.2,11.519548602267365
Current_assets_ratio,22,16,18,21,20,16,19.4,2.4083189157584592
Cost_to_sales_ratio,10,14,17,17,17,17,15.0,3.082207001484488
ROE,18,26,15,18,23,18,20.0,4.415880433163924
P_to_E,26,38,39,34,19,19,31.2,8.526429498916881
ROA,43,19,42,22,34,19,32.0,11.113055385446435
Net_return_on_working_capital,25,22,32,23,21,21,24.6,4.39317652729776
Sales_growth_rate,34,21,36,32,39,21,32.4,6.877499545619759
Cash_flow_returns_to_sales,24,36,23,41,26,23,30.0,8.031189202104505
Operating_assets_Ratio,30,33,26,24,42,24,31.0,7.0710678118654755
Cash_to_total_assets_ratio,38,44,25,31,33,25,34.2,7.19027120489902
Fixed_asset_turnover,15,24,27,28,27,27,24.2,5.357238094391549
Total_income_growth,40,27,41,38,31,27,35.4,6.107372593840988
P_to_S,28,28,30,26,18,28,26.0,4.69041575982343
ROI,42,40,28,39,43,28,38.4,6.024948132556827
Total_asset_turnover,27,30,34,29,29,29,29.8,2.588435821108957
EPS_growth,39,35,31,44,41,31,38.0,5.0990195135927845
Profit_margin_before_interest_and_taxes,32,32,37,25,44,32,34.0,7.035623639735144
Return_ratio_without_risk,33,42,45,43,36,33,39.8,5.06951674225463
Average_payment_period,37,34,35,30,35,35,34.2,2.588435821108957
Debt_to_total_assets_ratio,41,45,44,36,37,36,40.6,4.03732584763727
Sale_to_current_assets,21,31,40,40,28,40,32.0,8.154753215150045
Working_capital_return,29,43,43,37,40,43,38.4,5.813776741499454
Current_debt_to_total_debt_Ratio,45,41,38,33,45,45,40.4,5.079370039680118
