Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,3,1,1,5,2,1,2.4,1.6733200530681511
Current_ratio,17,20,28,1,27,1,18.6,10.876580344942981
DuPont_Ratio,2,2,2,2,6,2,2.8,1.7888543819998317
Cost_to_sales_ratio,5,12,8,3,18,3,9.2,5.974947698515862
Cash_flow_returns_to_sales,33,22,16,34,3,3,21.6,12.856904759700136
Capital,4,7,3,4,7,4,5.0,1.8708286933869707
Operating_cash_flow_to_sales,1,4,4,11,12,4,6.4,4.8270073544588685
Operating_profit_margin,39,28,17,30,4,4,23.6,13.464768843169942
Net_profit_to_Gross_profit,8,5,5,7,10,5,7.0,2.1213203435596424
Liquidity_ratios,14,10,21,13,5,5,12.6,5.856620185738529
Net_profit_to_sale,6,3,6,6,16,6,7.4,4.979959839195493
Operating_profit_to_sale,7,6,7,8,11,7,7.8,1.9235384061671346
Sale_to_current_assets,35,36,14,19,8,8,22.4,12.581732790041283
Net_working_capital,9,8,9,10,9,9,9.0,0.7071067811865476
Stock_market_value,10,9,11,9,32,9,14.2,9.984988733093292
Longterm_debt_to_equity_ratio,22,11,19,18,25,11,19.0,5.244044240850758
Current_assets_ratio,11,14,15,32,44,11,23.2,14.237275020171522
Equity_Ratio,12,17,12,14,20,12,15.0,3.4641016151377544
Quick_Ratio,16,21,35,12,29,12,22.6,9.396807968666806
Debt_to_equity_ratio,13,18,13,15,21,13,16.0,3.4641016151377544
ROE,21,24,18,20,13,13,19.2,4.08656334834051
Fixed_asset_turnover,28,32,26,17,14,14,23.4,7.602631123499285
Profit_margin_growth_rate,36,15,24,27,22,15,24.8,7.661592523751183
Net_profit_margin,15,26,39,22,45,15,29.4,12.340988615179905
Gross_profit_margin,18,16,10,16,1,16,12.2,6.942621983083913
EPS,19,19,22,25,24,19,21.8,2.7748873851023212
P_to_S,37,30,20,29,19,19,27.0,7.516648189186454
DPS,20,13,23,21,23,23,20.0,4.123105625617661
Net_return_on_working_capital,27,29,25,23,34,23,27.6,4.219004621945797
P_to_E,41,23,37,35,30,23,33.2,6.942621983083912
Return_from_market,24,35,29,45,26,24,31.8,8.46758525200662
Debt_to_total_assets_ratio,31,39,34,24,40,24,33.6,6.5038450166036395
Current_debt_to_total_debt_Ratio,25,25,32,43,17,25,28.4,9.73652915571047
Total_asset_turnover,32,33,27,26,43,26,32.2,6.760177512462229
Cash_to_total_assets_ratio,26,42,38,37,41,26,36.8,6.379655163094632
Average_payment_period,29,27,33,28,28,28,29.0,2.345207879911715
Sales_growth_rate,40,44,30,36,38,30,37.6,5.176871642217914
ROA,30,40,43,33,42,30,37.6,5.770615218501403
Return_ratio_without_risk,23,31,40,31,15,31,28.0,9.433981132056603
Working_capital_return,42,38,31,40,31,31,36.4,5.128352561983234
ROI,43,45,42,41,33,33,40.8,4.604345773288536
Profit_margin_before_interest_and_taxes,34,41,36,38,35,34,36.8,2.7748873851023217
Total_income_growth,44,34,45,39,36,34,39.6,4.8270073544588685
EPS_growth,38,37,44,44,37,37,40.0,3.6742346141747673
Operating_assets_Ratio,45,43,41,42,39,39,42.0,2.23606797749979
