Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,4,4,3,3,3,3.4,0.5477225575051661
Sales_growth_rate,4,5,3,4,4,4,4.0,0.7071067811865476
Operating_assets_Ratio,6,7,5,5,6,5,5.8,0.8366600265340756
P_to_B,5,6,6,6,5,6,5.6,0.5477225575051661
ROE,7,3,7,7,7,7,6.2,1.7888543819998322
Net_profit_margin,8,8,10,9,12,8,9.4,1.6733200530681511
EPS,11,9,13,10,8,8,10.2,1.9235384061671346
DPS,18,16,24,17,9,9,16.8,5.357238094391549
Fixed_asset_turnover,10,13,19,12,10,10,12.8,3.7013511046643495
Cash_to_total_assets_ratio,9,10,11,8,11,11,9.8,1.3038404810405297
Profit_margin_before_interest_and_taxes,12,12,18,13,17,12,14.4,2.8809720581775866
Liquidity_ratios,15,17,20,16,14,14,16.4,2.3021728866442674
Sale_to_current_assets,16,15,21,14,15,15,16.2,2.7748873851023212
Average_payment_period,23,19,15,31,24,15,22.4,5.9833101206606365
Operating_profit_margin,14,11,16,15,16,16,14.4,2.073644135332772
Return_ratio_without_risk,17,14,17,20,13,17,16.2,2.7748873851023217
DuPont_Ratio,13,18,12,11,18,18,14.4,3.361547262794322
Debt_to_equity_ratio,20,27,22,18,28,18,23.0,4.358898943540674
Equity_Ratio,21,28,23,19,29,19,24.0,4.358898943540674
Stock_market_value,25,26,30,23,19,19,24.6,4.03732584763727
Net_working_capital,31,29,35,28,20,20,28.6,5.504543577809153
Total_income_growth,29,20,34,30,31,20,28.8,5.263078946776307
Net_profit_to_sale,24,23,28,21,21,21,23.4,2.8809720581775866
Net_profit_to_Gross_profit,26,24,31,22,22,22,25.0,3.7416573867739413
Current_assets_ratio,22,32,29,27,26,22,27.2,3.7013511046643495
Operating_profit_to_sale,27,25,32,24,23,23,26.2,3.5637059362410923
Gross_profit_margin,19,21,25,25,25,25,23.0,2.8284271247461903
Profit_margin_growth_rate,30,31,33,26,27,26,29.4,2.8809720581775866
Quick_Ratio,40,44,26,39,41,26,38.0,6.96419413859206
Cost_to_sales_ratio,34,35,27,38,32,27,33.2,4.08656334834051
Debt_to_total_assets_ratio,35,38,40,29,33,29,35.0,4.301162633521313
Operating_cash_flow_to_sales,28,30,9,33,30,30,26.0,9.669539802906858
P_to_S,32,34,8,32,35,32,28.2,11.366617790706258
Capital,38,33,39,34,37,33,36.2,2.588435821108957
P_to_E,39,45,36,41,34,34,39.0,4.301162633521313
EPS_growth,33,22,37,36,36,36,32.8,6.220932405998316
Working_capital_return,36,36,38,35,39,36,36.8,1.6431676725154984
Current_ratio,37,40,14,37,38,37,33.2,10.80277742064512
Total_asset_turnover,41,39,41,40,40,40,40.2,0.8366600265340756
Net_return_on_working_capital,43,42,42,42,42,42,42.2,0.4472135954999579
Longterm_debt_to_equity_ratio,45,37,43,43,44,43,42.4,3.1304951684997055
Cash_flow_returns_to_sales,44,41,44,45,43,44,43.4,1.5165750888103102
Current_debt_to_total_debt_Ratio,42,43,45,44,45,45,43.8,1.3038404810405297
