Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
P_to_B,2,2,2,2,2,2,2.0,0.0
Sales_growth_rate,3,4,3,3,3,3,3.2,0.44721359549995787
ROI,4,5,4,4,4,4,4.2,0.44721359549995787
ROA,5,6,5,5,5,5,5.2,0.44721359549995787
ROE,6,3,6,6,6,6,5.4,1.3416407864998738
EPS,7,7,7,7,7,7,7.0,0.0
DPS,8,8,8,8,9,8,8.2,0.4472135954999579
Return_ratio_without_risk,14,15,10,13,8,8,12.0,2.9154759474226504
P_to_S,9,10,11,9,11,9,10.0,1.0
Cash_to_total_assets_ratio,13,12,9,10,14,9,11.6,2.073644135332772
Net_profit_margin,15,11,16,11,12,11,13.0,2.345207879911715
Operating_profit_margin,12,9,14,12,19,12,13.2,3.7013511046643495
Operating_cash_flow_to_sales,10,17,13,25,13,13,15.6,5.813776741499453
Profit_margin_before_interest_and_taxes,17,13,22,14,20,13,17.2,3.8340579025361627
Gross_profit_margin,16,14,25,20,28,14,20.6,5.89915248150105
Stock_market_value,23,19,18,15,16,15,18.2,3.1144823004794873
Cost_to_sales_ratio,19,18,15,24,23,15,19.8,3.7013511046643495
Total_asset_turnover,11,16,12,16,10,16,13.0,2.8284271247461903
Net_profit_to_sale,20,20,17,17,15,17,17.8,2.16794833886788
Operating_profit_to_sale,22,21,19,18,17,17,19.4,2.073644135332772
Net_profit_to_Gross_profit,25,22,20,19,18,18,20.8,2.7748873851023212
Working_capital_return,18,31,32,35,34,18,30.0,6.892024376045111
Net_working_capital,27,25,23,22,21,21,23.6,2.4083189157584592
Sale_to_current_assets,24,23,21,28,24,24,24.0,2.5495097567963922
Profit_margin_growth_rate,26,24,24,26,22,24,24.4,1.6733200530681511
DuPont_Ratio,31,26,26,23,27,26,26.6,2.8809720581775866
Fixed_asset_turnover,21,27,27,30,25,27,26.0,3.3166247903554
Total_income_growth,28,32,28,21,26,28,27.0,4.0
Cash_flow_returns_to_sales,29,30,36,29,44,29,33.6,6.5038450166036395
EPS_growth,30,34,31,27,30,30,30.4,2.5099800796022267
Debt_to_equity_ratio,36,28,29,31,31,31,31.0,3.082207001484488
Equity_Ratio,37,29,30,32,32,32,32.0,3.082207001484488
Debt_to_total_assets_ratio,45,33,34,39,33,33,36.8,5.21536192416212
Current_ratio,41,42,44,33,43,33,40.6,4.393176527297759
P_to_E,43,44,33,45,42,33,41.4,4.827007354458868
Average_payment_period,34,36,35,34,38,34,35.4,1.6733200530681511
Current_assets_ratio,33,35,40,44,35,35,37.4,4.505552130427524
Capital,42,37,37,36,36,36,37.6,2.509980079602227
Current_debt_to_total_debt_Ratio,38,45,39,40,37,37,39.8,3.1144823004794877
Net_return_on_working_capital,35,38,42,38,39,38,38.4,2.5099800796022267
Operating_assets_Ratio,39,39,38,43,29,39,37.6,5.176871642217914
Liquidity_ratios,40,40,43,41,40,40,40.8,1.3038404810405297
Longterm_debt_to_equity_ratio,32,41,41,42,41,41,39.4,4.159326868617084
Quick_Ratio,44,43,45,37,45,45,42.8,3.3466401061363023
