Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,3,2,2.4,0.5477225575051661
Operating_assets_Ratio,5,2,7,6,2,2,4.4,2.3021728866442674
ROE,3,6,4,3,5,3,4.2,1.3038404810405297
ROA,4,5,3,4,4,4,4.0,0.7071067811865476
Sales_growth_rate,6,7,5,5,7,5,6.0,1.0
P_to_B,7,4,6,7,6,6,6.0,1.224744871391589
P_to_S,8,8,8,8,8,8,8.0,0.0
Cash_to_total_assets_ratio,10,9,9,10,11,9,9.8,0.8366600265340756
Operating_profit_margin,9,13,11,9,12,9,10.8,1.7888543819998317
Net_profit_margin,11,10,10,11,13,10,11.0,1.224744871391589
EPS,15,11,12,12,9,12,11.8,2.16794833886788
Profit_margin_before_interest_and_taxes,13,14,13,13,17,13,14.0,1.7320508075688772
Gross_profit_margin,14,16,14,15,16,14,15.0,1.0
Operating_cash_flow_to_sales,12,15,15,17,14,15,14.6,1.816590212458495
DPS,17,19,16,16,10,16,15.6,3.361547262794322
Total_income_growth,16,22,21,34,20,16,22.6,6.767569726275452
DuPont_Ratio,18,18,17,14,15,18,16.4,1.8165902124584952
Fixed_asset_turnover,27,17,18,20,18,18,20.0,4.06201920231798
Debt_to_equity_ratio,21,33,23,18,31,18,25.2,6.496152707564686
EPS_growth,19,23,19,33,21,19,23.0,5.830951894845301
Equity_Ratio,20,34,24,19,32,19,25.8,6.870225614927067
Sale_to_current_assets,23,32,34,35,19,19,28.6,7.162401831787993
Net_profit_to_sale,28,21,20,22,23,20,22.8,3.1144823004794873
Stock_market_value,26,12,22,23,22,22,21.0,5.291502622129181
Net_profit_to_Gross_profit,29,25,25,24,24,24,25.4,2.073644135332772
Cost_to_sales_ratio,24,40,32,28,27,24,30.2,6.180614856144977
Operating_profit_to_sale,30,24,26,25,25,25,26.0,2.345207879911715
Current_ratio,41,29,33,32,26,26,32.2,5.630275304103699
P_to_E,38,27,37,42,29,27,34.6,6.348228099241551
Working_capital_return,34,35,29,39,38,29,35.0,3.9370039370059056
Liquidity_ratios,42,41,35,29,34,29,36.2,5.357238094391549
Net_working_capital,32,26,30,27,30,30,29.0,2.449489742783178
Return_ratio_without_risk,22,30,28,30,37,30,29.4,5.366563145999495
Profit_margin_growth_rate,31,28,31,31,28,31,29.8,1.6431676725154984
Quick_Ratio,43,31,39,36,35,31,36.8,4.494441010848846
Current_assets_ratio,33,20,27,26,33,33,27.8,5.449770637375485
Total_asset_turnover,36,36,40,40,39,36,38.2,2.04939015319192
Average_payment_period,37,37,41,21,40,37,35.2,8.136338242723197
Debt_to_total_assets_ratio,25,38,38,41,36,38,35.6,6.18869937870632
Capital,39,39,36,38,41,39,38.6,1.8165902124584952
Net_return_on_working_capital,35,42,43,44,42,42,41.2,3.563705936241092
Longterm_debt_to_equity_ratio,44,43,44,37,43,43,42.2,2.949576240750525
Cash_flow_returns_to_sales,40,44,45,45,44,44,43.6,2.073644135332772
Current_debt_to_total_debt_Ratio,45,45,42,43,45,45,44.0,1.4142135623730951
