Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,2,2,2.2,0.44721359549995787
ROA,3,4,4,5,3,3,3.8,0.8366600265340756
Sales_growth_rate,4,5,3,3,5,3,4.0,1.0
P_to_B,5,6,5,4,4,4,4.8,0.8366600265340756
Operating_assets_Ratio,6,7,7,6,6,6,6.4,0.5477225575051662
ROE,7,2,6,7,7,7,5.8,2.16794833886788
Net_profit_margin,9,11,8,8,9,8,9.0,1.224744871391589
P_to_S,8,29,32,28,30,8,25.4,9.838699100999074
Cash_to_total_assets_ratio,11,10,9,9,8,9,9.4,1.1401754250991378
Profit_margin_before_interest_and_taxes,12,14,10,11,10,10,11.4,1.6733200530681511
Operating_profit_margin,10,15,16,12,11,10,12.8,2.588435821108957
DuPont_Ratio,17,12,11,13,12,12,13.0,2.345207879911715
Debt_to_equity_ratio,20,26,12,14,15,12,17.4,5.639148871948674
EPS,13,8,14,10,13,13,11.6,2.5099800796022267
Equity_Ratio,21,27,13,15,16,13,18.4,5.639148871948674
Gross_profit_margin,14,24,22,19,14,14,18.6,4.560701700396552
Operating_cash_flow_to_sales,15,37,38,45,41,15,35.2,11.713240371477058
DPS,16,9,17,17,17,17,15.2,3.492849839314596
Fixed_asset_turnover,18,17,18,18,19,18,18.0,0.7071067811865476
Profit_margin_growth_rate,28,25,19,22,18,18,22.4,4.159326868617084
Operating_profit_to_sale,31,20,26,24,25,20,25.2,3.96232255123179
Total_income_growth,23,32,20,36,28,20,27.8,6.496152707564685
Net_profit_to_sale,25,18,21,20,21,21,21.0,2.5495097567963922
Sale_to_current_assets,22,19,15,16,22,22,18.8,3.271085446759225
Stock_market_value,26,13,23,21,23,23,21.2,4.919349550499538
Net_profit_to_Gross_profit,30,21,24,23,24,24,24.4,3.361547262794322
Current_assets_ratio,19,16,25,25,20,25,21.0,3.9370039370059056
Return_ratio_without_risk,37,22,33,26,26,26,28.8,6.058052492344384
Net_working_capital,32,23,27,27,27,27,27.2,3.1937438845342623
Liquidity_ratios,35,31,29,30,29,29,30.8,2.4899799195977463
Cost_to_sales_ratio,29,38,30,29,38,29,32.8,4.764451699828638
Working_capital_return,34,35,31,33,31,31,32.8,1.7888543819998317
Capital,36,34,34,32,32,32,33.6,1.6733200530681511
P_to_E,33,33,37,31,33,33,33.4,2.1908902300206647
Current_debt_to_total_debt_Ratio,38,42,36,34,44,34,38.8,4.147288270665545
Average_payment_period,27,36,35,35,37,35,34.0,4.0
EPS_growth,24,39,28,39,34,39,32.8,6.685805860178712
Debt_to_total_assets_ratio,39,45,39,41,36,39,40.0,3.3166247903554
Total_asset_turnover,40,40,41,37,40,40,39.6,1.51657508881031
Net_return_on_working_capital,43,41,40,42,42,42,41.6,1.140175425099138
Quick_Ratio,41,30,43,43,35,43,38.4,5.727128425310541
Cash_flow_returns_to_sales,44,43,45,40,43,43,43.0,1.8708286933869707
Current_ratio,42,28,44,44,39,44,39.4,6.693280212272605
Longterm_debt_to_equity_ratio,45,44,42,38,45,45,42.8,2.949576240750525
