Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,2,2,1,1,1.4,0.5477225575051661
Operating_cash_flow_to_sales,17,22,18,1,25,1,16.6,9.289779329994873
P_to_B,2,2,1,3,2,2,2.0,0.7071067811865476
Net_profit_to_Gross_profit,4,6,10,5,3,3,5.6,2.701851217221259
Net_profit_to_sale,3,4,12,4,4,4,5.4,3.714835124201342
Operating_profit_to_sale,5,5,11,6,5,5,6.4,2.6076809620810595
Capital,6,3,4,8,6,6,5.4,1.9493588689617927
Current_ratio,8,13,6,14,7,6,9.6,3.6469165057620936
Longterm_debt_to_equity_ratio,7,12,9,7,12,7,9.4,2.5099800796022267
Net_working_capital,11,7,5,9,9,9,8.2,2.2803508501982757
Quick_Ratio,9,9,3,15,8,9,8.8,4.266145801540309
Stock_market_value,10,8,19,10,10,10,11.4,4.335896677735761
Cost_to_sales_ratio,19,14,42,24,11,11,22.0,12.227019260637483
Equity_Ratio,13,10,7,12,13,13,11.0,2.5495097567963922
Liquidity_ratios,21,24,13,18,23,13,19.8,4.43846820423443
Debt_to_equity_ratio,14,11,8,13,14,14,12.0,2.5495097567963922
Profit_margin_growth_rate,20,15,14,23,22,14,18.8,4.08656334834051
Return_from_market,23,26,15,21,16,15,20.2,4.658325879540847
Net_profit_margin,15,16,17,19,37,15,20.8,9.17605579756357
Gross_profit_margin,44,37,22,30,15,15,29.6,11.545561917897285
ROE,16,31,16,17,18,16,19.6,6.4265076052238514
Current_debt_to_total_debt_Ratio,43,28,34,16,30,16,30.2,9.808159868191384
Fixed_asset_turnover,18,25,20,41,17,17,24.2,9.884331034521253
Sales_growth_rate,28,17,45,32,29,17,30.2,10.03493896344168
Profit_margin_before_interest_and_taxes,22,19,23,25,42,19,26.2,9.093954035511725
Sale_to_current_assets,33,27,36,35,19,19,30.0,7.0710678118654755
DPS,34,20,25,40,27,20,29.2,7.854934754662192
Debt_to_total_assets_ratio,42,23,44,20,41,20,34.0,11.510864433221338
Current_assets_ratio,12,18,21,11,21,21,16.6,4.8270073544588685
ROA,25,21,41,31,44,21,32.4,9.939818911831342
P_to_E,30,33,26,37,24,24,30.0,5.244044240850758
Cash_to_total_assets_ratio,24,44,40,39,32,24,35.8,7.886697661252141
Total_asset_turnover,31,30,35,26,26,26,29.6,3.7815340802378072
Return_ratio_without_risk,27,40,27,34,33,27,32.2,5.449770637375485
P_to_S,32,35,28,28,28,28,30.2,3.1937438845342623
Working_capital_return,29,34,30,33,39,29,33.0,3.9370039370059056
EPS,37,29,29,45,34,29,34.8,6.648308055437865
Operating_profit_margin,39,42,31,43,31,31,37.2,5.848076606885378
Average_payment_period,35,36,32,22,35,35,32.0,5.787918451395113
Net_return_on_working_capital,36,32,38,36,36,36,35.6,2.1908902300206647
ROI,45,39,37,42,40,37,40.6,3.049590136395381
Cash_flow_returns_to_sales,26,38,24,38,20,38,29.2,8.318653737234168
Operating_assets_Ratio,40,41,43,44,38,38,41.2,2.3874672772626644
EPS_growth,38,43,39,29,43,43,38.4,5.727128425310542
Total_income_growth,41,45,33,27,45,45,38.2,7.9498427657407165
