Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,6,1,7,5,2,1,4.2,2.588435821108957
P_to_B,4,7,9,1,1,1,4.4,3.5777087639996634
Net_profit_to_Gross_profit,1,2,2,2,7,2,2.8,2.3874672772626644
Operating_profit_to_sale,3,3,4,3,4,3,3.4,0.5477225575051661
Operating_cash_flow_to_sales,9,6,8,18,3,3,8.8,5.630275304103699
Net_profit_to_sale,2,4,1,4,6,4,3.4,1.9493588689617927
Capital,5,5,5,6,5,5,5.2,0.4472135954999579
Fixed_asset_turnover,13,17,15,7,29,7,16.2,8.07465169527454
Stock_market_value,8,8,6,12,12,8,9.2,2.6832815729997477
Sale_to_current_assets,30,21,19,8,40,8,23.6,12.054044964243332
Net_working_capital,7,9,3,9,13,9,8.2,3.63318042491699
Debt_to_equity_ratio,12,11,10,15,9,9,11.4,2.3021728866442674
Cost_to_sales_ratio,10,12,14,10,10,10,11.2,1.7888543819998317
Equity_Ratio,11,10,11,14,8,11,10.8,2.16794833886788
Longterm_debt_to_equity_ratio,16,15,21,20,11,11,16.6,4.03732584763727
Gross_profit_margin,24,37,34,11,41,11,29.4,12.054044964243332
Liquidity_ratios,20,13,12,19,15,12,15.8,3.5637059362410923
Current_ratio,15,14,17,13,24,13,16.6,4.393176527297759
Profit_margin_growth_rate,14,16,18,31,22,14,20.2,6.723094525588644
Current_assets_ratio,35,19,30,40,14,14,27.6,10.876580344942981
Net_return_on_working_capital,21,24,27,26,16,16,22.8,4.43846820423443
Quick_Ratio,17,22,29,16,31,16,23.0,6.819090848492928
ROA,19,18,16,42,30,16,25.0,10.954451150103322
Cash_flow_returns_to_sales,29,32,38,17,37,17,30.6,8.44393273303382
P_to_S,18,30,36,21,18,18,24.6,8.049844718999243
EPS,42,38,45,36,19,19,36.0,10.124228365658293
Working_capital_return,33,20,28,24,21,20,25.2,5.357238094391549
ROI,25,29,20,45,38,20,31.4,10.064790112068906
Return_ratio_without_risk,22,40,13,22,28,22,25.0,9.9498743710662
Total_income_growth,39,45,22,33,44,22,36.6,9.44986772394196
Net_profit_margin,27,23,25,35,23,23,26.6,4.979959839195493
ROE,23,28,40,23,26,23,28.0,7.035623639735144
Debt_to_total_assets_ratio,28,34,23,44,45,23,34.8,9.67987603226405
EPS_growth,34,42,24,30,43,24,34.6,8.049844718999244
Total_asset_turnover,37,25,31,28,27,25,29.6,4.6690470119715
Operating_profit_margin,43,41,44,25,36,25,37.8,7.791020472312981
Cash_to_total_assets_ratio,32,35,33,29,42,29,34.2,4.868264577855234
P_to_E,26,27,32,32,25,32,28.4,3.361547262794322
Current_debt_to_total_debt_Ratio,45,44,42,43,32,32,41.2,5.263078946776307
Profit_margin_before_interest_and_taxes,36,33,37,27,33,33,33.2,3.8987177379235853
Average_payment_period,38,26,35,37,35,35,34.2,4.764451699828639
Sales_growth_rate,44,31,26,39,39,39,35.8,7.19027120489902
Operating_assets_Ratio,40,39,39,41,34,39,38.6,2.701851217221259
DPS,41,36,41,38,20,41,35.2,8.757853618324527
Return_from_market,31,43,43,34,17,43,33.6,10.714476188783099
