Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,3,2,2,2,2.4,0.5477225575051661
Sales_growth_rate,6,2,5,4,3,2,4.0,1.5811388300841898
ROA,4,4,4,3,7,4,4.4,1.51657508881031
ROE,3,5,2,5,4,5,3.8,1.3038404810405297
Operating_assets_Ratio,5,7,6,6,6,6,6.0,0.7071067811865476
P_to_B,7,6,7,7,5,7,6.4,0.8944271909999159
Cash_to_total_assets_ratio,8,11,8,8,10,8,9.0,1.4142135623730951
P_to_S,26,8,29,27,30,8,24.0,9.082951062292475
Net_profit_margin,9,12,9,9,8,9,9.4,1.51657508881031
EPS,10,9,11,11,9,9,10.0,1.0
Operating_profit_margin,12,14,13,10,11,10,12.0,1.5811388300841898
DuPont_Ratio,14,15,10,12,13,10,12.8,1.9235384061671346
Stock_market_value,11,26,23,21,24,11,21.0,5.873670062235365
Profit_margin_before_interest_and_taxes,13,16,12,13,12,12,13.2,1.6431676725154982
DPS,18,10,16,14,14,14,14.4,2.9664793948382653
Debt_to_equity_ratio,22,20,14,15,21,14,18.4,3.6469165057620936
Equity_Ratio,23,19,15,16,22,15,19.0,3.5355339059327378
Fixed_asset_turnover,24,22,17,18,16,16,19.4,3.4351128074635335
Net_profit_to_sale,17,28,24,22,26,17,23.4,4.219004621945797
EPS_growth,33,36,34,38,17,17,31.6,8.384509526501834
Gross_profit_margin,19,18,18,17,15,18,17.4,1.51657508881031
Total_income_growth,27,24,30,31,18,18,26.0,5.244044240850758
Sale_to_current_assets,28,23,21,19,19,19,22.0,3.7416573867739413
Current_assets_ratio,15,21,20,30,20,20,21.2,5.449770637375485
Liquidity_ratios,30,27,33,23,31,23,28.8,3.8987177379235853
P_to_E,41,37,31,24,34,24,33.4,6.4265076052238514
Profit_margin_growth_rate,25,25,22,20,23,25,23.0,2.1213203435596424
Net_profit_to_Gross_profit,21,29,25,25,27,25,25.4,2.966479394838265
Operating_profit_to_sale,20,30,26,26,28,26,26.0,3.7416573867739413
Net_working_capital,16,35,28,29,29,29,27.4,6.9498201415576215
Capital,29,39,37,33,35,29,34.6,3.8470768123342687
Quick_Ratio,31,31,27,35,32,31,31.2,2.8635642126552705
Current_ratio,32,32,19,39,33,32,31.0,7.314369419163897
Return_ratio_without_risk,36,33,32,41,38,32,36.0,3.6742346141747673
Debt_to_total_assets_ratio,43,41,42,34,44,34,40.8,3.96232255123179
Working_capital_return,35,38,35,32,25,35,33.0,4.949747468305833
Average_payment_period,37,17,39,36,37,37,33.2,9.121403400793104
Operating_cash_flow_to_sales,40,13,43,44,40,40,36.0,12.98075498574717
Total_asset_turnover,39,40,38,40,36,40,38.6,1.6733200530681511
Cost_to_sales_ratio,42,34,41,28,41,41,37.2,6.058052492344383
Net_return_on_working_capital,38,42,40,42,39,42,40.2,1.7888543819998317
Current_debt_to_total_debt_Ratio,34,43,44,43,45,43,41.8,4.43846820423443
Longterm_debt_to_equity_ratio,44,44,36,45,42,44,42.2,3.63318042491699
Cash_flow_returns_to_sales,45,45,45,37,43,45,43.0,3.4641016151377544
