Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,3,4,4,2,2,2,3.0,1.0
ROI,2,3,2,3,3,3,2.6,0.5477225575051661
ROA,4,5,3,4,4,4,4.0,0.7071067811865476
P_to_B,5,7,5,6,5,5,5.6,0.8944271909999159
Operating_assets_Ratio,6,6,8,5,6,6,6.2,1.0954451150103321
ROE,7,2,6,7,7,7,5.8,2.16794833886788
P_to_S,8,10,7,8,8,8,8.2,1.0954451150103324
Cash_to_total_assets_ratio,9,8,10,9,12,9,9.6,1.51657508881031
Net_profit_margin,10,12,9,10,9,9,10.0,1.224744871391589
EPS,13,9,14,17,10,9,12.6,3.209361307176242
Operating_profit_margin,11,13,12,11,11,11,11.6,0.8944271909999159
Profit_margin_before_interest_and_taxes,12,15,11,12,13,12,12.6,1.51657508881031
DuPont_Ratio,14,14,13,13,14,14,13.6,0.5477225575051662
Debt_to_equity_ratio,24,20,22,15,27,15,21.6,4.505552130427524
Stock_market_value,15,26,27,24,23,15,23.0,4.743416490252569
Gross_profit_margin,16,16,16,14,15,16,15.4,0.8944271909999159
Equity_Ratio,25,19,23,16,28,16,22.2,4.764451699828638
Operating_cash_flow_to_sales,17,17,15,28,16,17,18.6,5.319774431308154
EPS_growth,26,22,17,19,20,17,20.8,3.420526275297414
Sale_to_current_assets,22,18,21,23,19,18,20.6,2.0736441353327724
Total_income_growth,27,25,18,18,21,18,21.8,4.08656334834051
Fixed_asset_turnover,31,24,29,36,18,18,27.6,6.877499545619759
DPS,18,11,20,20,17,20,17.2,3.7013511046643495
Net_profit_to_Gross_profit,20,28,30,26,24,20,25.6,3.847076812334269
Average_payment_period,32,21,34,25,38,21,30.0,6.892024376045111
Net_profit_to_sale,19,27,28,22,22,22,23.6,3.7815340802378077
Operating_profit_to_sale,23,29,31,27,26,23,27.2,3.03315017762062
Cost_to_sales_ratio,35,23,26,42,34,23,32.0,7.582875444051551
Profit_margin_growth_rate,28,32,25,29,25,25,27.8,2.949576240750525
Liquidity_ratios,29,30,24,35,29,29,29.4,3.9115214431215892
Net_working_capital,21,31,33,30,30,30,29.0,4.636809247747852
Quick_Ratio,33,34,32,31,31,31,32.2,1.3038404810405297
Current_ratio,36,35,19,32,32,32,30.8,6.833739825307955
Capital,34,37,38,34,35,34,35.6,1.816590212458495
Return_ratio_without_risk,30,33,36,21,36,36,31.2,6.220932405998316
Working_capital_return,37,36,35,33,37,37,35.6,1.6733200530681511
Current_assets_ratio,39,38,39,38,33,38,37.4,2.5099800796022267
Debt_to_total_assets_ratio,38,40,42,39,41,38,40.0,1.5811388300841898
Total_asset_turnover,42,41,41,40,39,41,40.6,1.1401754250991378
Cash_flow_returns_to_sales,41,42,37,41,42,41,40.6,2.073644135332772
Net_return_on_working_capital,44,43,43,43,40,43,42.6,1.51657508881031
P_to_E,40,44,44,37,45,44,42.0,3.391164991562634
Longterm_debt_to_equity_ratio,43,39,45,44,44,44,43.0,2.345207879911715
Current_debt_to_total_debt_Ratio,45,45,40,45,43,45,43.6,2.1908902300206647
