Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,3,2,2,2,2.2,0.4472135954999579
ROA,3,3,4,4,3,3,3.4,0.5477225575051661
Sales_growth_rate,4,4,2,7,5,4,4.4,1.816590212458495
P_to_B,5,5,6,5,6,5,5.4,0.5477225575051661
Operating_assets_Ratio,6,6,5,6,4,6,5.4,0.8944271909999159
ROE,7,7,7,3,7,7,6.2,1.7888543819998317
EPS,8,8,9,8,8,8,8.2,0.4472135954999579
Cash_to_total_assets_ratio,9,9,10,9,10,9,9.4,0.5477225575051661
Net_profit_margin,10,10,13,11,11,10,11.0,1.224744871391589
DPS,11,11,11,10,9,11,10.4,0.8944271909999159
Operating_profit_margin,12,12,12,15,12,12,12.6,1.3416407864998738
Profit_margin_before_interest_and_taxes,13,14,16,14,13,13,14.0,1.224744871391589
DuPont_Ratio,14,13,14,22,15,14,15.6,3.646916505762094
Debt_to_equity_ratio,15,15,18,26,16,15,18.0,4.636809247747852
Equity_Ratio,16,16,19,25,17,16,18.6,3.7815340802378072
Gross_profit_margin,17,17,15,23,14,17,17.2,3.492849839314596
Profit_margin_growth_rate,18,19,28,17,22,17,20.8,4.43846820423443
Operating_cash_flow_to_sales,40,36,17,33,39,17,33.0,9.354143466934854
Current_assets_ratio,26,18,20,13,18,18,19.0,4.69041575982343
Stock_market_value,20,20,22,12,20,20,18.8,3.8987177379235853
Operating_profit_to_sale,22,23,29,20,25,20,23.8,3.420526275297414
Net_profit_to_Gross_profit,21,22,27,21,24,21,23.0,2.5495097567963922
Debt_to_total_assets_ratio,24,40,36,28,21,21,29.8,8.012490249604053
Net_profit_to_sale,19,21,23,18,23,23,20.8,2.280350850198276
EPS_growth,31,29,26,24,34,24,28.8,3.96232255123179
Average_payment_period,38,39,24,36,37,24,34.8,6.1400325732035
Total_income_growth,28,25,25,19,30,25,25.4,4.159326868617084
Net_working_capital,27,27,33,16,29,27,26.4,6.308724118235002
Fixed_asset_turnover,23,30,30,27,27,27,27.4,2.8809720581775866
Return_ratio_without_risk,29,26,21,29,35,29,28.0,5.0990195135927845
P_to_S,30,31,8,30,26,30,25.0,9.695359714832659
Sale_to_current_assets,25,32,31,31,19,31,27.6,5.5497747702046425
Capital,32,34,39,43,31,31,35.8,5.06951674225463
P_to_E,33,33,38,32,28,33,32.8,3.5637059362410923
Liquidity_ratios,34,35,37,34,33,34,34.6,1.5165750888103102
Cost_to_sales_ratio,35,41,34,45,42,34,39.4,4.722287581247038
Quick_Ratio,39,28,35,35,36,35,34.6,4.03732584763727
Total_asset_turnover,36,38,42,37,41,36,38.8,2.588435821108957
Working_capital_return,37,37,40,39,32,37,37.0,3.082207001484488
Current_ratio,41,24,32,38,38,38,34.6,6.767569726275452
Cash_flow_returns_to_sales,45,44,45,40,40,40,42.8,2.588435821108957
Net_return_on_working_capital,42,42,41,42,44,42,42.2,1.0954451150103321
Longterm_debt_to_equity_ratio,43,43,44,41,45,43,43.2,1.4832396974191326
Current_debt_to_total_debt_Ratio,44,45,43,44,43,43,43.8,0.8366600265340756
