Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,3,3,4,3,3,3.2,0.4472135954999579
Operating_assets_Ratio,4,6,5,6,4,4,5.0,1.0
P_to_B,5,5,4,7,6,5,5.4,1.1401754250991378
Sales_growth_rate,6,4,6,3,5,6,4.8,1.3038404810405297
ROE,7,7,7,5,7,7,6.6,0.8944271909999159
P_to_S,8,8,9,8,8,8,8.2,0.4472135954999579
Cash_to_total_assets_ratio,9,9,12,9,9,9,9.6,1.3416407864998738
Net_profit_margin,10,11,10,10,10,10,10.2,0.4472135954999579
Operating_cash_flow_to_sales,18,10,20,13,28,10,17.8,6.942621983083913
Operating_profit_margin,15,13,15,11,11,11,13.0,2.0
Debt_to_equity_ratio,11,27,17,19,18,11,18.4,5.727128425310542
EPS,13,12,8,12,14,12,11.8,2.280350850198276
Equity_Ratio,12,28,18,20,19,12,19.4,5.727128425310542
DuPont_Ratio,14,21,13,15,13,13,15.2,3.3466401061363023
Profit_margin_before_interest_and_taxes,17,14,14,14,12,14,14.2,1.7888543819998317
DPS,21,15,11,16,16,16,15.8,3.5637059362410923
Gross_profit_margin,22,17,16,17,15,17,17.4,2.7018512172212596
Stock_market_value,19,16,19,18,17,19,17.8,1.3038404810405297
Profit_margin_growth_rate,25,26,28,27,20,20,25.2,3.1144823004794873
Debt_to_total_assets_ratio,20,35,45,29,38,20,33.4,9.44986772394196
Net_profit_to_sale,23,19,21,22,22,22,21.4,1.51657508881031
Operating_profit_to_sale,27,23,23,24,25,23,24.4,1.6733200530681511
Net_profit_to_Gross_profit,26,20,24,23,24,24,23.4,2.1908902300206647
Fixed_asset_turnover,24,24,22,28,21,24,23.8,2.6832815729997477
Current_assets_ratio,31,25,30,25,23,25,26.8,3.492849839314596
Net_working_capital,28,22,25,26,26,26,25.4,2.1908902300206647
Current_ratio,39,42,26,37,31,26,35.0,6.442049363362563
Total_income_growth,30,29,27,31,27,27,28.8,1.7888543819998317
Sale_to_current_assets,16,18,29,21,29,29,22.6,6.107372593840988
Cost_to_sales_ratio,29,37,33,32,35,29,33.2,3.03315017762062
Quick_Ratio,37,39,32,38,30,30,35.2,3.96232255123179
EPS_growth,34,31,31,33,32,31,32.2,1.3038404810405297
Return_ratio_without_risk,32,32,34,30,36,32,32.8,2.2803508501982757
Liquidity_ratios,33,34,35,39,34,34,35.0,2.345207879911715
Working_capital_return,35,36,37,35,42,35,37.0,2.9154759474226504
Average_payment_period,36,38,40,36,33,36,36.6,2.6076809620810595
Capital,38,33,38,40,37,38,37.2,2.5884358211089573
P_to_E,40,40,36,34,39,40,37.8,2.6832815729997477
Total_asset_turnover,41,43,42,41,41,41,41.6,0.8944271909999159
Net_return_on_working_capital,42,44,41,42,43,42,42.4,1.140175425099138
Longterm_debt_to_equity_ratio,45,41,43,43,44,43,43.2,1.4832396974191324
Current_debt_to_total_debt_Ratio,44,30,44,44,40,44,40.4,6.06630035524124
Cash_flow_returns_to_sales,43,45,39,45,45,45,43.4,2.6076809620810595
