Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,2,2,3,2,2,2,2.2,0.4472135954999579
ROI,3,3,4,3,3,3,3.2,0.4472135954999579
ROA,6,4,5,4,4,4,4.6,0.8944271909999159
Operating_assets_Ratio,4,5,7,6,5,5,5.4,1.1401754250991378
P_to_B,5,6,6,5,6,6,5.6,0.5477225575051662
ROE,7,7,2,7,8,7,6.2,2.3874672772626644
P_to_S,30,29,31,28,7,7,25.0,10.124228365658293
EPS,9,8,8,8,9,8,8.4,0.5477225575051661
Cash_to_total_assets_ratio,8,10,9,9,11,9,9.4,1.1401754250991378
DPS,10,9,11,10,10,10,10.0,0.7071067811865476
Net_profit_margin,11,11,10,11,12,11,11.0,0.7071067811865476
Operating_profit_margin,12,12,13,12,13,12,12.4,0.5477225575051661
Profit_margin_before_interest_and_taxes,13,14,12,13,15,13,13.4,1.1401754250991378
Stock_market_value,23,26,24,14,21,14,21.6,4.61519230368573
Average_payment_period,14,19,33,26,34,14,25.2,8.700574693662482
Gross_profit_margin,16,15,14,15,16,15,15.2,0.8366600265340756
DuPont_Ratio,15,13,15,21,17,15,16.2,3.03315017762062
Sale_to_current_assets,20,16,35,24,22,16,23.4,7.127411872482185
Fixed_asset_turnover,24,17,20,22,19,17,20.4,2.701851217221259
Debt_to_equity_ratio,17,23,18,34,24,17,23.2,6.760177512462229
Net_profit_to_sale,26,27,25,17,23,17,23.6,3.974921382870358
Current_assets_ratio,19,18,16,23,18,18,18.8,2.588435821108957
Equity_Ratio,18,24,19,35,25,18,24.2,6.760177512462229
Operating_profit_to_sale,28,30,26,18,27,18,25.8,4.604345773288535
Profit_margin_growth_rate,21,22,17,20,20,20,20.0,1.8708286933869707
EPS_growth,38,20,28,27,32,20,29.0,6.6332495807108
Total_income_growth,33,21,21,25,28,21,25.6,5.079370039680118
Liquidity_ratios,29,25,22,33,31,22,28.0,4.47213595499958
Debt_to_total_assets_ratio,25,42,45,38,39,25,37.8,7.661592523751181
Net_profit_to_Gross_profit,27,28,27,19,26,27,25.4,3.6469165057620936
P_to_E,22,32,29,29,40,29,30.4,6.5038450166036395
Cost_to_sales_ratio,40,38,44,41,29,29,38.4,5.683308895353129
Working_capital_return,34,39,36,30,35,30,34.8,3.2710854467592254
Operating_cash_flow_to_sales,39,31,41,31,14,31,31.2,10.639548862616309
Current_ratio,32,33,23,32,38,32,31.6,5.412947441089743
Return_ratio_without_risk,41,44,32,43,36,32,39.2,5.06951674225463
Net_working_capital,31,34,34,16,30,34,29.0,7.483314773547883
Total_asset_turnover,35,37,39,40,42,35,38.6,2.701851217221259
Current_debt_to_total_debt_Ratio,45,35,38,44,41,35,40.6,4.159326868617084
Quick_Ratio,36,36,30,37,43,36,36.4,4.61519230368573
Longterm_debt_to_equity_ratio,42,40,43,36,44,36,41.0,3.1622776601683795
Capital,37,41,37,39,37,37,38.2,1.7888543819998317
Net_return_on_working_capital,43,43,42,42,33,42,40.6,4.277849927241488
Cash_flow_returns_to_sales,44,45,40,45,45,45,43.8,2.16794833886788
