Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,5,3,4,3,3,3.6,0.8944271909999159
Sales_growth_rate,4,3,4,3,4,4,3.6,0.5477225575051661
P_to_B,6,7,5,5,5,5,5.6,0.8944271909999159
Operating_assets_Ratio,5,6,6,6,6,6,5.8,0.44721359549995787
ROE,7,4,7,7,7,7,6.4,1.3416407864998738
Cash_to_total_assets_ratio,10,8,8,8,8,8,8.4,0.8944271909999157
Net_profit_margin,9,10,9,9,9,9,9.2,0.4472135954999579
EPS,12,9,10,10,12,10,10.6,1.3416407864998738
Operating_profit_margin,11,14,13,12,10,10,12.0,1.5811388300841898
DuPont_Ratio,16,12,11,11,14,11,12.8,2.16794833886788
DPS,17,11,16,14,15,11,14.6,2.3021728866442674
Profit_margin_before_interest_and_taxes,13,13,12,13,11,13,12.4,0.8944271909999159
Gross_profit_margin,15,15,18,16,13,15,15.4,1.816590212458495
Liquidity_ratios,29,26,25,15,23,15,23.6,5.272570530585627
Total_income_growth,28,16,20,17,27,16,21.6,5.594640292279745
Sale_to_current_assets,32,21,19,25,16,16,22.6,6.18869937870632
Average_payment_period,25,17,17,22,17,17,19.6,3.714835124201342
Debt_to_equity_ratio,27,18,14,19,18,18,19.2,4.764451699828638
Stock_market_value,18,25,22,27,20,18,22.4,3.646916505762094
Equity_Ratio,26,19,15,20,19,19,19.8,3.96232255123179
Current_assets_ratio,19,27,35,26,25,19,26.4,5.727128425310541
Fixed_asset_turnover,24,20,30,21,33,20,25.6,5.683308895353129
Net_profit_to_sale,20,29,21,28,21,21,23.8,4.324349662087931
Net_profit_to_Gross_profit,22,30,26,29,22,22,25.8,3.7682887362833544
Profit_margin_growth_rate,30,22,24,31,26,22,26.6,3.847076812334269
Operating_profit_to_sale,23,31,27,30,24,23,27.0,3.5355339059327378
Current_ratio,34,23,29,23,32,23,28.2,5.06951674225463
Return_ratio_without_risk,35,36,23,38,29,23,32.2,6.1400325732035
Quick_Ratio,31,28,28,24,28,28,27.8,2.4899799195977463
P_to_E,39,34,31,35,37,31,35.2,3.03315017762062
P_to_S,8,32,33,32,31,32,27.2,10.756393447619885
Net_working_capital,21,33,32,33,30,33,29.8,5.06951674225463
EPS_growth,33,24,34,18,34,34,28.6,7.266360849833981
Capital,36,35,36,36,35,36,35.6,0.5477225575051661
Working_capital_return,37,37,37,37,39,37,37.4,0.8944271909999159
Operating_cash_flow_to_sales,14,39,39,34,38,39,32.8,10.709808588392232
Debt_to_total_assets_ratio,44,40,38,45,40,40,41.4,2.966479394838265
Cost_to_sales_ratio,40,43,40,42,45,40,42.0,2.1213203435596424
Total_asset_turnover,41,38,41,40,41,41,40.2,1.3038404810405297
Longterm_debt_to_equity_ratio,45,42,43,41,42,42,42.6,1.5165750888103102
Net_return_on_working_capital,43,41,42,39,43,43,41.6,1.6733200530681511
Cash_flow_returns_to_sales,42,44,44,43,36,44,41.8,3.3466401061363023
Current_debt_to_total_debt_Ratio,38,45,45,44,44,44,43.2,2.949576240750525
