Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,4,3,2,2,2,2.6,0.8944271909999159
ROA,3,5,4,3,3,3,3.6,0.8944271909999159
Sales_growth_rate,4,2,2,4,4,4,3.2,1.0954451150103321
Operating_assets_Ratio,5,3,5,6,6,5,5.0,1.224744871391589
P_to_B,6,6,6,5,7,6,6.0,0.7071067811865476
ROE,7,7,7,7,5,7,6.6,0.8944271909999159
EPS,9,9,8,8,10,8,8.8,0.8366600265340756
Cash_to_total_assets_ratio,8,8,9,9,9,9,8.6,0.5477225575051662
DPS,11,11,10,10,15,10,11.4,2.073644135332772
Net_profit_margin,12,10,11,11,8,11,10.4,1.51657508881031
DuPont_Ratio,17,13,12,12,11,12,13.0,2.345207879911715
Debt_to_equity_ratio,24,23,14,17,12,12,18.0,5.338539126015656
Profit_margin_before_interest_and_taxes,13,17,13,15,14,13,14.4,1.6733200530681511
Equity_Ratio,25,24,15,18,13,13,19.0,5.338539126015656
Operating_cash_flow_to_sales,15,40,39,35,42,15,34.2,11.031772296417289
Stock_market_value,16,12,16,14,17,16,15.0,2.0
Operating_profit_margin,14,18,17,16,16,16,16.2,1.4832396974191324
Net_profit_to_sale,18,14,18,20,18,18,17.6,2.1908902300206643
Net_profit_to_Gross_profit,19,15,19,22,19,19,18.8,2.4899799195977463
Fixed_asset_turnover,27,19,24,19,30,19,23.8,4.868264577855234
Operating_profit_to_sale,20,16,20,21,20,20,19.4,1.9493588689617927
Net_working_capital,21,20,21,24,22,21,21.6,1.51657508881031
Profit_margin_growth_rate,29,21,25,28,24,21,25.4,3.209361307176242
Gross_profit_margin,22,31,28,27,21,21,25.8,4.207136793592526
Liquidity_ratios,34,28,22,25,26,22,27.0,4.47213595499958
Current_assets_ratio,23,25,23,13,23,23,21.4,4.774934554525329
Sale_to_current_assets,31,26,27,23,34,23,28.2,4.324349662087931
Return_ratio_without_risk,30,37,42,33,25,25,33.4,6.5038450166036395
Total_income_growth,32,22,26,26,29,26,27.0,3.7416573867739413
Current_ratio,40,34,36,30,27,27,33.4,5.079370039680118
Quick_Ratio,42,35,37,31,28,28,34.6,5.412947441089743
Cost_to_sales_ratio,28,39,31,42,37,28,35.4,5.770615218501403
EPS_growth,35,27,29,29,33,29,30.6,3.2863353450309964
P_to_E,38,29,34,39,40,29,36.0,4.527692569068709
P_to_S,10,30,30,32,32,30,26.8,9.444575162494075
Capital,33,32,35,37,31,31,33.6,2.4083189157584592
Working_capital_return,36,33,32,34,35,32,34.0,1.5811388300841898
Debt_to_total_assets_ratio,39,45,33,43,36,33,39.2,4.919349550499538
Average_payment_period,26,36,38,36,38,36,34.8,5.019960159204454
Total_asset_turnover,37,38,40,38,39,38,38.4,1.140175425099138
Net_return_on_working_capital,43,42,41,41,41,41,41.6,0.8944271909999159
Longterm_debt_to_equity_ratio,41,41,43,44,45,41,42.8,1.7888543819998317
Current_debt_to_total_debt_Ratio,44,44,44,40,43,44,43.0,1.7320508075688772
Cash_flow_returns_to_sales,45,43,45,45,44,45,44.4,0.8944271909999159
