Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,2,2,2,2,3,2,2.2,0.4472135954999579
ROI,3,3,3,3,2,3,2.8,0.4472135954999579
ROA,4,6,4,5,4,4,4.6,0.8944271909999159
Operating_assets_Ratio,5,4,5,4,6,4,4.8,0.8366600265340756
P_to_B,6,5,6,7,5,5,5.8,0.8366600265340756
ROE,8,7,7,6,7,7,7.0,0.7071067811865476
Cash_to_total_assets_ratio,13,10,8,11,8,8,10.0,2.1213203435596424
Net_profit_margin,11,11,9,9,9,9,9.8,1.0954451150103324
EPS,12,8,10,10,10,10,10.0,1.4142135623730951
Operating_cash_flow_to_sales,10,35,39,41,33,10,31.6,12.48198702130394
Operating_profit_margin,9,14,11,8,11,11,10.6,2.3021728866442674
Profit_margin_before_interest_and_taxes,14,16,12,12,12,12,13.2,1.7888543819998317
DPS,16,9,13,17,13,13,13.6,3.1304951684997055
Sale_to_current_assets,32,13,20,15,21,13,20.2,7.395944834840238
Gross_profit_margin,15,30,14,13,14,14,17.2,7.19027120489902
DuPont_Ratio,21,12,15,14,15,15,15.4,3.3615472627943226
Total_income_growth,29,25,16,19,22,16,22.2,5.06951674225463
Debt_to_total_assets_ratio,26,23,17,33,16,16,23.0,6.96419413859206
Average_payment_period,37,36,34,16,35,16,31.6,8.792041856133306
Current_assets_ratio,34,17,32,35,36,17,30.8,7.854934754662192
Profit_margin_growth_rate,25,18,18,22,20,18,20.6,2.966479394838265
EPS_growth,31,29,21,18,23,18,24.4,5.458937625582472
Return_ratio_without_risk,27,28,19,23,32,19,25.8,4.969909455915671
Debt_to_equity_ratio,23,20,24,20,19,20,21.2,2.16794833886788
Equity_Ratio,24,21,23,21,18,21,21.4,2.3021728866442674
P_to_E,33,22,35,24,28,22,28.4,5.594640292279745
Net_working_capital,22,32,30,31,29,22,28.8,3.96232255123179
Net_profit_to_sale,18,24,22,26,24,24,22.8,3.03315017762062
Stock_market_value,17,19,25,25,25,25,22.2,3.8987177379235853
Net_profit_to_Gross_profit,19,27,26,28,26,26,25.2,3.5637059362410923
Operating_profit_to_sale,20,26,27,27,27,27,25.4,3.049590136395381
Fixed_asset_turnover,28,15,28,29,17,28,23.4,6.8044103344816
P_to_S,7,31,29,30,30,30,25.4,10.310189135025604
Working_capital_return,35,34,31,34,31,31,33.0,1.8708286933869707
Total_asset_turnover,38,37,40,32,39,32,37.2,3.1144823004794873
Current_ratio,41,33,33,38,42,33,37.4,4.277849927241488
Capital,36,40,36,36,34,36,36.4,2.1908902300206643
Quick_Ratio,44,42,37,37,43,37,40.6,3.361547262794322
Net_return_on_working_capital,39,39,38,39,38,39,38.6,0.5477225575051661
Cost_to_sales_ratio,30,38,41,40,40,40,37.8,4.494441010848846
Cash_flow_returns_to_sales,43,45,42,43,37,43,42.0,3.0
Liquidity_ratios,45,44,44,42,41,44,43.2,1.6431676725154982
Longterm_debt_to_equity_ratio,40,43,45,44,44,44,43.2,1.9235384061671343
Current_debt_to_total_debt_Ratio,42,41,43,45,45,45,43.2,1.7888543819998317
