Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,5,3,5,3,3,3.8,1.0954451150103321
Operating_assets_Ratio,6,6,5,4,4,4,5.0,1.0
Sales_growth_rate,5,3,4,6,5,5,4.6,1.1401754250991378
P_to_B,4,7,6,3,6,6,5.2,1.6431676725154984
ROE,7,4,7,7,7,7,6.4,1.3416407864998738
Cash_to_total_assets_ratio,9,9,8,9,8,9,8.6,0.5477225575051661
Net_profit_margin,8,11,9,10,10,10,9.6,1.1401754250991378
EPS,12,10,10,8,9,10,9.8,1.4832396974191326
DPS,18,16,14,11,19,11,15.6,3.2093613071762426
Profit_margin_before_interest_and_taxes,10,13,11,12,12,12,11.6,1.1401754250991378
DuPont_Ratio,14,12,12,17,11,12,13.2,2.3874672772626644
Gross_profit_margin,13,17,20,29,24,13,20.6,6.18869937870632
Operating_profit_margin,11,14,13,19,14,14,14.2,2.949576240750525
Stock_market_value,16,15,15,14,13,15,14.6,1.1401754250991378
Current_assets_ratio,15,19,23,24,16,15,19.4,4.03732584763727
Net_working_capital,19,22,16,16,15,16,17.6,2.8809720581775866
Fixed_asset_turnover,17,26,26,21,17,17,21.4,4.505552130427524
Debt_to_equity_ratio,24,20,17,26,22,17,21.8,3.492849839314596
Net_profit_to_sale,20,23,19,18,18,18,19.6,2.073644135332772
Equity_Ratio,25,21,18,27,23,18,22.8,3.492849839314596
Operating_profit_to_sale,21,24,22,23,21,21,22.2,1.3038404810405297
Net_profit_to_Gross_profit,22,25,21,22,20,22,22.0,1.8708286933869707
Sale_to_current_assets,31,32,24,28,27,24,28.4,3.209361307176242
Profit_margin_growth_rate,23,27,25,20,25,25,24.0,2.6457513110645907
Return_ratio_without_risk,26,36,29,25,26,26,28.4,4.505552130427524
Working_capital_return,28,28,27,30,35,28,29.6,3.2093613071762426
Liquidity_ratios,30,33,32,36,29,29,32.0,2.7386127875258306
Total_income_growth,29,30,30,15,31,30,27.0,6.745368781616021
P_to_S,27,8,31,31,32,31,25.8,10.134100848126586
P_to_E,32,41,28,32,30,32,32.6,4.979959839195493
Current_ratio,34,29,38,33,34,34,33.6,3.2093613071762426
Quick_Ratio,35,31,35,37,37,35,35.0,2.449489742783178
Average_payment_period,37,35,41,35,40,35,37.6,2.7928480087537886
EPS_growth,36,34,37,13,36,36,31.2,10.232301793829187
Total_asset_turnover,38,38,42,38,39,38,39.0,1.7320508075688772
Debt_to_total_assets_ratio,44,39,36,39,33,39,38.2,4.08656334834051
Capital,39,42,39,34,38,39,38.4,2.8809720581775866
Current_debt_to_total_debt_Ratio,33,40,34,40,28,40,35.0,5.0990195135927845
Operating_cash_flow_to_sales,41,18,40,44,41,41,36.8,10.61602562167217
Net_return_on_working_capital,42,43,33,43,43,43,40.8,4.3817804600413295
Cost_to_sales_ratio,43,37,43,41,42,43,41.2,2.489979919597747
Longterm_debt_to_equity_ratio,40,44,45,42,44,44,43.0,2.0
Cash_flow_returns_to_sales,45,45,44,45,45,45,44.8,0.4472135954999579
