Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,3,2,2,2,2,2,2.2,0.44721359549995787
Sales_growth_rate,2,3,3,3,3,3,2.8,0.44721359549995787
ROA,4,5,4,4,4,4,4.2,0.44721359549995787
P_to_B,6,7,5,5,6,5,5.8,0.8366600265340756
Operating_assets_Ratio,5,6,8,6,5,5,6.0,1.224744871391589
ROE,7,4,7,7,7,7,6.4,1.3416407864998738
P_to_S,8,8,6,9,9,8,8.0,1.224744871391589
EPS,14,11,16,13,8,8,12.4,3.0495901363953815
Cash_to_total_assets_ratio,9,9,12,8,10,9,9.6,1.51657508881031
Net_profit_margin,11,10,9,10,11,10,10.2,0.8366600265340756
Operating_profit_margin,10,13,11,11,12,11,11.4,1.1401754250991378
Profit_margin_before_interest_and_taxes,12,12,10,12,14,12,12.0,1.4142135623730951
Gross_profit_margin,13,23,14,15,16,13,16.2,3.96232255123179
Stock_market_value,21,14,23,25,27,14,22.0,5.0
DuPont_Ratio,15,15,13,14,15,15,14.4,0.8944271909999159
Operating_cash_flow_to_sales,20,24,15,18,19,15,19.2,3.271085446759225
Debt_to_equity_ratio,16,22,17,16,17,16,17.6,2.509980079602227
Equity_Ratio,17,21,18,17,18,17,18.2,1.6431676725154982
DPS,18,19,20,19,13,19,17.8,2.7748873851023217
Average_payment_period,19,26,21,22,20,19,21.6,2.7018512172212596
Net_profit_to_Gross_profit,23,20,25,27,24,20,23.8,2.588435821108957
Profit_margin_growth_rate,27,28,29,26,21,21,26.2,3.1144823004794873
Net_profit_to_sale,22,16,22,24,22,22,21.2,3.03315017762062
Return_ratio_without_risk,25,29,28,23,30,23,27.0,2.9154759474226504
Quick_Ratio,30,33,24,35,31,24,30.6,4.159326868617084
Current_assets_ratio,34,25,33,29,25,25,29.2,4.266145801540309
Operating_profit_to_sale,24,18,26,28,26,26,24.4,3.8470768123342687
Cost_to_sales_ratio,26,27,27,33,28,27,28.2,2.7748873851023217
Fixed_asset_turnover,35,30,30,32,23,30,30.0,4.415880433163924
Net_working_capital,32,17,31,31,29,31,28.0,6.244997998398398
Sale_to_current_assets,31,31,34,30,33,31,31.8,1.6431676725154982
Current_ratio,29,32,19,34,32,32,29.2,5.974947698515862
Total_income_growth,33,34,35,20,35,35,31.4,6.4265076052238514
EPS_growth,37,37,36,21,36,36,33.4,6.9498201415576215
Capital,36,39,37,36,37,36,37.0,1.224744871391589
P_to_E,28,35,38,40,38,38,35.8,4.711687595755899
Working_capital_return,38,38,39,38,40,38,38.6,0.8944271909999159
Liquidity_ratios,39,36,32,39,34,39,36.0,3.082207001484488
Total_asset_turnover,42,40,40,37,41,40,40.0,1.8708286933869707
Debt_to_total_assets_ratio,40,41,43,41,42,41,41.4,1.140175425099138
Cash_flow_returns_to_sales,41,45,41,44,45,41,43.2,2.0493901531919194
Net_return_on_working_capital,43,42,42,42,43,42,42.4,0.5477225575051661
Longterm_debt_to_equity_ratio,44,43,44,45,44,44,44.0,0.7071067811865476
Current_debt_to_total_debt_Ratio,45,44,45,43,39,45,43.2,2.4899799195977463
