Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,4,2,2,3,2,2,2.6,0.8944271909999159
ROA,7,3,3,4,3,3,4.0,1.7320508075688772
ROE,2,4,4,5,4,4,3.8,1.0954451150103321
Operating_assets_Ratio,5,6,6,7,5,5,5.8,0.8366600265340756
Sales_growth_rate,6,5,7,2,6,6,5.2,1.9235384061671346
P_to_B,3,7,5,6,7,7,5.6,1.6733200530681511
EPS,8,9,8,8,9,8,8.4,0.5477225575051661
Cash_to_total_assets_ratio,10,8,9,10,8,8,9.0,1.0
P_to_S,27,28,26,9,31,9,24.2,8.700574693662482
Net_profit_margin,11,10,11,13,10,10,11.0,1.224744871391589
DPS,9,11,10,11,11,11,10.4,0.8944271909999159
Operating_profit_margin,12,13,12,12,13,12,12.4,0.5477225575051661
Profit_margin_before_interest_and_taxes,13,14,13,17,12,13,13.8,1.9235384061671343
DuPont_Ratio,17,12,16,14,14,14,14.6,1.9493588689617927
Gross_profit_margin,14,19,14,15,15,14,15.4,2.073644135332772
Debt_to_equity_ratio,24,15,28,19,18,15,20.8,5.167204273105526
Sale_to_current_assets,16,20,15,21,16,16,17.6,2.701851217221259
Equity_Ratio,25,16,27,18,17,16,20.6,5.029910535983717
Operating_cash_flow_to_sales,33,41,31,16,36,16,31.4,9.396807968666806
Profit_margin_growth_rate,18,26,24,33,25,18,25.2,5.357238094391549
Fixed_asset_turnover,15,25,19,22,19,19,20.0,3.7416573867739413
Stock_market_value,19,17,20,25,20,20,20.2,2.949576240750525
Net_profit_to_sale,21,21,21,24,21,21,21.6,1.3416407864998738
Net_profit_to_Gross_profit,22,23,22,26,22,22,23.0,1.7320508075688772
Operating_profit_to_sale,23,22,23,27,24,23,23.8,1.9235384061671343
Current_assets_ratio,20,29,33,23,23,23,25.6,5.272570530585627
Net_working_capital,26,18,25,29,26,26,24.8,4.08656334834051
Return_ratio_without_risk,36,27,29,39,30,27,32.2,5.06951674225463
P_to_E,28,33,44,36,39,28,36.0,6.041522986797286
Working_capital_return,29,38,32,37,34,29,34.0,3.6742346141747673
Current_ratio,39,31,43,32,29,29,34.8,5.932958789676531
Total_income_growth,30,30,17,38,27,30,28.4,7.569676347110225
Capital,31,42,34,35,33,31,35.0,4.183300132670378
Quick_Ratio,38,32,42,30,32,32,34.8,5.019960159204453
Average_payment_period,34,34,35,20,38,34,32.2,7.014271166700072
Cost_to_sales_ratio,42,37,36,34,41,34,38.0,3.391164991562634
Liquidity_ratios,32,35,38,28,35,35,33.6,3.7815340802378077
Net_return_on_working_capital,37,36,37,31,42,37,36.6,3.9115214431215892
Total_asset_turnover,43,39,39,41,37,39,39.8,2.2803508501982757
EPS_growth,35,40,18,40,28,40,32.2,9.338094023943002
Debt_to_total_assets_ratio,40,24,30,42,40,40,35.2,7.8230428862431785
Longterm_debt_to_equity_ratio,41,45,41,44,45,41,43.2,2.0493901531919194
Cash_flow_returns_to_sales,45,43,40,45,43,43,43.2,2.04939015319192
Current_debt_to_total_debt_Ratio,44,44,45,43,44,44,44.0,0.7071067811865476
