Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,4,3,3,4,4,4,3.6,0.5477225575051661
P_to_B,5,5,4,5,3,5,4.4,0.8944271909999159
Sales_growth_rate,6,4,5,3,5,5,4.6,1.1401754250991378
Operating_assets_Ratio,7,6,6,6,6,6,6.2,0.44721359549995787
ROE,3,7,7,7,7,7,6.2,1.7888543819998322
Cash_to_total_assets_ratio,8,8,8,10,8,8,8.4,0.8944271909999159
EPS,10,9,10,9,9,9,9.4,0.5477225575051662
Net_profit_margin,9,10,9,12,10,9,10.0,1.224744871391589
Operating_profit_margin,16,11,11,14,11,11,12.6,2.3021728866442674
Equity_Ratio,12,18,29,19,20,12,19.6,6.107372593840989
DPS,15,13,13,11,12,13,12.8,1.4832396974191326
Debt_to_equity_ratio,13,17,27,18,19,13,18.8,5.118593556827891
Fixed_asset_turnover,25,15,24,27,13,13,20.8,6.340346993658943
Profit_margin_before_interest_and_taxes,14,14,12,13,14,14,13.4,0.8944271909999159
Stock_market_value,18,21,14,23,24,14,20.0,4.06201920231798
DuPont_Ratio,11,12,20,15,15,15,14.6,3.5071355833500366
Net_profit_to_sale,19,20,15,21,25,15,20.0,3.605551275463989
Current_assets_ratio,20,23,26,38,16,16,24.6,8.35463942968217
Gross_profit_margin,17,16,17,16,17,17,16.6,0.5477225575051661
Sale_to_current_assets,27,19,23,24,18,18,22.2,3.7013511046643495
Total_income_growth,23,26,21,26,21,21,23.4,2.5099800796022267
Net_profit_to_Gross_profit,21,22,16,22,27,22,21.6,3.9115214431215892
Profit_margin_growth_rate,24,27,25,30,22,22,25.6,3.0495901363953815
Operating_profit_to_sale,22,25,19,25,28,25,23.8,3.420526275297414
P_to_E,26,33,34,37,29,26,31.8,4.324349662087931
Net_working_capital,29,28,18,28,30,28,26.6,4.878524367060187
EPS_growth,30,29,22,29,23,29,26.6,3.7815340802378072
P_to_S,31,30,30,8,26,30,25.0,9.695359714832659
Liquidity_ratios,28,24,31,31,32,31,29.2,3.271085446759225
Working_capital_return,34,31,32,32,31,31,32.0,1.224744871391589
Current_ratio,32,37,41,35,43,32,37.6,4.449719092257398
Return_ratio_without_risk,33,40,33,33,33,33,34.4,3.1304951684997055
Operating_cash_flow_to_sales,36,34,35,17,34,34,31.2,7.981227975693966
Capital,35,32,28,34,35,35,32.8,2.9495762407505253
Average_payment_period,38,36,37,20,37,37,33.6,7.63544366752843
Total_asset_turnover,39,39,38,41,38,38,39.0,1.224744871391589
Quick_Ratio,37,35,36,40,40,40,37.6,2.302172886644268
Debt_to_total_assets_ratio,40,41,40,39,42,40,40.4,1.1401754250991378
Cost_to_sales_ratio,42,38,42,36,39,42,39.4,2.6076809620810595
Net_return_on_working_capital,43,42,39,42,41,42,41.4,1.51657508881031
Cash_flow_returns_to_sales,44,45,43,43,45,43,44.0,1.0
Current_debt_to_total_debt_Ratio,45,43,44,44,36,44,42.4,3.6469165057620936
Longterm_debt_to_equity_ratio,41,44,45,45,44,44,43.8,1.6431676725154982
