Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROE,3,2,2,2,5,2,2.8,1.3038404810405297
ROI,2,3,4,4,3,3,3.2,0.8366600265340756
Sales_growth_rate,7,4,3,3,4,3,4.2,1.6431676725154984
ROA,4,5,5,5,7,5,5.2,1.0954451150103321
P_to_B,5,6,6,6,2,6,5.0,1.7320508075688772
Operating_assets_Ratio,6,7,7,7,6,7,6.6,0.5477225575051661
Cash_to_total_assets_ratio,8,8,9,9,8,8,8.4,0.5477225575051662
P_to_S,29,27,30,8,31,8,25.0,9.617692030835672
Net_profit_margin,9,10,10,10,9,10,9.6,0.5477225575051661
Operating_profit_margin,10,9,11,11,13,11,10.8,1.4832396974191326
Profit_margin_before_interest_and_taxes,11,11,14,12,14,11,12.4,1.51657508881031
Gross_profit_margin,13,12,15,14,19,12,14.6,2.701851217221259
Return_ratio_without_risk,28,25,24,17,12,12,21.2,6.534523701081817
EPS,12,13,8,13,11,13,11.4,2.073644135332772
DuPont_Ratio,14,14,12,18,10,14,13.6,2.9664793948382653
DPS,15,15,13,15,15,15,14.6,0.8944271909999159
Debt_to_equity_ratio,20,16,22,30,23,16,22.2,5.118593556827891
Current_assets_ratio,31,21,26,28,16,16,24.4,5.941380311005179
Equity_Ratio,21,17,23,31,24,17,23.2,5.118593556827891
Stock_market_value,18,20,16,21,18,18,18.6,1.949358868961793
Fixed_asset_turnover,26,18,28,25,29,18,25.2,4.324349662087931
Net_profit_to_sale,19,19,18,19,17,19,18.4,0.8944271909999159
Operating_profit_to_sale,24,23,21,24,21,21,22.6,1.51657508881031
Sale_to_current_assets,22,30,32,36,22,22,28.4,6.2289646009589745
Net_profit_to_Gross_profit,23,22,19,23,20,23,21.4,1.816590212458495
P_to_E,30,42,34,29,25,25,32.0,6.442049363362563
Profit_margin_growth_rate,25,26,33,22,26,26,26.4,4.03732584763727
Net_working_capital,27,24,20,27,27,27,25.0,3.082207001484488
Total_income_growth,16,28,36,20,28,28,25.6,7.797435475847171
Capital,33,29,29,32,34,29,31.4,2.3021728866442674
EPS_growth,17,32,38,26,32,32,29.0,7.937253933193772
Working_capital_return,32,31,37,33,33,33,33.2,2.280350850198276
Debt_to_total_assets_ratio,34,43,42,37,38,34,38.8,3.7013511046643495
Cost_to_sales_ratio,42,37,43,34,45,34,40.2,4.54972526643093
Current_ratio,35,35,25,42,30,35,33.4,6.348228099241551
Average_payment_period,38,36,17,35,36,36,32.4,8.677557259966656
Quick_Ratio,36,38,27,38,35,38,34.8,4.54972526643093
Cash_flow_returns_to_sales,37,39,31,39,43,39,37.8,4.381780460041329
Total_asset_turnover,39,34,39,41,37,39,38.0,2.6457513110645907
Operating_cash_flow_to_sales,40,41,41,16,40,40,35.6,10.96813566655701
Longterm_debt_to_equity_ratio,43,40,40,45,42,40,42.0,2.1213203435596424
Liquidity_ratios,41,33,35,40,41,41,38.0,3.7416573867739413
Net_return_on_working_capital,44,44,44,43,39,44,42.8,2.16794833886788
Current_debt_to_total_debt_Ratio,45,45,45,44,44,45,44.6,0.5477225575051661
