Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,3,3,5,3,3,3.4,0.8944271909999159
Operating_assets_Ratio,5,4,5,4,4,4,4.4,0.5477225575051662
P_to_B,4,5,4,7,6,4,5.2,1.3038404810405297
Sales_growth_rate,6,6,6,3,5,6,5.2,1.3038404810405297
ROE,7,7,7,6,7,7,6.8,0.4472135954999579
EPS,8,8,8,8,8,8,8.0,0.0
Cash_to_total_assets_ratio,10,9,11,9,10,9,9.8,0.8366600265340756
P_to_S,29,33,9,32,30,9,26.6,9.964938534682489
DPS,9,10,10,10,9,10,9.6,0.5477225575051661
Net_profit_margin,11,11,13,11,11,11,11.4,0.8944271909999159
DuPont_Ratio,14,12,16,12,12,12,13.2,1.7888543819998317
Operating_profit_margin,13,16,14,13,16,13,14.4,1.51657508881031
Profit_margin_before_interest_and_taxes,12,14,15,14,13,14,13.6,1.1401754250991378
Equity_Ratio,16,17,21,15,14,14,16.6,2.701851217221259
Debt_to_equity_ratio,17,18,22,16,15,15,17.6,2.701851217221259
Gross_profit_margin,15,19,23,25,21,15,20.6,3.847076812334269
Average_payment_period,18,13,18,27,17,18,18.6,5.128352561983234
Sale_to_current_assets,19,15,19,20,22,19,19.0,2.5495097567963922
Current_assets_ratio,25,29,20,19,19,19,22.4,4.449719092257397
Quick_Ratio,31,34,33,29,20,20,29.4,5.594640292279745
P_to_E,20,36,41,34,33,20,32.8,7.791020472312981
Stock_market_value,21,21,24,17,23,21,21.2,2.6832815729997477
Net_profit_to_sale,22,22,26,21,24,22,23.0,2.0
Net_profit_to_Gross_profit,23,25,29,22,26,22,25.0,2.7386127875258306
Operating_profit_to_sale,24,26,28,23,27,23,25.6,2.0736441353327724
Liquidity_ratios,38,27,30,24,25,24,28.8,5.630275304103699
EPS_growth,40,24,36,41,43,24,36.8,7.596051605933177
Net_working_capital,26,28,31,26,31,26,28.4,2.5099800796022267
Return_ratio_without_risk,27,35,39,31,34,27,33.2,4.494441010848846
Fixed_asset_turnover,28,20,17,18,28,28,22.2,5.403702434442518
Profit_margin_growth_rate,30,31,25,30,32,30,29.6,2.701851217221259
Current_ratio,32,32,27,28,18,32,27.4,5.727128425310541
Working_capital_return,35,38,40,33,36,33,36.4,2.701851217221259
Debt_to_total_assets_ratio,34,30,34,40,29,34,33.4,4.33589667773576
Total_income_growth,37,23,35,35,39,35,33.8,6.260990336999411
Total_asset_turnover,41,40,37,36,35,35,37.8,2.588435821108957
Capital,39,37,38,39,38,38,38.2,0.8366600265340756
Operating_cash_flow_to_sales,36,41,12,38,41,41,33.6,12.25969004502153
Cost_to_sales_ratio,42,39,32,37,42,42,38.4,4.159326868617084
Net_return_on_working_capital,33,42,43,42,40,42,40.0,4.06201920231798
Longterm_debt_to_equity_ratio,43,43,42,44,37,43,41.8,2.7748873851023217
Cash_flow_returns_to_sales,44,45,44,43,44,44,44.0,0.7071067811865476
Current_debt_to_total_debt_Ratio,45,44,45,45,45,45,44.8,0.4472135954999579
