Scaling,Alg,Acc Cv,Acc Te,Sp,Se,MCC,F1,AUC-ROC,AUPR
MinMax,HGB,"(np.float64(78.79), 33)","(np.float64(78.58), 31)","(np.float64(89.32), 2)","(np.float64(77.17), 31)","(np.float64(57.56), 31)","(np.float64(81.43), 31)","(np.float64(86.81), 31)","(np.float64(91.95), 20)"
MinMax,LR,"(np.float64(76.07), 10)","(np.float64(73.7), 31)","(np.float64(90.41), 5)","(np.float64(64.82), 31)","(np.float64(52.34), 16)","(np.float64(75.05), 31)","(np.float64(82.96), 33)","(np.float64(89.19), 22)"
MinMax,RF,"(np.float64(78.1), 32)","(np.float64(79.62), 31)","(np.float64(85.66), 1)","(np.float64(83.99), 31)","(np.float64(57.26), 31)","(np.float64(83.43), 31)","(np.float64(85.94), 33)","(np.float64(90.87), 28)"
MinMax,SVM,"(np.float64(77.22), 32)","(np.float64(74.66), 28)","(np.float64(93.46), 8)","(np.float64(65.37), 31)","(np.float64(54.68), 10)","(np.float64(75.93), 31)","(np.float64(84.73), 7)","(np.float64(91.18), 8)"
