Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,1,2,1,1,1.2,0.4472135954999579
Net_profit_to_Gross_profit,5,2,2,4,3,2,3.2,1.3038404810405297
P_to_B,2,6,5,1,2,2,3.2,2.16794833886788
Net_profit_to_sale,4,3,3,5,4,3,3.8,0.8366600265340756
Capital,8,4,10,3,7,3,6.4,2.8809720581775866
Operating_cash_flow_to_sales,3,23,21,19,22,3,17.6,8.29457654133109
Operating_profit_to_sale,7,5,4,6,5,5,5.4,1.1401754250991378
Net_working_capital,10,7,6,12,8,6,8.6,2.4083189157584592
Current_ratio,6,12,9,10,6,6,8.6,2.6076809620810595
Quick_Ratio,9,11,7,14,10,7,10.2,2.588435821108957
Stock_market_value,11,8,8,11,9,8,9.4,1.51657508881031
Equity_Ratio,13,10,11,8,12,8,10.8,1.9235384061671346
Debt_to_equity_ratio,12,9,12,9,11,9,10.6,1.51657508881031
Liquidity_ratios,14,19,14,13,13,13,14.6,2.5099800796022267
Fixed_asset_turnover,19,13,15,24,23,13,18.8,4.816637831516918
Profit_margin_growth_rate,30,17,13,25,21,13,21.2,6.648308055437864
Current_assets_ratio,15,24,23,18,14,14,18.8,4.54972526643093
Cost_to_sales_ratio,26,14,16,20,24,14,20.0,5.0990195135927845
Longterm_debt_to_equity_ratio,16,15,17,7,15,15,14.0,4.0
Return_from_market,18,35,20,15,36,15,24.8,9.934787365615835
ROE,17,16,24,17,16,16,18.0,3.391164991562634
Gross_profit_margin,22,29,31,16,33,16,26.2,7.049822692805827
Net_profit_margin,21,26,18,31,17,17,22.6,5.856620185738529
ROA,25,36,19,38,18,18,27.2,9.364827814754525
Sale_to_current_assets,23,34,25,30,19,19,26.2,5.890670590009257
Net_return_on_working_capital,20,20,32,23,20,20,23.0,5.196152422706632
Cash_flow_returns_to_sales,34,27,26,21,29,21,27.4,4.722287581247038
DPS,27,21,42,22,26,21,27.6,8.44393273303382
EPS,35,22,45,27,32,22,32.2,8.700574693662482
Operating_assets_Ratio,24,45,35,32,38,24,34.8,7.726577508832743
Working_capital_return,32,30,28,39,27,27,31.2,4.764451699828639
Sales_growth_rate,42,32,27,35,30,27,33.2,5.718391382198319
Profit_margin_before_interest_and_taxes,36,39,34,42,28,28,35.8,5.310367218940701
P_to_S,29,25,29,29,25,29,27.4,2.1908902300206643
P_to_E,43,41,30,37,34,30,37.0,5.244044240850758
EPS_growth,45,31,40,33,44,31,38.6,6.348228099241552
Return_ratio_without_risk,33,44,41,43,42,33,40.6,4.393176527297759
Total_asset_turnover,28,42,36,36,39,36,36.2,5.21536192416212
Average_payment_period,37,18,22,26,37,37,28.0,8.689073598491383
Debt_to_total_assets_ratio,38,38,37,45,45,38,40.6,4.03732584763727
Current_debt_to_total_debt_Ratio,39,28,39,34,43,39,36.6,5.770615218501403
ROI,40,40,33,40,31,40,36.8,4.43846820423443
Total_income_growth,44,33,38,41,41,41,39.4,4.159326868617084
Operating_profit_margin,31,43,43,28,40,43,37.0,7.035623639735144
Cash_to_total_assets_ratio,41,37,44,44,35,44,40.2,4.08656334834051
