Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,2,1,1,1,1,1.2,0.44721359549995804
P_to_B,11,1,6,3,2,1,4.6,4.03732584763727
Net_profit_to_sale,2,3,2,2,6,2,3.0,1.7320508075688772
Net_profit_to_Gross_profit,3,5,3,5,7,3,4.6,1.6733200530681511
Operating_profit_to_sale,4,4,5,4,9,4,5.2,2.16794833886788
Cost_to_sales_ratio,13,7,4,12,15,4,10.2,4.54972526643093
Operating_cash_flow_to_sales,6,11,10,8,5,5,8.0,2.5495097567963922
Capital,5,6,7,6,8,6,6.4,1.1401754250991378
Stock_market_value,7,12,11,7,11,7,9.6,2.4083189157584592
Equity_Ratio,8,8,9,10,3,8,7.6,2.701851217221259
Debt_to_equity_ratio,9,9,8,11,4,9,8.2,2.588435821108957
Net_working_capital,10,13,12,9,10,10,10.8,1.6431676725154984
Current_assets_ratio,12,38,16,19,27,12,22.4,10.310189135025603
Sale_to_current_assets,14,21,15,13,16,13,15.8,3.1144823004794873
Fixed_asset_turnover,23,27,14,14,13,14,18.2,6.379655163094632
Quick_Ratio,22,14,34,24,18,14,22.4,7.536577472566709
Profit_margin_growth_rate,15,15,17,16,17,15,16.0,1.0
Return_from_market,30,22,24,15,21,15,22.4,5.412947441089743
Liquidity_ratios,17,16,19,17,12,17,16.2,2.588435821108957
Current_debt_to_total_debt_Ratio,37,17,21,31,20,17,25.2,8.438009243891594
Current_ratio,18,10,30,18,14,18,18.0,7.483314773547883
Return_ratio_without_risk,20,40,18,29,24,18,26.2,8.78635305459552
Net_profit_margin,29,18,35,36,26,18,28.8,7.328028384224504
Longterm_debt_to_equity_ratio,19,20,13,20,19,19,18.2,2.949576240750525
Gross_profit_margin,26,37,20,21,29,20,26.6,6.877499545619759
Total_asset_turnover,21,32,27,37,33,21,30.0,6.164414002968976
ROE,25,31,22,25,22,22,25.0,3.6742346141747673
P_to_S,34,25,23,23,28,23,26.6,4.61519230368573
Debt_to_total_assets_ratio,27,23,32,38,44,23,32.8,8.408329203831164
P_to_E,44,24,36,32,25,24,32.2,8.25832912882503
Cash_flow_returns_to_sales,36,33,25,27,35,25,31.2,4.919349550499537
ROA,16,19,26,26,23,26,22.0,4.415880433163924
Profit_margin_before_interest_and_taxes,39,26,43,44,34,26,37.2,7.395944834840238
Sales_growth_rate,24,36,28,28,38,28,30.8,5.932958789676531
ROI,28,28,31,33,37,28,31.4,3.7815340802378077
Average_payment_period,32,29,29,34,32,29,31.2,2.16794833886788
Working_capital_return,35,44,38,42,30,30,37.8,5.585696017507576
Net_return_on_working_capital,31,34,44,30,31,31,34.0,5.787918451395113
Total_income_growth,33,43,37,41,36,33,38.0,4.0
DPS,42,30,42,39,39,39,38.4,4.9295030175464944
EPS,45,41,33,40,40,40,39.8,4.324349662087931
Operating_profit_margin,41,39,41,35,41,41,39.4,2.6076809620810595
Cash_to_total_assets_ratio,43,42,40,43,43,43,42.2,1.3038404810405297
Operating_assets_Ratio,40,35,45,22,45,45,37.4,9.555103348473004
EPS_growth,38,45,39,45,42,45,41.8,3.271085446759225
