Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,1,2,2,1,1.4,0.5477225575051661
DuPont_Ratio,2,2,10,1,1,1,3.2,3.8340579025361627
Capital,4,8,2,3,5,2,4.4,2.3021728866442674
Net_profit_to_Gross_profit,7,5,3,10,4,3,5.8,2.7748873851023212
Operating_profit_to_sale,10,6,5,11,3,3,7.0,3.391164991562634
Equity_Ratio,17,3,19,7,12,3,11.6,6.6932802122726045
Net_profit_to_sale,9,7,4,5,6,4,6.2,1.9235384061671346
Debt_to_equity_ratio,16,4,20,8,13,4,12.2,6.340346993658944
Gross_profit_margin,23,28,9,4,20,4,16.8,9.984988733093292
Quick_Ratio,5,14,18,13,10,5,12.0,4.847679857416329
Current_ratio,6,9,14,6,8,6,8.6,3.2863353450309964
Cost_to_sales_ratio,18,12,6,15,11,6,12.4,4.505552130427525
Net_working_capital,13,10,11,16,7,7,11.4,3.361547262794322
Liquidity_ratios,8,13,21,20,14,8,15.2,5.357238094391549
Operating_cash_flow_to_sales,31,37,8,34,41,8,30.2,12.94990347454374
Stock_market_value,14,11,12,17,9,9,12.6,3.0495901363953815
Return_from_market,11,21,22,26,35,11,23.0,8.689073598491383
Cash_flow_returns_to_sales,28,33,26,12,25,12,24.8,7.791020472312982
DPS,24,36,31,14,30,14,27.0,8.426149773176359
Fixed_asset_turnover,3,15,7,9,15,15,9.8,5.215361924162119
Sale_to_current_assets,25,22,15,19,21,15,20.4,3.714835124201342
P_to_E,35,16,27,30,18,16,25.2,8.043631020876083
ROA,36,20,40,37,16,16,29.8,10.963576058932597
Sales_growth_rate,15,17,28,18,17,17,19.0,5.1478150704935
Operating_profit_margin,32,44,17,21,38,17,30.4,11.326958991715296
Return_ratio_without_risk,33,18,32,35,28,18,29.2,6.760177512462229
ROE,19,34,25,22,37,19,27.4,7.76530746332687
Current_assets_ratio,22,30,45,29,33,22,31.8,8.408329203831164
Net_return_on_working_capital,21,26,23,27,23,23,24.0,2.449489742783178
Longterm_debt_to_equity_ratio,12,19,24,24,22,24,20.2,5.019960159204453
Profit_margin_growth_rate,20,24,16,23,24,24,21.4,3.4351128074635335
EPS,30,40,36,25,39,25,34.0,6.363961030678928
ROI,41,25,43,44,26,25,35.8,9.47100839404126
P_to_S,27,23,13,28,27,27,23.6,6.228964600958975
Total_asset_turnover,34,29,30,31,29,29,30.6,2.073644135332772
Operating_assets_Ratio,29,35,34,41,45,29,36.8,6.260990336999411
Profit_margin_before_interest_and_taxes,40,41,44,45,31,31,40.2,5.540758070878027
Net_profit_margin,38,32,39,32,19,32,32.0,7.968688725254614
Current_debt_to_total_debt_Ratio,42,39,35,38,32,32,37.2,3.8340579025361627
Average_payment_period,26,31,33,33,34,33,31.4,3.2093613071762426
Total_income_growth,37,43,37,39,36,37,38.4,2.7928480087537886
Working_capital_return,45,45,29,40,40,40,39.8,6.534523701081816
Cash_to_total_assets_ratio,39,42,41,42,43,42,41.4,1.5165750888103102
EPS_growth,43,38,42,43,42,42,41.6,2.073644135332772
Debt_to_total_assets_ratio,44,27,38,36,44,44,37.8,7.014271166700072
