Algorithm,Number_of_Features,cross_validation_accuracy_mean,cross_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,mcc_mean,mcc_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,aupr_mean,aupr_std,best_param_fold_1,best_param_fold_2,best_param_fold_3,best_param_fold_4,best_param_fold_5
LR,1,51.86,1.66,39.82,4.17,96.14,4.31,6.94,3.92,6.78,6.27,12.35,6.77,56.38,4.6,68.08,3.47,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 0.001}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,2,53.28,1.94,41.7,5.56,94.42,4.36,10.94,6.41,8.39,8.44,18.45,10.47,60.49,7.94,70.8,5.01,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 0.001}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,3,53.6,1.84,42.32,4.19,94.33,3.84,11.82,3.96,10.35,7.05,20.31,5.98,62.49,6.16,72.82,3.82,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,4,53.62,1.9,42.94,4.72,94.59,4.07,12.67,3.91,11.92,8.53,21.69,6.01,62.14,6.07,72.58,3.59,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,5,53.46,1.77,42.83,4.4,93.6,3.03,13.18,4.27,10.57,6.21,22.28,6.41,61.49,6.08,72.32,3.61,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,6,53.55,1.74,43.24,4.11,94.72,1.54,13.16,4.32,12.34,4.12,22.36,6.5,61.97,5.88,72.5,3.55,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,7,53.44,2.0,42.61,5.61,94.81,3.08,12.27,7.1,10.47,6.8,20.41,11.43,61.93,6.08,72.66,3.55,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 0.001}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,8,53.84,2.27,42.91,5.97,94.01,3.9,13.28,8.11,10.39,7.13,21.63,12.55,61.76,5.99,72.72,3.55,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 0.001}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,9,54.53,1.29,44.8,4.06,93.34,3.18,16.42,5.0,14.01,6.43,26.96,6.83,63.65,5.48,74.06,4.37,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
LR,10,54.28,1.06,44.49,3.58,93.6,3.03,15.73,3.92,13.68,6.16,26.14,5.6,63.62,5.64,73.83,4.39,"{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3857142857142857), np.int64(1): np.float64(0.782258064516129)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.333910034602076), np.int64(1): np.float64(0.799792531120332)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3489583333333333), np.int64(1): np.float64(0.7944785276073619)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3186440677966103), np.int64(1): np.float64(0.8053830227743272)}, 'C': 10}","{'random_state': 42, 'class_weight': {np.int64(-1): np.float64(1.3821428571428571), np.int64(1): np.float64(0.7834008097165992)}, 'C': 10}"
