Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,3,2,3,2,2.4,0.5477225575051661
Sales_growth_rate,4,5,7,3,2,2,4.2,1.9235384061671346
ROA,3,4,5,4,4,4,4.0,0.7071067811865476
Operating_assets_Ratio,6,3,4,6,5,6,4.8,1.3038404810405297
P_to_B,5,6,6,5,6,6,5.6,0.5477225575051662
ROE,7,7,2,7,7,7,6.0,2.23606797749979
Cash_to_total_assets_ratio,10,8,9,8,8,8,8.6,0.8944271909999159
Net_profit_margin,11,9,8,9,9,9,9.2,1.0954451150103324
Profit_margin_before_interest_and_taxes,14,10,10,13,11,10,11.6,1.816590212458495
DuPont_Ratio,16,15,17,10,14,10,14.4,2.701851217221259
Operating_profit_margin,13,11,11,11,12,11,11.6,0.8944271909999159
EPS,9,12,12,12,10,12,11.0,1.4142135623730951
DPS,12,14,15,17,13,12,14.2,1.9235384061671346
Stock_market_value,15,23,21,25,16,15,20.0,4.358898943540674
Sale_to_current_assets,17,25,30,15,15,15,20.4,6.767569726275452
Gross_profit_margin,18,19,16,16,19,16,17.6,1.51657508881031
Net_profit_to_sale,19,22,18,24,17,17,20.0,2.9154759474226504
Debt_to_equity_ratio,29,17,19,22,25,17,22.4,4.774934554525329
Total_income_growth,25,13,14,18,18,18,17.6,4.722287581247038
Equity_Ratio,30,18,20,21,26,18,23.0,4.898979485566356
Liquidity_ratios,34,40,43,19,37,19,34.6,9.343446901438462
EPS_growth,26,16,13,20,20,20,19.0,4.898979485566356
Net_profit_to_Gross_profit,20,24,22,29,21,20,23.2,3.5637059362410923
Operating_profit_to_sale,21,26,23,28,22,21,24.0,2.9154759474226504
Profit_margin_growth_rate,22,21,24,26,28,21,24.2,2.8635642126552705
Fixed_asset_turnover,32,29,28,23,23,23,27.0,3.9370039370059056
Return_ratio_without_risk,27,20,26,27,24,27,24.8,2.949576240750525
Net_working_capital,24,27,27,30,27,27,27.0,2.1213203435596424
Cost_to_sales_ratio,28,35,33,42,31,28,33.8,5.263078946776307
P_to_E,40,30,45,39,35,30,37.8,5.630275304103699
P_to_S,8,31,29,31,30,31,25.8,9.984988733093292
Current_assets_ratio,39,32,25,32,29,32,31.4,5.128352561983234
Capital,31,34,32,36,32,32,33.0,2.0
Working_capital_return,37,33,31,34,33,33,33.6,2.1908902300206647
Current_ratio,42,45,38,33,41,33,39.8,4.54972526643093
Average_payment_period,35,37,34,14,34,34,30.8,9.47100839404126
Total_asset_turnover,33,36,36,37,36,36,35.6,1.5165750888103102
Operating_cash_flow_to_sales,23,38,37,43,38,38,35.8,7.529940238806679
Net_return_on_working_capital,43,39,41,38,40,38,40.2,1.9235384061671343
Debt_to_total_assets_ratio,36,28,40,40,39,40,36.6,5.079370039680118
Cash_flow_returns_to_sales,38,41,39,41,44,41,40.6,2.3021728866442674
Quick_Ratio,44,43,42,35,42,42,41.2,3.5637059362410923
Current_debt_to_total_debt_Ratio,41,44,44,44,43,44,43.2,1.3038404810405297
Longterm_debt_to_equity_ratio,45,42,35,45,45,45,42.4,4.33589667773576
