Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,2,2,2.2,0.44721359549995787
ROA,3,4,5,3,5,3,4.0,1.0
ROE,4,2,6,4,4,4,4.0,1.4142135623730951
Sales_growth_rate,6,5,7,5,3,5,5.2,1.4832396974191326
Operating_assets_Ratio,7,6,3,6,7,6,5.8,1.6431676725154984
P_to_B,5,7,4,7,6,7,5.8,1.3038404810405297
Cash_to_total_assets_ratio,8,9,8,8,8,8,8.2,0.4472135954999579
P_to_S,30,8,29,27,28,8,24.4,9.235799911215056
Net_profit_margin,9,11,9,9,9,9,9.4,0.8944271909999157
EPS,10,10,10,10,10,10,10.0,0.0
Operating_profit_margin,11,13,13,16,11,11,12.8,2.04939015319192
DuPont_Ratio,18,14,12,11,15,11,14.0,2.7386127875258306
Profit_margin_before_interest_and_taxes,12,15,11,14,12,12,12.8,1.6431676725154982
Gross_profit_margin,14,16,19,20,14,14,16.6,2.792848008753788
Stock_market_value,15,26,21,25,20,15,21.4,4.393176527297759
DPS,16,12,16,15,13,16,14.4,1.816590212458495
Profit_margin_growth_rate,26,20,23,21,16,16,21.2,3.7013511046643495
Debt_to_equity_ratio,21,17,14,12,17,17,16.2,3.420526275297414
Sale_to_current_assets,28,27,17,17,23,17,22.4,5.272570530585627
EPS_growth,17,36,34,32,29,17,29.6,7.503332592921629
Equity_Ratio,22,18,15,13,18,18,17.2,3.420526275297414
Fixed_asset_turnover,19,22,18,18,26,18,20.6,3.4351128074635335
Debt_to_total_assets_ratio,29,34,26,19,21,19,25.8,6.058052492344384
Operating_cash_flow_to_sales,33,19,42,38,36,19,33.6,8.792041856133308
Net_profit_to_sale,20,23,20,22,19,20,20.8,1.6431676725154984
Net_profit_to_Gross_profit,24,24,22,23,22,22,23.0,1.0
Current_assets_ratio,23,33,31,36,34,23,31.4,5.029910535983716
Operating_profit_to_sale,25,25,24,24,24,24,24.4,0.5477225575051661
P_to_E,39,41,25,34,42,25,36.2,6.97853852894716
Net_working_capital,27,32,27,29,27,27,28.4,2.1908902300206647
Total_income_growth,13,28,28,26,25,28,24.0,6.284902544988268
Return_ratio_without_risk,31,30,30,33,31,30,31.0,1.224744871391589
Capital,38,35,32,31,30,30,33.2,3.2710854467592254
Quick_Ratio,36,31,38,40,39,31,36.8,3.563705936241092
Working_capital_return,32,39,33,28,32,32,32.8,3.9623225512317894
Average_payment_period,37,21,36,35,35,35,32.8,6.648308055437863
Liquidity_ratios,35,37,35,30,37,35,34.8,2.8635642126552705
Current_ratio,34,29,37,37,41,37,35.6,4.449719092257397
Cost_to_sales_ratio,44,38,39,39,43,39,40.6,2.701851217221259
Total_asset_turnover,40,40,44,43,38,40,41.0,2.449489742783178
Net_return_on_working_capital,41,42,40,41,44,41,41.6,1.51657508881031
Cash_flow_returns_to_sales,42,44,43,42,33,42,40.8,4.43846820423443
Longterm_debt_to_equity_ratio,43,43,41,44,40,43,42.2,1.6431676725154984
Current_debt_to_total_debt_Ratio,45,45,45,45,45,45,45.0,0.0
