Features,1,2,3,4,5,Mode,Mean,Std
Net_profit_to_Gross_profit,6,6,5,1,1,1,3.8,2.588435821108957
DuPont_Ratio,1,1,2,6,9,1,3.8,3.5637059362410923
Current_ratio,2,8,1,4,12,1,5.4,4.560701700396552
Capital,3,2,3,8,2,2,3.6,2.5099800796022267
Operating_profit_to_sale,8,7,6,2,3,2,5.2,2.588435821108957
Net_profit_to_sale,7,5,8,3,4,3,5.4,2.073644135332772
Quick_Ratio,4,9,4,7,8,4,6.4,2.3021728866442674
Debt_to_equity_ratio,11,4,12,13,17,4,11.4,4.722287581247038
Net_working_capital,5,10,10,5,5,5,7.0,2.7386127875258306
P_to_B,9,11,7,10,6,6,8.6,2.073644135332772
Stock_market_value,10,12,9,9,7,9,9.4,1.816590212458495
Operating_cash_flow_to_sales,30,25,28,32,10,10,25.0,8.774964387392123
Cost_to_sales_ratio,18,20,22,26,11,11,19.4,5.5497747702046425
Fixed_asset_turnover,20,40,29,11,24,11,24.8,10.756393447619885
Equity_Ratio,12,3,11,12,18,12,11.2,5.357238094391549
Net_profit_margin,13,13,15,21,44,13,21.2,13.16054710108968
Return_from_market,37,26,13,18,21,13,23.0,9.137833441248533
Sale_to_current_assets,22,27,30,14,20,14,22.6,6.228964600958975
ROA,14,14,23,25,40,14,23.2,10.663020210053059
Current_debt_to_total_debt_Ratio,42,28,14,37,43,14,32.8,12.070625501605125
Profit_margin_growth_rate,15,19,34,16,23,15,21.4,7.700649323271382
Gross_profit_margin,32,41,36,19,15,15,28.6,11.148990985734986
Liquidity_ratios,19,22,16,15,16,16,17.6,2.8809720581775866
Longterm_debt_to_equity_ratio,17,16,17,22,14,17,17.2,2.949576240750525
P_to_E,21,29,26,17,25,17,23.6,4.669047011971501
ROI,23,17,42,33,38,17,30.6,10.406728592598157
Cash_flow_returns_to_sales,27,45,18,20,34,18,28.8,11.03177229641729
ROE,33,34,20,28,19,19,26.8,7.049822692805827
Net_return_on_working_capital,25,42,19,23,26,19,27.0,8.803408430829505
Sales_growth_rate,16,21,21,24,39,21,24.2,8.757853618324527
Profit_margin_before_interest_and_taxes,24,15,24,39,31,24,26.6,8.961026726887942
DPS,34,24,33,38,32,24,32.2,5.118593556827892
Cash_to_total_assets_ratio,43,30,25,42,36,25,35.2,7.726577508832743
Operating_profit_margin,44,23,43,27,27,27,32.8,9.909591313469997
Total_asset_turnover,45,36,27,30,29,27,33.4,7.300684899377592
Average_payment_period,31,39,35,36,28,28,33.8,4.324349662087931
Current_assets_ratio,29,18,32,29,22,29,26.0,5.787918451395113
Operating_assets_Ratio,40,38,39,35,30,30,36.4,4.03732584763727
P_to_S,28,37,31,31,13,31,28.0,9.0
EPS_growth,39,33,40,45,41,33,39.6,4.33589667773576
EPS,35,35,38,40,33,35,36.2,2.7748873851023212
Debt_to_total_assets_ratio,41,44,37,34,37,37,38.6,3.9115214431215892
Return_ratio_without_risk,36,32,41,41,42,41,38.4,4.277849927241487
Working_capital_return,26,43,44,44,35,44,38.4,7.893034904268447
Total_income_growth,38,31,45,43,45,45,40.4,5.9833101206606365
