Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
P_to_B,2,2,2,2,3,2,2.2,0.4472135954999579
Operating_assets_Ratio,3,5,4,3,4,3,3.8,0.8366600265340756
ROI,5,3,3,5,6,3,4.4,1.3416407864998738
Sales_growth_rate,4,4,5,4,2,4,3.8,1.0954451150103321
ROA,6,6,6,6,8,6,6.4,0.8944271909999159
P_to_S,7,8,7,7,7,7,7.2,0.44721359549995787
ROE,8,7,8,8,5,8,7.2,1.3038404810405297
EPS,9,9,9,9,9,9,9.0,0.0
Cash_to_total_assets_ratio,10,10,11,10,10,10,10.2,0.4472135954999579
DPS,14,11,10,11,14,11,12.0,1.8708286933869707
Debt_to_equity_ratio,11,25,16,13,17,11,16.4,5.366563145999495
Net_profit_margin,16,12,12,15,11,12,13.2,2.16794833886788
DuPont_Ratio,13,17,14,12,15,12,14.2,1.9235384061671346
Equity_Ratio,12,26,17,14,16,12,17.0,5.385164807134504
Operating_profit_margin,17,13,13,19,12,13,14.8,3.03315017762062
Stock_market_value,15,14,15,17,13,15,14.8,1.4832396974191326
Profit_margin_before_interest_and_taxes,20,15,18,27,19,15,19.8,4.43846820423443
Operating_cash_flow_to_sales,26,16,19,16,27,16,20.8,5.357238094391549
Net_profit_to_sale,18,18,23,24,18,18,20.2,3.0331501776206204
Operating_profit_to_sale,21,19,24,25,20,19,21.8,2.588435821108957
Net_working_capital,19,22,31,30,23,19,25.0,5.244044240850758
Profit_margin_growth_rate,30,28,27,20,26,20,26.2,3.7682887362833544
Gross_profit_margin,28,24,21,31,22,21,25.2,4.207136793592526
Net_profit_to_Gross_profit,22,20,22,28,21,22,22.6,3.1304951684997055
Total_income_growth,27,31,30,22,32,22,28.4,4.03732584763727
Cost_to_sales_ratio,23,23,25,18,24,23,22.6,2.701851217221259
Sale_to_current_assets,25,27,26,23,30,23,26.2,2.588435821108957
Return_ratio_without_risk,24,33,28,26,25,24,27.2,3.5637059362410923
Fixed_asset_turnover,29,21,20,29,31,29,26.0,5.0990195135927845
P_to_E,31,29,29,35,29,29,30.6,2.6076809620810595
Debt_to_total_assets_ratio,33,30,32,32,40,32,33.4,3.8470768123342687
Current_assets_ratio,41,32,36,43,38,32,38.0,4.301162633521313
Working_capital_return,35,34,33,33,35,33,34.0,1.0
Current_ratio,37,38,41,34,34,34,36.8,2.949576240750525
Capital,34,35,35,37,33,35,34.8,1.4832396974191326
EPS_growth,36,36,34,21,37,36,32.8,6.685805860178712
Liquidity_ratios,42,37,39,36,41,36,39.0,2.5495097567963922
Average_payment_period,38,39,37,38,28,38,36.0,4.527692569068709
Total_asset_turnover,40,41,38,39,42,38,40.0,1.5811388300841898
Quick_Ratio,39,40,42,40,36,40,39.4,2.1908902300206643
Net_return_on_working_capital,43,42,40,44,43,43,42.4,1.51657508881031
Longterm_debt_to_equity_ratio,32,44,44,41,39,44,40.0,4.949747468305833
Current_debt_to_total_debt_Ratio,44,45,43,42,45,45,43.8,1.3038404810405297
Cash_flow_returns_to_sales,45,43,45,45,44,45,44.4,0.8944271909999159
