Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,2,1,1,1,1.2,0.4472135954999579
DuPont_Ratio,3,5,1,2,2,2,2.6,1.51657508881031
Capital,2,6,10,8,7,2,6.6,2.9664793948382653
Quick_Ratio,16,9,3,12,5,3,9.0,5.244044240850758
Debt_to_equity_ratio,24,12,8,3,14,3,12.2,7.8230428862431785
Equity_Ratio,23,11,7,4,13,4,11.6,7.266360849833981
Net_profit_to_Gross_profit,5,3,5,5,4,5,4.4,0.8944271909999159
Net_profit_to_sale,7,2,6,7,6,6,5.6,2.073644135332772
Operating_profit_to_sale,6,4,9,6,8,6,6.6,1.9493588689617927
Gross_profit_margin,8,16,26,32,12,8,18.8,9.959919678390985
Net_working_capital,4,7,11,9,9,9,8.0,2.6457513110645907
P_to_S,9,21,27,22,30,9,21.8,8.043631020876083
Stock_market_value,15,8,12,10,10,10,11.0,2.6457513110645907
Current_ratio,11,10,4,11,3,11,7.8,3.96232255123179
Liquidity_ratios,12,32,28,17,21,12,22.0,8.093207028119323
Longterm_debt_to_equity_ratio,14,13,13,15,17,13,14.4,1.6733200530681511
Operating_profit_margin,13,24,44,41,20,13,28.4,13.501851724856113
ROE,17,17,14,14,11,14,14.6,2.5099800796022267
Fixed_asset_turnover,26,15,34,33,18,15,25.2,8.5848704125339
Return_ratio_without_risk,40,43,35,16,28,16,32.4,10.78424777163433
Current_assets_ratio,34,44,16,36,39,16,33.8,10.639548862616309
EPS_growth,29,22,17,34,26,17,25.6,6.5038450166036395
Cost_to_sales_ratio,18,37,18,13,29,18,23.0,9.772410142846033
Sale_to_current_assets,19,23,19,43,23,19,25.4,10.039920318408907
Net_return_on_working_capital,28,18,45,19,19,19,25.8,11.476062042355817
EPS,20,42,20,20,16,20,23.6,10.430723848324238
Current_debt_to_total_debt_Ratio,37,20,41,26,32,20,31.2,8.408329203831162
DPS,21,41,21,18,15,21,23.2,10.256705123966467
Profit_margin_growth_rate,32,25,38,21,44,21,32.0,9.354143466934854
Operating_assets_Ratio,22,39,42,30,24,22,31.4,8.87693640846886
Profit_margin_before_interest_and_taxes,43,28,23,44,42,23,36.0,9.772410142846033
Return_from_market,25,33,24,24,33,24,27.8,4.764451699828638
Operating_cash_flow_to_sales,10,31,25,23,25,25,22.8,7.75886589650833
Total_asset_turnover,36,29,29,27,27,27,29.6,3.7148351242013415
ROA,45,27,30,40,43,27,37.0,8.031189202104505
Average_payment_period,35,30,32,28,36,28,32.2,3.3466401061363023
P_to_E,27,36,31,29,31,31,30.8,3.3466401061363023
Sales_growth_rate,33,26,33,25,40,33,31.4,6.107372593840988
Debt_to_total_assets_ratio,44,34,39,42,41,34,40.0,3.8078865529319543
Total_income_growth,31,35,22,35,34,35,31.4,5.504543577809153
Working_capital_return,30,45,37,37,45,37,38.8,6.340346993658944
ROI,41,40,43,45,37,37,41.2,3.03315017762062
Cash_flow_returns_to_sales,38,14,40,38,22,38,30.4,11.696153213770756
Cash_to_total_assets_ratio,42,38,36,31,38,38,37.0,4.0
Net_profit_margin,39,19,15,39,35,39,29.4,11.523888232710346
