Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,7,1,7,1,1,1,3.4,3.2863353450309964
DuPont_Ratio,8,10,1,2,2,2,4.6,4.09878030638384
Operating_cash_flow_to_sales,27,2,23,25,15,2,18.4,10.237187113655782
Net_profit_to_sale,2,3,5,3,4,3,3.4,1.140175425099138
Net_working_capital,6,7,3,9,8,3,6.6,2.3021728866442674
Net_profit_to_Gross_profit,1,4,4,4,6,4,3.8,1.7888543819998317
Operating_profit_to_sale,3,5,2,5,5,5,4.0,1.4142135623730951
Capital,4,6,6,6,3,6,5.0,1.4142135623730951
Stock_market_value,5,8,8,10,7,8,7.6,1.816590212458495
Current_ratio,19,16,11,8,12,8,13.2,4.324349662087931
Quick_Ratio,17,15,9,7,9,9,11.4,4.33589667773576
Profit_margin_growth_rate,9,14,18,20,37,9,19.6,10.597169433391164
Liquidity_ratios,14,9,10,15,10,10,11.6,2.701851217221259
Fixed_asset_turnover,15,11,16,19,14,11,15.0,2.9154759474226504
Cost_to_sales_ratio,18,29,20,21,11,11,19.8,6.457553716385176
Sale_to_current_assets,11,34,15,16,45,11,24.2,14.618481453283716
Debt_to_equity_ratio,12,19,13,18,24,12,17.2,4.868264577855234
Gross_profit_margin,10,13,14,13,28,13,15.6,7.092249290598858
Return_ratio_without_risk,25,23,38,33,13,13,26.4,9.633275663033837
DPS,30,26,28,23,16,16,24.6,5.458937625582472
ROE,16,12,17,14,17,17,15.2,2.16794833886788
Equity_Ratio,13,17,12,17,23,17,16.4,4.33589667773576
Cash_flow_returns_to_sales,20,40,19,39,18,18,27.2,11.256109452204168
Current_debt_to_total_debt_Ratio,40,22,36,41,19,19,31.6,10.358571330062848
Operating_profit_margin,21,20,26,22,42,20,26.2,9.121403400793104
Net_profit_margin,43,39,34,32,20,20,33.6,8.734987120768983
Longterm_debt_to_equity_ratio,23,21,21,11,22,21,19.6,4.878524367060187
Net_return_on_working_capital,37,24,24,26,25,24,27.2,5.540758070878027
P_to_S,34,25,32,36,35,25,32.4,4.393176527297759
Total_income_growth,26,35,39,29,43,26,34.4,6.985699678629192
P_to_E,32,28,43,27,31,27,32.2,6.379655163094632
Return_from_market,41,27,44,34,27,27,34.6,7.829431652425353
EPS_growth,28,38,45,28,44,28,36.6,8.294576541331088
Sales_growth_rate,24,30,22,30,29,30,27.0,3.7416573867739413
Total_asset_turnover,42,31,30,35,34,30,34.4,4.722287581247038
Profit_margin_before_interest_and_taxes,36,45,40,42,30,30,38.6,5.813776741499453
ROI,35,36,41,31,38,31,36.2,3.7013511046643495
Working_capital_return,31,32,29,37,32,32,32.2,2.949576240750525
Current_assets_ratio,22,37,33,12,33,33,27.4,10.261578825892242
EPS,33,33,35,24,21,33,29.2,6.260990336999411
Average_payment_period,38,18,37,38,36,38,33.4,8.648699324175862
Debt_to_total_assets_ratio,39,43,27,43,39,39,38.2,6.572670690061993
ROA,45,41,31,44,41,41,40.4,5.549774770204643
Cash_to_total_assets_ratio,29,42,42,40,26,42,35.8,7.694153624668538
Operating_assets_Ratio,44,44,25,45,40,44,39.6,8.384509526501834
