Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,4,2,2,2,2.4,0.8944271909999159
ROA,5,3,5,3,3,3,3.8,1.0954451150103321
Sales_growth_rate,4,4,2,4,4,4,3.6,0.8944271909999159
Operating_assets_Ratio,3,5,7,6,5,5,5.2,1.4832396974191329
P_to_B,6,6,6,5,6,6,5.8,0.4472135954999579
ROE,7,7,3,7,7,7,6.2,1.7888543819998317
Cash_to_total_assets_ratio,10,8,8,9,8,8,8.6,0.8944271909999159
EPS,8,9,12,11,10,8,10.0,1.5811388300841898
Net_profit_margin,11,10,9,12,9,9,10.2,1.3038404810405297
DuPont_Ratio,15,11,11,14,15,11,13.2,2.04939015319192
Operating_profit_margin,12,12,14,20,11,12,13.8,3.63318042491699
Stock_market_value,13,15,19,13,13,13,14.6,2.6076809620810595
Profit_margin_before_interest_and_taxes,14,13,13,24,12,13,15.2,4.969909455915671
DPS,9,14,17,18,14,14,14.4,3.507135583350036
Debt_to_equity_ratio,21,20,15,22,25,15,20.6,3.646916505762094
EPS_growth,30,27,33,15,31,15,27.2,7.155417527999327
Current_assets_ratio,23,17,25,16,16,16,19.4,4.277849927241488
Gross_profit_margin,16,28,26,31,19,16,24.0,6.284902544988268
Profit_margin_growth_rate,25,16,28,29,23,16,24.2,5.167204273105526
Net_profit_to_sale,17,18,23,19,17,17,18.8,2.4899799195977463
Total_income_growth,27,24,29,17,28,17,25.0,4.847679857416329
Net_profit_to_Gross_profit,19,22,24,25,18,18,21.6,3.049590136395381
Net_working_capital,24,25,20,28,21,20,23.6,3.2093613071762426
Equity_Ratio,22,21,16,21,24,21,20.8,2.949576240750525
Fixed_asset_turnover,20,19,22,26,22,22,21.8,2.6832815729997477
Operating_profit_to_sale,18,23,27,23,20,23,22.2,3.420526275297414
Return_ratio_without_risk,26,26,21,30,27,26,26.0,3.24037034920393
Sale_to_current_assets,29,29,18,27,26,29,25.8,4.54972526643093
P_to_E,28,32,30,33,30,30,30.6,1.949358868961793
P_to_S,31,31,32,8,29,31,26.2,10.232301793829187
Current_debt_to_total_debt_Ratio,42,30,31,32,32,32,33.4,4.878524367060187
Current_ratio,36,34,34,38,33,34,35.0,2.0
Working_capital_return,35,35,38,34,36,35,35.6,1.51657508881031
Cost_to_sales_ratio,33,40,35,35,37,35,36.0,2.6457513110645907
Debt_to_total_assets_ratio,34,37,37,45,38,37,38.2,4.08656334834051
Average_payment_period,38,38,10,36,41,38,32.6,12.759310326189263
Quick_Ratio,37,39,39,42,35,39,38.4,2.6076809620810595
Liquidity_ratios,41,42,36,39,39,39,39.4,2.302172886644268
Operating_cash_flow_to_sales,40,36,42,10,40,40,33.6,13.371611720357423
Capital,32,33,40,40,34,40,35.8,3.898717737923586
Total_asset_turnover,43,41,43,41,42,41,42.0,1.0
Net_return_on_working_capital,39,43,44,44,43,43,42.6,2.073644135332772
Cash_flow_returns_to_sales,44,44,45,43,45,44,44.2,0.8366600265340756
Longterm_debt_to_equity_ratio,45,45,41,37,44,45,42.4,3.4351128074635335
