Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,2,1,1,1,1.2,0.4472135954999579
P_to_B,2,2,1,2,2,2,1.8,0.4472135954999579
Net_profit_to_Gross_profit,4,5,3,6,8,3,5.2,1.9235384061671346
Current_ratio,14,10,15,3,3,3,9.0,5.787918451395113
Operating_cash_flow_to_sales,3,24,19,28,32,3,21.2,11.256109452204166
Operating_profit_to_sale,5,4,4,7,7,4,5.4,1.51657508881031
Equity_Ratio,10,6,8,4,11,4,7.8,2.863564212655271
Quick_Ratio,23,12,14,8,4,4,12.2,7.155417527999327
Debt_to_equity_ratio,11,7,9,5,10,5,8.4,2.4083189157584592
Longterm_debt_to_equity_ratio,13,14,5,15,17,5,12.8,4.604345773288536
Cost_to_sales_ratio,12,19,28,18,5,5,16.4,8.561541917201598
Net_profit_to_sale,6,3,6,9,9,6,6.6,2.5099800796022267
Capital,7,9,7,10,6,7,7.8,1.6431676725154984
Net_working_capital,8,8,10,11,12,8,9.8,1.7888543819998317
Stock_market_value,9,11,11,13,14,11,11.6,1.9493588689617927
Liquidity_ratios,19,13,16,12,18,12,15.6,3.0495901363953815
Profit_margin_growth_rate,21,25,12,14,15,12,17.4,5.412947441089743
Gross_profit_margin,20,35,17,34,13,13,23.8,10.084641788382966
ROA,24,15,44,16,37,15,27.2,12.872451204024818
ROE,16,16,13,21,16,16,16.4,2.8809720581775866
Working_capital_return,15,17,21,17,29,17,19.8,5.585696017507576
Total_asset_turnover,17,30,29,20,21,17,23.4,5.770615218501403
Return_from_market,34,18,20,26,22,18,24.0,6.324555320336759
Current_assets_ratio,18,22,26,39,27,18,26.4,7.893034904268447
Cash_flow_returns_to_sales,28,37,18,27,26,18,27.2,6.760177512462228
Net_profit_margin,27,21,39,19,30,19,27.2,7.949842765740716
Net_return_on_working_capital,22,20,24,40,23,20,25.8,8.07465169527454
EPS,31,42,27,41,20,20,32.2,9.364827814754525
Fixed_asset_turnover,39,28,22,25,24,22,27.6,6.730527468185536
P_to_E,29,26,32,22,36,22,29.0,5.385164807134504
Sales_growth_rate,44,23,30,24,25,23,29.2,8.700574693662482
Operating_profit_margin,35,45,23,23,33,23,31.8,9.23038460737146
DPS,25,43,25,32,19,25,28.8,9.17605579756357
P_to_S,30,32,31,29,31,31,30.6,1.140175425099138
Cash_to_total_assets_ratio,36,31,33,38,43,31,36.2,4.658325879540846
Average_payment_period,41,34,34,33,34,34,35.2,3.271085446759225
ROI,43,33,35,35,44,35,38.0,5.0990195135927845
Sale_to_current_assets,32,29,36,36,28,36,32.2,3.7682887362833544
Debt_to_total_assets_ratio,37,27,37,31,39,37,34.2,5.019960159204453
Profit_margin_before_interest_and_taxes,38,38,40,30,45,38,38.2,5.403702434442518
Total_income_growth,33,44,38,44,38,38,39.4,4.6690470119715
Operating_assets_Ratio,40,40,42,42,35,40,39.8,2.8635642126552705
Current_debt_to_total_debt_Ratio,42,36,41,45,42,42,41.2,3.2710854467592254
EPS_growth,26,39,43,43,41,43,38.4,7.1274118724821856
Return_ratio_without_risk,45,41,45,37,40,45,41.6,3.4351128074635335
