Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,2,1,2,1,6,1,2.4,2.073644135332772
P_to_B,1,2,7,2,1,1,2.6,2.5099800796022267
Net_profit_to_sale,3,4,3,4,2,3,3.2,0.8366600265340756
Operating_cash_flow_to_sales,9,3,11,3,10,3,7.2,3.8987177379235853
Net_profit_to_Gross_profit,4,8,4,8,3,4,5.4,2.4083189157584592
Capital,6,5,1,5,5,5,4.4,1.9493588689617927
Operating_profit_to_sale,5,7,5,9,4,5,6.0,2.0
Equity_Ratio,7,9,8,6,12,6,8.4,2.3021728866442674
Net_working_capital,10,13,6,12,8,6,9.8,2.8635642126552705
Current_ratio,19,6,21,17,16,6,15.8,5.805170109479997
Debt_to_equity_ratio,8,10,9,7,13,7,9.4,2.3021728866442674
Stock_market_value,12,14,10,11,9,9,11.2,1.9235384061671346
Longterm_debt_to_equity_ratio,11,11,13,10,15,11,12.0,2.0
Quick_Ratio,18,12,22,20,17,12,17.8,3.7682887362833544
Liquidity_ratios,13,16,12,13,11,13,13.0,1.8708286933869707
Cost_to_sales_ratio,36,15,14,14,7,14,17.2,10.986355173577815
Sale_to_current_assets,17,42,18,16,14,14,21.4,11.610340218959994
Profit_margin_growth_rate,15,25,16,18,20,15,18.8,3.96232255123179
DPS,24,28,19,15,23,15,21.8,4.969909455915671
P_to_E,41,35,15,30,24,15,29.0,10.024968827881711
Gross_profit_margin,16,44,39,21,18,16,27.6,12.934450123604018
Fixed_asset_turnover,20,41,17,24,22,17,24.8,9.418067742376884
Current_assets_ratio,37,18,20,19,21,18,23.0,7.905694150420948
P_to_S,26,24,31,29,19,19,25.8,4.658325879540846
ROA,33,19,24,36,31,19,28.6,6.9498201415576215
Current_debt_to_total_debt_Ratio,21,33,36,28,40,21,31.6,7.368853370776216
Sales_growth_rate,39,21,27,40,44,21,34.2,9.731392500562292
Net_return_on_working_capital,30,22,23,25,27,22,25.4,3.209361307176242
EPS,31,30,28,22,25,22,27.2,3.7013511046643495
ROE,29,27,43,23,30,23,30.4,7.536577472566709
Return_ratio_without_risk,23,29,45,37,33,23,33.4,8.29457654133109
Total_income_growth,25,39,26,33,42,25,33.0,7.582875444051551
Net_profit_margin,28,17,25,26,26,26,24.4,4.277849927241487
EPS_growth,27,43,32,39,45,27,37.2,7.5630681604756145
Cash_to_total_assets_ratio,43,40,29,45,35,29,38.4,6.465291950097845
ROI,38,31,30,42,36,30,35.4,4.979959839195493
Operating_profit_margin,22,32,44,34,32,32,32.8,7.8230428862431785
Average_payment_period,34,26,33,32,34,34,31.8,3.3466401061363023
Total_asset_turnover,35,34,34,31,28,34,32.4,2.8809720581775866
Return_from_market,32,23,35,35,29,35,30.8,5.019960159204453
Operating_assets_Ratio,42,36,41,43,38,36,40.0,2.9154759474226504
Cash_flow_returns_to_sales,14,37,37,27,39,37,30.8,10.497618777608569
Debt_to_total_assets_ratio,44,38,38,41,43,38,40.8,2.7748873851023217
Profit_margin_before_interest_and_taxes,40,20,40,38,37,40,35.0,8.48528137423857
Working_capital_return,45,45,42,44,41,45,43.4,1.8165902124584952
