Features,1,2,3,4,5,Mode,Mean,Std
Net_profit_to_sale,1,5,1,4,4,1,3.0,1.8708286933869707
P_to_B,9,2,10,7,1,1,5.8,4.08656334834051
Net_profit_to_Gross_profit,2,4,2,3,2,2,2.6,0.8944271909999159
Operating_profit_to_sale,4,3,3,1,3,3,2.8,1.0954451150103321
DuPont_Ratio,6,1,5,2,5,5,3.8,2.16794833886788
Quick_Ratio,5,13,4,6,6,6,6.8,3.5637059362410923
Capital,3,6,8,8,7,8,6.4,2.073644135332772
Current_ratio,8,12,9,5,8,8,8.4,2.5099800796022267
Net_working_capital,7,8,6,9,9,9,7.8,1.3038404810405297
Stock_market_value,10,7,7,10,10,10,8.8,1.6431676725154982
Equity_Ratio,11,10,13,11,15,11,12.0,2.0
P_to_E,17,14,19,23,11,11,16.8,4.604345773288536
Operating_cash_flow_to_sales,24,27,11,25,20,11,21.4,6.348228099241552
Debt_to_equity_ratio,12,11,14,12,14,12,12.6,1.3416407864998738
Liquidity_ratios,13,20,12,17,13,13,15.0,3.391164991562634
Cash_flow_returns_to_sales,41,37,18,13,32,13,28.2,12.153188881935474
Profit_margin_growth_rate,26,18,28,14,19,14,21.0,5.830951894845301
Cost_to_sales_ratio,21,15,38,20,25,15,23.8,8.700574693662482
Longterm_debt_to_equity_ratio,18,9,16,15,16,16,14.8,3.420526275297414
Net_profit_margin,16,16,15,16,18,16,16.2,1.0954451150103321
Return_from_market,20,17,35,26,33,17,26.2,7.854934754662192
Working_capital_return,30,34,29,36,17,17,29.2,7.395944834840238
ROE,23,19,17,19,12,19,18.0,4.0
ROA,19,32,23,27,38,19,27.8,7.463243262818116
DPS,34,21,31,28,24,21,27.6,5.224940191045253
Gross_profit_margin,27,33,26,21,35,21,28.4,5.639148871948674
Sales_growth_rate,15,22,36,18,22,22,22.6,8.049844718999244
Net_return_on_working_capital,22,39,20,22,21,22,24.8,7.981227975693965
Return_ratio_without_risk,39,45,22,43,30,22,35.8,9.628083921528727
Current_assets_ratio,14,23,30,40,23,23,26.0,9.669539802906858
Current_debt_to_total_debt_Ratio,43,26,25,24,36,24,30.8,8.34865258589672
Fixed_asset_turnover,45,38,24,32,28,24,33.4,8.29457654133109
Sale_to_current_assets,25,29,40,34,39,25,33.4,6.4265076052238514
Total_asset_turnover,28,28,27,30,27,27,28.0,1.224744871391589
Profit_margin_before_interest_and_taxes,31,25,21,29,29,29,27.0,4.0
P_to_S,29,30,34,31,31,31,31.0,1.8708286933869707
Average_payment_period,38,31,32,35,34,31,34.0,2.7386127875258306
EPS,32,24,33,33,26,33,29.6,4.277849927241488
Operating_profit_margin,33,43,37,39,42,33,38.8,4.024922359499621
Operating_assets_Ratio,37,36,41,44,43,36,40.2,3.5637059362410923
Cash_to_total_assets_ratio,40,35,39,37,40,40,38.2,2.16794833886788
Debt_to_total_assets_ratio,35,41,44,38,41,41,39.8,3.420526275297414
ROI,36,40,42,42,37,42,39.4,2.7928480087537886
Total_income_growth,42,44,43,41,44,44,42.8,1.3038404810405297
EPS_growth,44,42,45,45,45,45,44.2,1.3038404810405297
