Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,3,4,2,3,2,2,2.8,0.8366600265340756
ROI,2,3,3,2,3,3,2.6,0.5477225575051661
ROA,4,5,4,4,4,4,4.2,0.44721359549995787
Operating_assets_Ratio,5,7,6,5,5,5,5.6,0.8944271909999159
P_to_B,6,6,5,6,6,6,5.8,0.4472135954999579
ROE,7,2,8,7,7,7,6.2,2.3874672772626644
P_to_S,10,8,7,8,8,8,8.2,1.0954451150103324
EPS,9,9,10,9,9,9,9.2,0.4472135954999579
Cash_to_total_assets_ratio,8,10,9,10,11,10,9.6,1.1401754250991378
DPS,11,11,12,11,10,11,11.0,0.7071067811865476
Net_profit_margin,12,12,11,12,12,12,11.8,0.4472135954999579
DuPont_Ratio,13,17,13,13,14,13,14.0,1.7320508075688772
Operating_profit_margin,14,13,15,15,15,15,14.4,0.8944271909999159
Profit_margin_before_interest_and_taxes,15,15,14,16,13,15,14.6,1.140175425099138
Operating_cash_flow_to_sales,16,14,16,14,16,16,15.2,1.0954451150103324
Gross_profit_margin,17,16,19,21,23,16,19.2,2.8635642126552705
Fixed_asset_turnover,29,20,26,23,17,17,23.0,4.743416490252569
Current_ratio,36,34,17,28,35,17,30.0,7.905694150420948
Debt_to_equity_ratio,18,31,20,17,18,18,20.8,5.805170109479997
Stock_market_value,26,18,27,29,25,18,25.0,4.183300132670378
Quick_Ratio,35,27,18,25,34,18,27.8,6.978538528947161
Equity_Ratio,19,32,21,18,19,19,21.8,5.805170109479997
Sale_to_current_assets,31,29,35,19,26,19,28.0,6.0
EPS_growth,20,33,28,32,27,20,28.0,5.1478150704935
Average_payment_period,34,41,25,20,21,20,28.2,9.038805230781334
Total_income_growth,21,28,23,27,22,21,24.2,3.1144823004794873
Net_profit_to_sale,25,21,29,30,28,21,26.6,3.6469165057620936
Current_assets_ratio,30,19,22,22,24,22,23.4,4.098780306383839
Net_profit_to_Gross_profit,27,22,30,31,29,22,27.8,3.5637059362410923
Cost_to_sales_ratio,23,35,36,34,31,23,31.8,5.263078946776307
Liquidity_ratios,24,25,32,24,32,24,27.4,4.219004621945797
Operating_profit_to_sale,28,24,31,33,30,24,29.2,3.420526275297414
Profit_margin_growth_rate,22,26,24,26,20,26,23.6,2.6076809620810595
Net_working_capital,32,23,33,35,33,33,31.2,4.711687595755899
Return_ratio_without_risk,33,44,38,37,42,33,38.8,4.324349662087931
Debt_to_total_assets_ratio,37,40,41,44,37,37,39.8,2.949576240750525
Capital,38,36,37,38,38,38,37.4,0.8944271909999159
P_to_E,42,39,34,39,36,39,38.0,3.082207001484488
Working_capital_return,39,38,39,36,39,39,38.2,1.3038404810405297
Total_asset_turnover,40,42,40,40,41,40,40.6,0.8944271909999159
Net_return_on_working_capital,43,30,42,42,44,42,40.2,5.761944116355173
Cash_flow_returns_to_sales,45,43,44,43,40,43,43.0,1.8708286933869707
Current_debt_to_total_debt_Ratio,41,37,45,45,43,45,42.2,3.3466401061363023
Longterm_debt_to_equity_ratio,44,45,43,41,45,45,43.6,1.6733200530681511
