Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,2,2,4,2,5,2,3.0,1.4142135623730951
ROI,3,3,2,3,3,3,2.8,0.4472135954999579
ROA,4,4,3,4,4,4,3.8,0.4472135954999579
ROE,5,5,5,5,2,5,4.4,1.3416407864998738
P_to_B,6,7,6,6,6,6,6.2,0.44721359549995787
Cash_to_total_assets_ratio,8,6,7,8,7,7,7.2,0.8366600265340756
Net_profit_margin,9,8,8,11,8,8,8.8,1.3038404810405297
Operating_profit_margin,7,10,9,10,9,9,9.0,1.224744871391589
EPS,11,9,11,7,10,11,9.6,1.6733200530681511
Profit_margin_before_interest_and_taxes,12,11,10,14,11,11,11.6,1.51657508881031
Gross_profit_margin,13,13,12,13,12,13,12.6,0.5477225575051661
DPS,17,14,13,9,13,13,13.2,2.8635642126552705
Operating_assets_Ratio,16,20,14,12,14,14,15.2,3.03315017762062
Return_ratio_without_risk,21,12,20,15,15,15,16.6,3.7815340802378072
DuPont_Ratio,15,15,17,27,16,15,18.0,5.0990195135927845
Profit_margin_growth_rate,23,16,15,26,27,15,21.4,5.594640292279746
Fixed_asset_turnover,34,17,16,17,17,17,20.2,7.726577508832744
Current_assets_ratio,20,18,21,16,18,18,18.6,1.949358868961793
Total_income_growth,28,33,18,18,31,18,25.6,7.162401831787993
Debt_to_equity_ratio,18,29,28,37,21,18,26.6,7.436396977031283
Net_profit_to_sale,26,19,23,19,19,19,21.2,3.1937438845342623
Equity_Ratio,19,30,29,38,20,19,27.2,7.854934754662192
EPS_growth,33,37,19,24,34,19,29.4,7.569676347110225
Net_profit_to_Gross_profit,30,23,25,21,24,21,24.6,3.361547262794322
Operating_profit_to_sale,29,22,26,22,25,22,24.8,2.949576240750525
Sale_to_current_assets,36,25,22,25,22,22,26.0,5.787918451395113
Stock_market_value,27,24,24,20,23,24,23.6,2.5099800796022267
Net_working_capital,35,26,30,23,26,26,28.0,4.636809247747852
Liquidity_ratios,25,27,27,29,32,27,28.0,2.6457513110645907
P_to_E,43,44,38,28,45,28,39.6,7.021395872616783
Operating_cash_flow_to_sales,14,31,32,30,30,30,27.4,7.53657747256671
P_to_S,10,32,31,31,28,31,26.4,9.289779329994873
Working_capital_return,24,34,33,34,33,33,31.6,4.277849927241487
Average_payment_period,38,35,35,32,35,35,35.0,2.1213203435596424
Quick_Ratio,32,38,42,36,36,36,36.8,3.63318042491699
Capital,39,41,36,43,38,36,39.4,2.701851217221259
Cash_flow_returns_to_sales,37,28,37,41,29,37,34.4,5.639148871948674
Net_return_on_working_capital,41,21,41,39,39,39,36.2,8.555699854482974
Cost_to_sales_ratio,22,39,39,45,41,39,37.2,8.843076387773658
Longterm_debt_to_equity_ratio,40,36,34,33,40,40,36.6,3.2863353450309964
Current_ratio,31,40,40,40,37,40,37.6,3.911521443121589
Total_asset_turnover,42,42,43,35,43,42,41.0,3.391164991562634
Debt_to_total_assets_ratio,44,43,44,42,44,44,43.4,0.8944271909999159
Current_debt_to_total_debt_Ratio,45,45,45,44,42,45,44.2,1.3038404810405297
