Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,5,3,3,4,3,3.6,0.8944271909999159
Operating_assets_Ratio,4,3,4,6,5,4,4.4,1.1401754250991378
P_to_B,5,6,5,5,6,5,5.4,0.5477225575051661
ROE,6,7,6,4,3,6,5.2,1.6431676725154984
Sales_growth_rate,7,4,7,7,7,7,6.4,1.3416407864998738
Average_payment_period,8,10,8,10,8,8,8.8,1.0954451150103324
P_to_S,31,8,35,29,32,8,27.0,10.8397416943394
Net_profit_margin,9,12,10,11,9,9,10.2,1.3038404810405297
Cash_to_total_assets_ratio,12,9,9,12,13,9,11.0,1.8708286933869707
DuPont_Ratio,14,13,11,17,10,10,13.0,2.7386127875258306
EPS,10,11,12,8,11,11,10.4,1.51657508881031
Profit_margin_before_interest_and_taxes,11,16,14,13,12,11,13.2,1.9235384061671343
Operating_profit_margin,13,17,16,14,14,14,14.8,1.6431676725154982
Operating_cash_flow_to_sales,36,14,37,34,38,14,31.8,10.059821071967432
Total_income_growth,17,15,13,16,15,15,15.2,1.4832396974191324
Gross_profit_margin,19,23,20,15,16,15,18.6,3.2093613071762426
Debt_to_equity_ratio,24,24,17,30,17,17,22.4,5.504543577809154
Equity_Ratio,23,25,18,31,18,18,23.0,5.431390245600108
Current_assets_ratio,18,32,24,22,25,18,24.2,5.118593556827891
DPS,16,19,19,9,20,19,16.6,4.505552130427524
EPS_growth,21,18,15,19,19,19,18.4,2.1908902300206647
Sale_to_current_assets,20,20,21,18,24,20,20.6,2.1908902300206643
Profit_margin_growth_rate,27,35,26,21,29,21,27.6,5.079370039680118
Fixed_asset_turnover,15,22,23,20,22,22,20.4,3.209361307176242
Current_ratio,22,26,22,27,21,22,23.6,2.701851217221259
Liquidity_ratios,33,28,29,25,23,23,27.6,3.847076812334269
Stock_market_value,25,21,25,23,26,25,24.0,2.0
Net_profit_to_sale,26,29,27,24,27,27,26.6,1.8165902124584952
Net_profit_to_Gross_profit,28,30,28,26,28,28,28.0,1.4142135623730951
Quick_Ratio,30,34,30,33,30,30,31.4,1.9493588689617927
Operating_profit_to_sale,29,31,31,28,31,31,30.0,1.4142135623730951
Net_working_capital,32,27,33,32,33,32,31.4,2.509980079602227
P_to_E,38,33,32,35,34,32,34.4,2.302172886644268
Debt_to_total_assets_ratio,35,36,34,41,37,34,36.6,2.701851217221259
Capital,34,40,36,36,36,36,36.4,2.1908902300206647
Working_capital_return,37,37,38,37,35,37,36.8,1.0954451150103321
Total_asset_turnover,39,38,40,38,40,38,39.0,1.0
Net_return_on_working_capital,41,41,41,40,39,41,40.4,0.8944271909999159
Cash_flow_returns_to_sales,42,45,45,42,42,42,43.2,1.6431676725154982
Cost_to_sales_ratio,40,39,42,43,43,43,41.4,1.816590212458495
Longterm_debt_to_equity_ratio,43,44,43,39,41,43,42.0,2.0
Return_ratio_without_risk,44,42,39,44,44,44,42.6,2.1908902300206647
Current_debt_to_total_debt_Ratio,45,43,44,45,45,45,44.4,0.8944271909999159
