Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,4,2,2.6,0.8944271909999159
Sales_growth_rate,5,2,4,3,7,2,4.2,1.9235384061671346
ROA,3,4,3,4,6,3,4.0,1.224744871391589
P_to_B,6,5,5,6,5,5,5.4,0.5477225575051662
Operating_assets_Ratio,4,6,6,5,3,6,4.8,1.3038404810405297
ROE,7,7,7,7,2,7,6.0,2.23606797749979
EPS,8,9,8,8,8,8,8.2,0.4472135954999579
Cash_to_total_assets_ratio,9,11,10,9,12,9,10.2,1.3038404810405297
DPS,10,10,9,10,10,10,9.8,0.4472135954999579
Net_profit_margin,11,12,11,11,9,11,10.8,1.0954451150103324
Profit_margin_before_interest_and_taxes,12,15,12,13,11,12,12.6,1.51657508881031
DuPont_Ratio,15,20,16,12,14,12,15.4,2.966479394838265
Operating_profit_margin,13,14,13,14,13,13,13.4,0.5477225575051662
Operating_cash_flow_to_sales,36,13,37,40,42,13,33.6,11.76010204037363
Debt_to_equity_ratio,18,28,14,16,20,14,19.2,5.403702434442518
Equity_Ratio,19,29,15,15,21,15,19.8,5.761944116355173
Fixed_asset_turnover,16,16,21,20,27,16,20.0,4.527692569068709
Gross_profit_margin,14,17,17,17,16,17,16.2,1.30384048104053
Sale_to_current_assets,17,19,24,22,33,17,23.0,6.2048368229954285
Current_assets_ratio,26,18,27,24,30,18,25.0,4.47213595499958
Total_income_growth,20,22,19,19,23,19,20.6,1.816590212458495
EPS_growth,21,21,18,21,24,21,21.0,2.1213203435596424
Net_working_capital,28,31,32,30,22,22,28.6,3.9749213828703582
Stock_market_value,23,24,22,23,15,23,21.4,3.6469165057620936
Net_profit_to_sale,22,23,23,25,19,23,22.4,2.1908902300206643
Net_profit_to_Gross_profit,24,25,25,26,17,25,23.4,3.646916505762094
Operating_profit_to_sale,25,26,26,27,18,26,24.4,3.646916505762094
Profit_margin_growth_rate,27,27,20,28,25,27,25.4,3.209361307176242
P_to_S,30,8,28,29,28,28,24.6,9.316651759081694
Return_ratio_without_risk,29,30,29,33,26,29,29.4,2.5099800796022267
Capital,32,35,33,38,29,29,33.4,3.361547262794322
Debt_to_total_assets_ratio,31,36,38,31,31,31,33.4,3.361547262794322
Working_capital_return,33,33,31,32,32,32,32.2,0.8366600265340756
Average_payment_period,34,37,36,18,34,34,31.8,7.8230428862431785
Current_ratio,35,39,34,34,38,34,36.0,2.345207879911715
Total_asset_turnover,39,34,40,37,35,34,37.0,2.5495097567963922
Quick_Ratio,41,43,35,39,40,35,39.6,2.966479394838265
Liquidity_ratios,40,38,44,35,43,35,40.0,3.6742346141747673
Cost_to_sales_ratio,37,32,39,36,36,36,36.0,2.5495097567963922
Current_debt_to_total_debt_Ratio,45,40,41,42,37,37,41.0,2.9154759474226504
P_to_E,38,45,30,41,41,41,39.0,5.612486080160912
Longterm_debt_to_equity_ratio,42,41,43,44,45,41,43.0,1.5811388300841898
Net_return_on_working_capital,43,42,42,43,39,42,41.8,1.6431676725154984
Cash_flow_returns_to_sales,44,44,45,45,44,44,44.4,0.5477225575051661
